WBStrain00004612	CB4932	Caenorhabditis elegans	Wild isolate with unique Tc1 pattern. Bor phenotype. Isolated by P.S. Grewal before 1991, from mushroom farm near Taunton, England. Sent to Ann Burnell in 1991. Sent from Burnell to J. Hodgkin in Jan. 1992. Sent to CGC in Jan. 1997. Caenorhabditis elegans wild isolate.	C. elegans wild isolate.		
WBStrain00004770	CC1	Caenorhabditis elegans	Continuously cultured in liquid CeMM for 4 years.	C. elegans wild isolate.		
WBStrain00004771	CC2	Caenorhabditis elegans	N2 stock which was flown on STS-107, shuttle Columbia.	C. elegans wild isolate.		
WBStrain00004772	CC3	Caenorhabditis elegans	This strain was grown on CeMM (C. elegans Maintenance Medium) for 3 years (called CC1). It was then flown on STS-107, shuttle Columbia (and now called CC3).	C. elegans wild isolate.		
WBStrain00005296	CX11254	Caenorhabditis elegans	Isolated_by A. Sivasundar	Caenorhabditis elegans wild isolate.		
WBStrain00005297	CX11258	Caenorhabditis elegans	Isolated_by A. Sivasundar	Caenorhabditis elegans wild isolate.		
WBStrain00005298	CX11259	Caenorhabditis elegans	Isolated_by A. Sivasundar	Caenorhabditis elegans wild isolate.		
WBStrain00005299	CX11262	Caenorhabditis elegans	C. elegans wild isolate. Reference: Andersen EC, et al. Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00005300	CX11264	Caenorhabditis elegans	C. elegans wild isolate. Reference: Andersen EC, et al. Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00005301	CX11268	Caenorhabditis elegans	Isolated_by A. Sivasundar	Caenorhabditis elegans wild isolate.		
WBStrain00005302	CX11271	Caenorhabditis elegans	Maintain under normal conditions. Reference: Andersen EC, Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00005303	CX11276	Caenorhabditis elegans	Maintain under normal conditions. Reference: Andersen EC, Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00005304	CX11278	Caenorhabditis elegans	Isolated_by A. Sivasundar	Caenorhabditis elegans wild isolate.		
WBStrain00005305	CX11285	Caenorhabditis elegans	Maintain under normal conditions. Reference: Andersen EC, Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00005306	CX11292	Caenorhabditis elegans	Maintain under normal conditions. Reference: Andersen EC, Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00005307	CX11294	Caenorhabditis elegans	Isolated_by A. Sivasundar	Caenorhabditis elegans wild isolate.		
WBStrain00005308	CX11305	Caenorhabditis elegans	Isolated_by A. Sivasundar	Caenorhabditis elegans wild isolate.		
WBStrain00005309	CX11307	Caenorhabditis elegans	Maintain under normal conditions. Reference: Andersen EC, Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00005310	CX11314	Caenorhabditis elegans	Maintain under normal conditions. Reference: Andersen EC, Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00005311	CX11315	Caenorhabditis elegans	Maintain under normal conditions. Reference: Andersen EC, Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00005312	CX11316	Caenorhabditis elegans	Isolated_by A. Sivasundar	Caenorhabditis elegans wild isolate.		
WBStrain00005313	CX11317	Caenorhabditis elegans	Isolated_by A. Sivasundar	Caenorhabditis elegans wild isolate.		
WBStrain00005314	CX11319	Caenorhabditis elegans	Isolated_by A. Sivasundar	Caenorhabditis elegans wild isolate.		
WBStrain00005315	CX11321	Caenorhabditis elegans	Isolated_by A. Sivasundar	Caenorhabditis elegans wild isolate.		
WBStrain00005497	DA650	Caenorhabditis elegans	Clumps. Found in strain RC301. See 1987 Worm Meeting Abstract Book page 162. npr-1 pka bor-1.	C. elegans wild isolate.		
WBStrain00005820	DH424	Caenorhabditis elegans	Interfertile with N2. Survives freezing lin liquid nitrogen. Temperature sensitive. Brood size like N2. Generation time like N2. Spontaneous males. Reference WBG 10(2) 140-141. Isolated in El Prieto Canyon, CA. Caenorhabditis elegans wild isolate (Tc1 pattern HCC).	C. elegans wild isolate.		
WBStrain00005832	DL200	Caenorhabditis elegans	C. elegans wild isolate. Reference: Andersen EC, et al. Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00005834	DL226	Caenorhabditis elegans	C. elegans wild isolate. Reference: Andersen EC, et al. Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00005835	DL238	Caenorhabditis elegans	C. elegans wild isolate. Reference: Andersen EC, et al. Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00006146	DP13	Caenorhabditis elegans	For PCR STS mapping. Differs from RW7000 in two Tc1 sites. Caenorhabditis elegans wild isolate. DP subclone of RW7000.	C. elegans wild isolate.		
WBStrain00006363	DR1344	Caenorhabditis elegans	Reference WBG 10(2) 140-141. Previously called Bergerac LY and Bergerac BO. Caenorhabditis elegans wild isolate. DR subclone of Bergerac BO (Tc1 pattern HCA).	C. elegans wild isolate.		
WBStrain00006364	DR1345	Caenorhabditis elegans	Reference WBG 10(2) 104-141 and 11(5) 60. Caenorhabditis elegans wild isolate. DR subclone of Cl2a (Tc1 pattern II).	C. elegans wild isolate.		
WBStrain00006365	DR1346	Caenorhabditis elegans	Reference WBG 10(2) 140-141. Caenorhabditis elegans wild isolate. DR subclone of GA-1 (Tc1 pattern I).	C. elegans wild isolate.		
WBStrain00006366	DR1347	Caenorhabditis elegans	Reference WBG 10(2) 140-141. Caenorhabditis elegans wild isolate. DR subclone of GA-1 (Tc1 pattern I).	C. elegans wild isolate.		
WBStrain00006367	DR1348	Caenorhabditis elegans	Reference WBG 10(2) 140-141. Caenorhabditis elegans wild isolate. DR subclone of GA-1 (Tc1 pattern I).	C. elegans wild isolate.		
WBStrain00006368	DR1349	Caenorhabditis elegans	Reference WBG 10(2) 140-141 and 11(5) 60. Caenorhabditis elegans wild isolate. DR subclone of PA-1.	C. elegans wild isolate.		
WBStrain00006369	DR1350	Caenorhabditis elegans	Reference WBG 10(2) 140-141. Caenorhabditis elegans wild isolate. DR subclone of PA-2 (Tc1 pattern III).	C. elegans wild isolate.		
WBStrain00006463	ECA36	Caenorhabditis elegans	Reference_strain: True	C. elegans wild isolate	GD6	
WBStrain00006470	ECA243	Caenorhabditis elegans	Reference_strain: True	C. elegans wild isolate	CB4851 (CGC)	
WBStrain00006471	ECA244	Caenorhabditis elegans	Reference_strain: False	C. elegans wild isolate	CB4851 (UK)	
WBStrain00006472	ECA245	Caenorhabditis elegans	Reference_strain: False	C. elegans wild isolate	CB4853 (CGC)	
WBStrain00006473	ECA246	Caenorhabditis elegans	Reference_strain: True	C. elegans wild isolate	CB4853 (UK)	
WBStrain00006474	ECA247	Caenorhabditis elegans	Reference_strain: False	C. elegans wild isolate	CB4855 (CGC)	
WBStrain00006475	ECA248	Caenorhabditis elegans	Reference_strain: True	C. elegans wild isolate	CB4855 (UK)	
WBStrain00006476	ECA249	Caenorhabditis elegans	Reference_strain: False	C. elegans wild isolate	CB4857 (CGC)	
WBStrain00006477	ECA250	Caenorhabditis elegans	Reference_strain: True	C. elegans wild isolate	CB4857 (UK)	
WBStrain00006478	ECA251	Caenorhabditis elegans	Reference_strain: True	C. elegans wild isolate	CB4858 (CGC)	
WBStrain00006479	ECA252	Caenorhabditis elegans	Reference_strain: True	C. elegans wild isolate	CB4858 (UK)	
WBStrain00006480	ECA253	Caenorhabditis elegans	Reference_strain: False	C. elegans wild isolate	N2 (CGC)	
WBStrain00006481	ECA254	Caenorhabditis elegans	Reference_strain: False	C. elegans wild isolate	N2 Baer	
WBStrain00006482	ECA255	Caenorhabditis elegans	Reference_strain: False	C. elegans wild isolate	N2 Baer duplicate #1	
WBStrain00006483	ECA257	Caenorhabditis elegans	Reference_strain: False	C. elegans wild isolate	Kammenga N2 isolate	
WBStrain00006484	ECA258	Caenorhabditis elegans	Reference_strain: False	C. elegans wild isolate	PB306 Baer	
WBStrain00006485	ECA259	Caenorhabditis elegans	Reference_strain: True	C. elegans wild isolate	PB306 CGC	
WBStrain00006486	ECA260	Caenorhabditis elegans	Reference_strain: False	C. elegans wild isolate	Kammenga CB4856	
WBStrain00006616	ED3005	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated from a compost bin from a West Mains allotment public vegetable garden near Edinburgh Scotland on Dec. 19, 2005. Haplotype (according to Cutter 2006 and Dolgin et al 2008): J. Reference: Andersen EC, et al. Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00006617	ED3010	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated from a compost bin from a Midmar Allotment public vegetable garden (field 1 plot 39) near Edinburgh Scotland on Nov. 26, 2005. Haplotype (according to Cutter 2006 and Dolgin et al 2008): A.	C. elegans wild isolate.		
WBStrain00006618	ED3011	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated from a compost bin from a Midmar Allotment public vegetable garden (field 1 plot 39) near Edinburgh Scotland on Nov. 26, 2005. Haplotype (according to Cutter 2006 and Dolgin et al 2008): J.	C. elegans wild isolate.		
WBStrain00006619	ED3012	Caenorhabditis elegans	Maintain under normal conditions. Reference: Andersen EC, Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00006620	ED3014	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated from a compost bin from a Midmar Allotment public vegetable garden (field 1 plot 39) near Edinburgh Scotland on Dec. 3, 2005. Haplotype (according to Cutter 2006 and Dolgin et al 2008): A.	C. elegans wild isolate.		
WBStrain00006621	ED3015	Caenorhabditis elegans		Caenorhabditis elegans wild isolate.		
WBStrain00006622	ED3017	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated from a compost bin from a Midmar Allotment public vegetable garden (field 1 plot 39) near Edinburgh Scotland on Dec. 19, 2005. Haplotype (according to Cutter 2006 and Dolgin et al 2008): N.	C. elegans wild isolate.		
WBStrain00006623	ED3019	Caenorhabditis elegans		Caenorhabditis elegans wild isolate.		
WBStrain00006624	ED3020	Caenorhabditis elegans		Caenorhabditis elegans wild isolate.		
WBStrain00006625	ED3021	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated from a compost bin from a Midmar Allotment public vegetable garden (field 1 plot 39) near Edinburgh Scotland on Dec. 3, 2005. Haplotype (according to Cutter 2006 and Dolgin et al 2008): J.	C. elegans wild isolate.		
WBStrain00006626	ED3023	Caenorhabditis elegans		Caenorhabditis elegans wild isolate.		
WBStrain00006627	ED3024	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated from a compost bin from a Midmar Allotment public vegetable garden (field 2 plot 43) near Edinburgh Scotland on Dec. 19, 2005. Haplotype (according to Cutter 2006 and Dolgin et al 2008): A.	C. elegans wild isolate.		
WBStrain00006628	ED3028	Caenorhabditis elegans		Caenorhabditis elegans wild isolate.		
WBStrain00006629	ED3040	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated from compost from Jenny Pettifor's garden in the Paview neighborhood in Johannesburg, South Africa, on May 5, 2006. Haplotype (according to Cutter 2006 and Dolgin et al 2008): alpha.	C. elegans wild isolate.		
WBStrain00006630	ED3041	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated near Ceres, South Africa, on April 2, 2006. Lat: -33.3667; Lon: 19.31667. Haplotype (according to Cutter 2006 and Dolgin et al 2008): beta.	C. elegans wild isolate.		
WBStrain00006631	ED3042	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated from compost at a plant nursery at the Ceres Fruit Farms in the Western Cape province near Ceres, South Africa, on May 5, 2006. Haplotype (according to Cutter 2006 and Dolgin et al 2008): beta.	C. elegans wild isolate.		
WBStrain00006632	ED3043	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated near Ceres, South Africa, on April 2, 2006. Lat: -33.3667; Lon: 19.31667. Haplotype (according to Cutter 2006 and Dolgin et al 2008): beta.	C. elegans wild isolate.		
WBStrain00006633	ED3044	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated near Ceres, South Africa, on April 2, 2006. Lat: -33.3667; Lon: 19.31667. Haplotype (according to Cutter 2006 and Dolgin et al 2008): beta.	C. elegans wild isolate.		
WBStrain00006634	ED3045	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated near Ceres, South Africa, on April 2, 2006. Lat: -33.3667; Lon: 19.31667. Haplotype (according to Cutter 2006 and Dolgin et al 2008): beta.	C. elegans wild isolate.		
WBStrain00006635	ED3046	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated from compost at a plant nursery at the Ceres Fruit Farms in the Western Cape province near Ceres, South Africa, on May 5, 2006. Haplotype (according to Cutter 2006 and Dolgin et al 2008): gamma.	C. elegans wild isolate.		
WBStrain00006636	ED3048	Caenorhabditis elegans	Maintain under normal conditions. Reference: Andersen EC, Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00006637	ED3049	Caenorhabditis elegans	Maintain under normal conditions. Reference: Andersen EC, Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00006638	ED3050	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated near Ceres, South Africa, on April 2, 2006. Lat: -33.3667; Lon: 19.31667. Haplotype (according to Cutter 2006 and Dolgin et al 2008): beta.	C. elegans wild isolate.		
WBStrain00006639	ED3051	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated near Ceres, South Africa, on April 2, 2006. Lat: -33.3667; Lon: 19.31667. Haplotype (according to Cutter 2006 and Dolgin et al 2008): beta.	C. elegans wild isolate.		
WBStrain00006640	ED3052	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated from compost at a plant nursery at the Ceres Fruit Farms in the Western Cape province near Ceres, South Africa, on May 5, 2006. Haplotype (according to Cutter 2006 and Dolgin et al 2008): delta.	C. elegans wild isolate.		
WBStrain00006641	ED3053	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated near Limuru, Kenya, on May 17, 2006. Lat: -1.08333; Lon: 36.65. Haplotype (according to Cutter 2006 and Dolgin et al 2008): epsilon.	C. elegans wild isolate.		
WBStrain00006642	ED3054	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Reference: Dolgin ES, et al. Heredity (Edinb). 2008 Mar;100(3):304-15.	C. elegans wild isolate		
WBStrain00006644	ED3071	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated near Limuru, Kenya, on May 17, 2006. Lat: -1.08333; Lon: 36.65. Haplotype (according to Cutter 2006 and Dolgin et al 2008): epsilon.	C. elegans wild isolate.		
WBStrain00006645	ED3072	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated from compost from the Olive Mushroom Farms near the town of Limuru, Kenya on May 17, 2006. Haplotype (according to Cutter 2006 and Dolgin et al 2008): epsilon.	C. elegans wild isolate.		
WBStrain00006646	ED3073	Caenorhabditis elegans	Maintain under normal conditions. Reference: Andersen EC, Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00006647	ED3075	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated near Limuru, Kenya, on May 17, 2006. Lat: -1.08333; Lon: 36.65. Haplotype (according to Cutter 2006 and Dolgin et al 2008): epsilon.	C. elegans wild isolate.		
WBStrain00006648	ED3076	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated near Limuru, Kenya, on May 17, 2006. Lat: -1.08333; Lon: 36.65. Haplotype (according to Cutter 2006 and Dolgin et al 2008): epsilon.	C. elegans wild isolate.		
WBStrain00006649	ED3077	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated from leaf litter from the Uhuru Gardens public park in the south part of Nairobi, Kenya on May 17, 2006. Haplotype (according to Cutter 2006 and Dolgin et al 2008): beta.	C. elegans wild isolate.		
WBStrain00006688	EG4346	Caenorhabditis elegans		Caenorhabditis elegans wild isolate.		
WBStrain00006689	EG4347	Caenorhabditis elegans	Maintain under normal conditions. Reference: Andersen EC, Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00006690	EG4348	Caenorhabditis elegans	Utah natural isolate carrying peel-1(qq99) I. EG4348 was collected by M. Ailion from Salt Lake City, UT. qq99 designates the naturally occurring nonsense mutation in peel-1. Reference: Seidel HS et al. PLoS Biol. 2011 Jul;9(7):e1001115.	C. elegans wild isolate.		
WBStrain00006691	EG4349	Caenorhabditis elegans	Maintain under normal conditions. Reference: Andersen EC, Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00006695	EG4680	Caenorhabditis elegans	Landscape: Urban_land	Caenorhabditis elegans wild isolate.		
WBStrain00006696	EG4689	Caenorhabditis elegans	Landscape: Urban_land	Caenorhabditis elegans wild isolate.		
WBStrain00006697	EG4724	Caenorhabditis elegans	Maintain under normal conditions. Reference: Andersen EC, Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00006698	EG4725	Caenorhabditis elegans	Maintain under normal conditions. Reference: Andersen EC, Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00006703	EG4945	Caenorhabditis elegans	Landscape: Urban_land	Caenorhabditis elegans wild isolate.		
WBStrain00006704	EG4946	Caenorhabditis elegans	C. elegans wild isolate. Reference: Andersen EC, et al. Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00006705	EG4948	Caenorhabditis elegans	Landscape: Urban_land	Caenorhabditis elegans wild isolate.		
WBStrain00006706	EG4951	Caenorhabditis elegans	Landscape: Urban_land	Caenorhabditis elegans wild isolate.		
WBStrain00006707	EG4957	Caenorhabditis elegans	Landscape: Urban_land	Caenorhabditis elegans wild isolate.		
WBStrain00007865	GM209	Caenorhabditis elegans	C. elegans wild isolate. Isolated in Seville, Spain by Patricia Rios Castano and Manuel Jesus Munoz Ruiz.	C. elegans wild isolate.		
WBStrain00008273	GXW1	Caenorhabditis elegans	Caenorhabditis elegans wild isolate. Isolated from soil under a Kiwi fruit tree in a botanical garden in Wuhan City, Hubei Province, China, on Nov 11, 2010. Lat: 30 32' 34.40 N; Lon: 114 25' 11.38 E. This strain was whole-genome sequenced as part of the Million Mutation Project (MMP).	C. elegans wild isolate.		
WBStrain00022847	JT11362	Caenorhabditis elegans	Isolated from worm bin in contact with soil at 18704 50th Ave Lake Forest Park, WA outside of Seattle. Bin was fed kitchen scraps and espresso ground. Isolated by single worm pick from fluidized worm castings. Fertile with C. elegans males.	Caenorhabditis elegans wild isolate.		
WBStrain00022848	JT11398	Caenorhabditis elegans	C. elegans wild isolate. Reference: Andersen EC, et al. Nat Genet. 2012 Jan 29;44(3):285-90.	C. elegans wild isolate.		
WBStrain00022849	JT11399	Caenorhabditis elegans	Isolated from worm bin in contact with soil at 18704 50th Ave Lake Forest Park, WA outside of Seattle. Bin was fed kitchen scraps and espresso ground. Isolated by single worm pick from fluidized worm castings. Fertile with C. elegans males.	Caenorhabditis elegans wild isolate.		
WBStrain00022850	JU258	Caenorhabditis elegans	From Madeira, Ribeiro Frio. Fruit and vegatable gardens. Caenorhabditis elegans wild isolate.	C. elegans wild isolate.	M .1.1	
WBStrain00022851	JU262	Caenorhabditis elegans	From Le Blanc (Indre, France). From a vegetable garden garbage pile. Weak Phm phenotype. Caenorhabditis elegans wild isolate.	C. elegans wild isolate.	B 2.2	
WBStrain00022852	JU263	Caenorhabditis elegans	From Le Blanc (Indre, France). From a vegetable garden garbage pile. Same soil sample as JU262. Old adults in this strain get vacuoles in their intestinal cells. Caenorhabditis elegans wild isolate.	C. elegans wild isolate.	B 2.1	
