bundle_uuid	bundle_version	file_name	file_format	read_index	file_size	file_uuid	file_version	file_sha256	file_content_type	cell_suspension.provenance.document_id	cell_suspension.biomaterial_core.biomaterial_id	cell_suspension.estimated_cell_count	cell_suspension.selected_cell_type	sequencing_process.provenance.document_id	sequencing_protocol.instrument_manufacturer_model	sequencing_protocol.paired_end	library_preparation_protocol.library_construction_approach	project.provenance.document_id	project.contributors.institution	project.contributors.laboratory	project.project_core.project_short_name	project.project_core.project_title	specimen_from_organism.provenance.document_id	specimen_from_organism.diseases	specimen_from_organism.organ	specimen_from_organism.organ_part	specimen_from_organism.preservation_storage.preservation_method	donor_organism.sex	donor_organism.biomaterial_core.biomaterial_id	donor_organism.provenance.document_id	donor_organism.genus_species	donor_organism.diseases	donor_organism.organism_age	donor_organism.organism_age_unit	cell_line.provenance.document_id	cell_line.biomaterial_core.biomaterial_id	organoid.provenance.document_id	organoid.biomaterial_core.biomaterial_id	organoid.model_organ	organoid.model_organ_part	_entity_type	sample.provenance.document_id	sample.biomaterial_core.biomaterial_id
4a93a63a-53b9-4625-ae17-102a94bc6e6b	2019-10-24T212959.067729Z	4834STDY7002875_S1_L001_R1_001.fastq.gz	fastq.gz	read1	35757128617	6144552f-b4b0-460b-b5a6-7bd3035d2f1b	2019-10-23T144936.041233Z	a760719c32e5a4518d0a9b4d7acf6329c93f034528a06ee3b073ce2f9c5359a7	application/gzip; dcp-type=data	2dea8819-57bd-4acf-bb26-7a8031df87fb	4834STDY7002875_F16_KI_45P	0	kidney cell	157ba915-28d7-4d80-89ad-71c8291dbc05	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	17aea4fd-cd72-4c36-8ded-d686162804b4	normal	kidney		fresh	male	F16	8ef48580-339e-4c23-b5bd-04c8692cab5f	Homo sapiens	normal	8.14	week							specimens	17aea4fd-cd72-4c36-8ded-d686162804b4	F16_1
0658d9aa-bd5a-4957-99f7-576d2871b72e	2019-10-23T144855.605443Z	4834STDY7002875_S1_L001_R1_001.fastq.gz	fastq.gz	read1	35757128617	6144552f-b4b0-460b-b5a6-7bd3035d2f1b	2019-10-23T144936.041233Z	a760719c32e5a4518d0a9b4d7acf6329c93f034528a06ee3b073ce2f9c5359a7	application/gzip; dcp-type=data	2dea8819-57bd-4acf-bb26-7a8031df87fb	4834STDY7002875_F16_KI_45P	0	kidney cell	157ba915-28d7-4d80-89ad-71c8291dbc05	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	17aea4fd-cd72-4c36-8ded-d686162804b4	normal	kidney		fresh	male	F16	8ef48580-339e-4c23-b5bd-04c8692cab5f	Homo sapiens	normal	8.14	week							specimens	17aea4fd-cd72-4c36-8ded-d686162804b4	F16_1
49b83276-d663-4621-962d-7adb7af92f3d	2019-10-24T080821.903964Z	FCAImmP7528292_S1_L001_R1_001.fastq.gz	fastq.gz	read1	8648502692	cb189806-adb0-42d2-b519-b9e48a23bc94	2019-10-23T144935.987421Z	bc422a27764e114ff5693bc3f08a160e8691b75e18c54d1e2a653352e5ab50f5	application/gzip; dcp-type=data	c23013ce-1c97-4717-af7f-7b92d2d3c5ae	FCAImmP7528292_F38_KI_45P	0	kidney cell	01f7c3d0-d4be-432d-aa25-8c7fbce20b49	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	a39685fd-b34a-4db7-b973-381919edb96e	normal	kidney		fresh	male	F38	125a0c93-3187-463f-990b-1166aeb26e84	Homo sapiens	normal	12	week							specimens	a39685fd-b34a-4db7-b973-381919edb96e	F38_1
dfefc7fe-31b2-4c2f-a7ac-16ea7be402cd	2019-10-23T144855.605669Z	FCAImmP7528292_S1_L001_R1_001.fastq.gz	fastq.gz	read1	8648502692	cb189806-adb0-42d2-b519-b9e48a23bc94	2019-10-23T144935.987421Z	bc422a27764e114ff5693bc3f08a160e8691b75e18c54d1e2a653352e5ab50f5	application/gzip; dcp-type=data	c23013ce-1c97-4717-af7f-7b92d2d3c5ae	FCAImmP7528292_F38_KI_45P	0	kidney cell	01f7c3d0-d4be-432d-aa25-8c7fbce20b49	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	a39685fd-b34a-4db7-b973-381919edb96e	normal	kidney		fresh	male	F38	125a0c93-3187-463f-990b-1166aeb26e84	Homo sapiens	normal	12	week							specimens	a39685fd-b34a-4db7-b973-381919edb96e	F38_1
c0f0bd45-dd0c-4658-acb3-0ebda50efc4a	2019-10-23T190436.909290Z	CZIKidney7587404_S1_L001_R2_001.fastq.gz	fastq.gz	read2	2067151684	1841191a-cad6-4bb8-b174-f41d94bee738	2019-10-23T144936.895477Z	8bf272444637c809139c82bc65a41e3f33648eaa2cd1ce5e87854e7d6d1009b7	application/gzip; dcp-type=data	00ccb65c-2134-4309-9199-bea00ea1d5de	CZIKidney7587404	0	kidney cell	d8c08782-6f69-4314-947c-1afe6928cbce	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	ee2bfb40-7aa4-4c78-b78a-91aa69c7dc6e	normal	kidney	ureter	fresh	female	TxK1	a6116756-3aeb-48f2-8952-caccbfd3f57b	Homo sapiens	reversible cerebral vasoconstriction syndrome || stroke disorder	53	year							specimens	ee2bfb40-7aa4-4c78-b78a-91aa69c7dc6e	TxK1_1
c7aaabcb-a7bd-44f1-8fac-dba8edbaa2ac	2019-10-23T144855.605175Z	CZIKidney7587404_S1_L001_R2_001.fastq.gz	fastq.gz	read2	2067151684	1841191a-cad6-4bb8-b174-f41d94bee738	2019-10-23T144936.895477Z	8bf272444637c809139c82bc65a41e3f33648eaa2cd1ce5e87854e7d6d1009b7	application/gzip; dcp-type=data	00ccb65c-2134-4309-9199-bea00ea1d5de	CZIKidney7587404	0	kidney cell	d8c08782-6f69-4314-947c-1afe6928cbce	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	ee2bfb40-7aa4-4c78-b78a-91aa69c7dc6e	normal	kidney	ureter	fresh	female	TxK1	a6116756-3aeb-48f2-8952-caccbfd3f57b	Homo sapiens	reversible cerebral vasoconstriction syndrome || stroke disorder	53	year							specimens	ee2bfb40-7aa4-4c78-b78a-91aa69c7dc6e	TxK1_1
c0f0bd45-dd0c-4658-acb3-0ebda50efc4a	2019-10-23T190436.909290Z	CZIKidney7587404_S1_L001_I1_001.fastq.gz	fastq.gz	index1	236997583	44d21c39-6acb-483a-99be-8fe8e7a5d208	2019-10-23T144936.319957Z	653e505985e3aa978bf13cb1e80d187f28721f061e8d53e350e6131a9a24be4a	application/gzip; dcp-type=data	00ccb65c-2134-4309-9199-bea00ea1d5de	CZIKidney7587404	0	kidney cell	d8c08782-6f69-4314-947c-1afe6928cbce	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	ee2bfb40-7aa4-4c78-b78a-91aa69c7dc6e	normal	kidney	ureter	fresh	female	TxK1	a6116756-3aeb-48f2-8952-caccbfd3f57b	Homo sapiens	reversible cerebral vasoconstriction syndrome || stroke disorder	53	year							specimens	ee2bfb40-7aa4-4c78-b78a-91aa69c7dc6e	TxK1_1
c7aaabcb-a7bd-44f1-8fac-dba8edbaa2ac	2019-10-23T144855.605175Z	CZIKidney7587404_S1_L001_I1_001.fastq.gz	fastq.gz	index1	236997583	44d21c39-6acb-483a-99be-8fe8e7a5d208	2019-10-23T144936.319957Z	653e505985e3aa978bf13cb1e80d187f28721f061e8d53e350e6131a9a24be4a	application/gzip; dcp-type=data	00ccb65c-2134-4309-9199-bea00ea1d5de	CZIKidney7587404	0	kidney cell	d8c08782-6f69-4314-947c-1afe6928cbce	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	ee2bfb40-7aa4-4c78-b78a-91aa69c7dc6e	normal	kidney	ureter	fresh	female	TxK1	a6116756-3aeb-48f2-8952-caccbfd3f57b	Homo sapiens	reversible cerebral vasoconstriction syndrome || stroke disorder	53	year							specimens	ee2bfb40-7aa4-4c78-b78a-91aa69c7dc6e	TxK1_1
c0f0bd45-dd0c-4658-acb3-0ebda50efc4a	2019-10-23T190436.909290Z	CZIKidney7587404_S1_L001_R1_001.fastq.gz	fastq.gz	read1	613836315	e5b37a2a-d819-4961-8fa5-f47ce08532a9	2019-10-23T144936.592775Z	4e655ed6734c394ce00510bde28d3143d250229bb97da3b37665b64cab8fbc0f	application/gzip; dcp-type=data	00ccb65c-2134-4309-9199-bea00ea1d5de	CZIKidney7587404	0	kidney cell	d8c08782-6f69-4314-947c-1afe6928cbce	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	ee2bfb40-7aa4-4c78-b78a-91aa69c7dc6e	normal	kidney	ureter	fresh	female	TxK1	a6116756-3aeb-48f2-8952-caccbfd3f57b	Homo sapiens	reversible cerebral vasoconstriction syndrome || stroke disorder	53	year							specimens	ee2bfb40-7aa4-4c78-b78a-91aa69c7dc6e	TxK1_1
c7aaabcb-a7bd-44f1-8fac-dba8edbaa2ac	2019-10-23T144855.605175Z	CZIKidney7587404_S1_L001_R1_001.fastq.gz	fastq.gz	read1	613836315	e5b37a2a-d819-4961-8fa5-f47ce08532a9	2019-10-23T144936.592775Z	4e655ed6734c394ce00510bde28d3143d250229bb97da3b37665b64cab8fbc0f	application/gzip; dcp-type=data	00ccb65c-2134-4309-9199-bea00ea1d5de	CZIKidney7587404	0	kidney cell	d8c08782-6f69-4314-947c-1afe6928cbce	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	ee2bfb40-7aa4-4c78-b78a-91aa69c7dc6e	normal	kidney	ureter	fresh	female	TxK1	a6116756-3aeb-48f2-8952-caccbfd3f57b	Homo sapiens	reversible cerebral vasoconstriction syndrome || stroke disorder	53	year							specimens	ee2bfb40-7aa4-4c78-b78a-91aa69c7dc6e	TxK1_1
c7d4016c-3e1a-45de-bb07-c571f12261a2	2019-10-23T184056.706179Z	CZIKidney7587408_S1_L001_I1_001.fastq.gz	fastq.gz	index1	239603992	210c7287-2f6e-4a93-8c63-202fa0b596b7	2019-10-23T144938.876464Z	51344e0de3761e9d45ca83916b8cc63e1afd3ab28b01ddaff3db9857750fe497	application/gzip; dcp-type=data	15ec2b2a-c3fe-4946-8cf6-9386bb87eec1	CZIKidney7587408	0	kidney cell	548a75b4-ba45-4700-b7bb-656c3995c316	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	f47bb6a8-a753-4d40-8254-28fee9d03c1b	normal	kidney	cortex of kidney	fresh	female	TxK1	a6116756-3aeb-48f2-8952-caccbfd3f57b	Homo sapiens	reversible cerebral vasoconstriction syndrome || stroke disorder	53	year							specimens	f47bb6a8-a753-4d40-8254-28fee9d03c1b	TxK1_5
a3763b01-1604-4e94-b68e-8e2ed785d39d	2019-10-23T144855.605293Z	CZIKidney7587408_S1_L001_I1_001.fastq.gz	fastq.gz	index1	239603992	210c7287-2f6e-4a93-8c63-202fa0b596b7	2019-10-23T144938.876464Z	51344e0de3761e9d45ca83916b8cc63e1afd3ab28b01ddaff3db9857750fe497	application/gzip; dcp-type=data	15ec2b2a-c3fe-4946-8cf6-9386bb87eec1	CZIKidney7587408	0	kidney cell	548a75b4-ba45-4700-b7bb-656c3995c316	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	f47bb6a8-a753-4d40-8254-28fee9d03c1b	normal	kidney	cortex of kidney	fresh	female	TxK1	a6116756-3aeb-48f2-8952-caccbfd3f57b	Homo sapiens	reversible cerebral vasoconstriction syndrome || stroke disorder	53	year							specimens	f47bb6a8-a753-4d40-8254-28fee9d03c1b	TxK1_5
