#estLibraryId	stageId	anatEntityId	UberonId	estLibraryName
5	UBERON:0000104	EV:0100180	UBERON:0001954	Subtracted Hippocampus, Stratagene (cat. #936205)
22	UBERON:0000104	EV:0100348	UBERON:0000966	Subtracted human retinal pigment epithelium (RPE)
25	UBERON:0000104	EV:0100018	UBERON:0000948	Stratagene cDNA library Human heart, cat#936208
32	UBERON:0000104	EV:0100089	UBERON:0002107	B, Human Liver tissue
33	HsapDv:0000087	EV:0100166	UBERON:0000956	H, Human adult Brain Cortex tissue
34	HsapDv:0000037	EV:0100096	UBERON:0002113	JG, Human foetal Kidney tissue
36	HsapDv:0000087	EV:0100140	UBERON:0001474	O, Human adult Bone tissue
37	HsapDv:0000037	EV:0100164	UBERON:0000955	P, Human foetal Brain Whole tissue
38	HsapDv:0000037	EV:0100135	UBERON:0002369	S, Human foetal Adrenals tissue
40	HsapDv:0000087	EV:0100102	UBERON:0000473	TEST1, Human adult Testis tissue
41	HsapDv:0000087	EV:0100119	UBERON:0001987	V, Human Placenta tissue
42	UBERON:0000104	EV:0100089	UBERON:0002107	W, Human Liver tissue
43	UBERON:0000104	EV:0100089	UBERON:0002107	X, Human Liver tissue
44	HsapDv:0000087	EV:0100119	UBERON:0001987	Y, Human Placenta tissue
49	HsapDv:0000037	EV:0100000	UBERON:0000467	GeneTrack, 4p16.3 JM Rommens
2	HsapDv:0000037	EV:0100164	UBERON:0000955	Fetal brain, Stratagene (cat#936206)
17	UBERON:0000104	EV:0100180	UBERON:0001954	Hippocampus, prescreened, Stratagene (cat#936205)
18	UBERON:0000104	EV:0100180	UBERON:0001954	Hippocampus, random, Stratagene (cat#936205)
82	HsapDv:0000083	EV:0100164	UBERON:0000955	b4HB3MA Cot8-HAP-Ft
84	UBERON:0000104	UBERON:0000465	UBERON:0000465	Chromosome 9 exon
83	HsapDv:0000087	EV:0100130	UBERON:0000006	Human pancreatic islet
88	UBERON:0000104	EV:0100018	UBERON:0000948	Heart
89	UBERON:0000104	EV:0100019	UBERON:0002081	Atrium cDNA library Human heart
4	HsapDv:0000084	EV:0100180	UBERON:0001954	Hippocampus, Stratagene (cat. #936205)
94	UBERON:0000104	UBERON:0000465	UBERON:0000465	Chromosome 9 exon II
14	HsapDv:0000037	EV:0100164	UBERON:0000955	Fetal brain, Stratagene
21	HsapDv:0000083	EV:0100164	UBERON:0000955	Infant Brain, Bento Soares
112	HsapDv:0000083	EV:0100164	UBERON:0000955	Human whole brain
124	HsapDv:0000087	EV:0100079	UBERON:0001155	Human colon mucosa
134	HsapDv:0000083	EV:0100164	UBERON:0000955	1HB3MK
135	HsapDv:0000083	EV:0100164	UBERON:0000955	2HB3MA
136	HsapDv:0000083	EV:0100164	UBERON:0000955	2HB3MK
139	HsapDv:0000087	EV:0100164	UBERON:0000955	b4HB3MA-Cot0.38-HAP-B
141	HsapDv:0000083	EV:0100164	UBERON:0000955	b4HB3MA-Cot109+10-Bio
143	HsapDv:0000083	EV:0100164	UBERON:0000955	b4HB3MA-Cot109+103-Bio
145	HsapDv:0000083	EV:0100164	UBERON:0000955	b4HB3MA-Cot12-HAP-Ft
146	HsapDv:0000083	EV:0100164	UBERON:0000955	b4HB3MA-Cot14.5
148	HsapDv:0000083	EV:0100164	UBERON:0000955	b4HB3MA-Cot51.5-HAP-Ft
150	HsapDv:0000083	EV:0100164	UBERON:0000955	b4HB3MK
151	HsapDv:0000037	EV:0100089	UBERON:0002107	b4HFLSK20
153	HsapDv:0000083	EV:0100164	UBERON:0000955	Cot250Ft-b4HB3MA
157	HsapDv:0000083	EV:0100164	UBERON:0000955	N-b4HB3MA-Cot109
159	HsapDv:0000083	EV:0100164	UBERON:0000955	NHB3MK
161	HsapDv:0000083	EV:0100164	UBERON:0000955	1-NIB
50	HsapDv:0000037	EV:0100000	UBERON:0000467	3HFLSK20
51	HsapDv:0000083	EV:0100164	UBERON:0000955	4HB3MK
52	HsapDv:0000037	EV:0100000	UBERON:0000467	4HFLSA20
54	HsapDv:0000083	EV:0100164	UBERON:0000955	b4HB3MA Cot109+10-Bio
55	HsapDv:0000083	EV:0100164	UBERON:0000955	b4HB3MA Cot109+103+85-Bio
56	HsapDv:0000083	EV:0100164	UBERON:0000955	b4HB3MA Cot109+103-Bio
61	HsapDv:0000083	EV:0100164	UBERON:0000955	Cot1374Ft 4HB3MA
62	HsapDv:0000083	EV:0100164	UBERON:0000955	Cot250Ft b4HB3MA
66	HsapDv:0000083	EV:0100164	UBERON:0000955	HB3MK
68	HsapDv:0000083	EV:0100164	UBERON:0000955	N-b4HB3MA Cot109
69	HsapDv:0000037	EV:0100000	UBERON:0000467	N3HFLSK20
70	HsapDv:0000083	EV:0100164	UBERON:0000955	N4HB3MK
53	HsapDv:0000083	EV:0100164	UBERON:0000955	b4HB3MA
59	HsapDv:0000083	EV:0100164	UBERON:0000955	b4HB3MA-Cot109-Bio
60	HsapDv:0000083	EV:0100164	UBERON:0000955	b4HB3MA-FT20%-Biotin
67	HsapDv:0000083	EV:0100164	UBERON:0000955	N-b4HB3MA
140	HsapDv:0000083	EV:0100164	UBERON:0000955	b4HB3MA-Cot0.38-HAP-Ft-6
164	UBERON:0000104	EV:0100184	UBERON:0000369	Human brain striatum
163	HsapDv:0000083	EV:0100164	UBERON:0000955	4HB3MA-Bio
174	HsapDv:0000037	EV:0100164	UBERON:0000955	ClonTech HL 1065a
181	HsapDv:0000087	EV:0100119	UBERON:0001987	Human placenta
183	HsapDv:0000037	EV:0100096	UBERON:0002113	NEM subtracted human fetal kidney cDNA
184	HsapDv:0000084	EV:0100138	UBERON:0002370	HTCDL1
119	HsapDv:0000087	EV:0100102	UBERON:0000473	Testis 1
120	HsapDv:0000087	EV:0100102	UBERON:0000473	Testis 2
195	HsapDv:0000087	EV:0100381	UBERON:0001013	Clontech adult human fat cell library HL1108A
196	UBERON:0000104	UBERON:0000465	UBERON:0000465	Human Genomic
199	UBERON:0000104	UBERON:0000465	UBERON:0000465	Human chromosome 17
201	HsapDv:0000081	EV:0100381	UBERON:0001013	BATM1
246	HsapDv:0000087	EV:0100018	UBERON:0000948	Adult heart, Clontech
247	UBERON:0000104	UBERON:0000465	UBERON:0000465	Outward Alu-primed hncDNA library
248	UBERON:0000104	UBERON:0000465	UBERON:0000465	Inward Alu-primed hncDNA library
257	HsapDv:0000037	EV:0100042	UBERON:0002048	Human fetal lung
259	HsapDv:0000087	EV:0100042	UBERON:0002048	Human adult lung 3' directed MboI cDNA
267	UBERON:0000104	EV:0100348	UBERON:0000966	Subtracted human retina
270	UBERON:0000104	UBERON:0000465	UBERON:0000465	Selected chromosome 21 cDNA library
126	HsapDv:0000083	EV:0100164	UBERON:0000955	Infant brain library of Dr. M. Soares
125	HsapDv:0000083	EV:0100164	UBERON:0000955	Infant brain, LLNL array of Dr. M. Soares 1NIB
274	HsapDv:0000037	EV:0100089	UBERON:0002107	22 week old human fetal liver cDNA library
277	HsapDv:0000087	EV:0100346	UBERON:0001775	Subtractive cDNA library ocular ciliary body
152	HsapDv:0000083	EV:0100164	UBERON:0000955	Cot1374Ft-4HB3MA
287	UBERON:0000104	UBERON:0000465	UBERON:0000465	Human chromosome 8
291	UBERON:0000104	UBERON:0000465	UBERON:0000465	Chromosome 21 exon
297	UBERON:0000104	UBERON:0000465	UBERON:0000465	Chromosome 19p12-p13.1 exon
313	UBERON:0000104	EV:0100027	UBERON:0000947	Clontech human aorta polyA+ mRNA (#6572)
316	HsapDv:0000037	EV:0100164	UBERON:0000955	Human fetal brain
301	HsapDv:0000087	EV:0100102	UBERON:0000473	human adult testis
318	HsapDv:0000037	EV:0100164	UBERON:0000955	Clontech human fetal brain polyA+ mRNA (#6535)
320	HsapDv:0000087	EV:0100119	UBERON:0001987	Clontech human placenta polyA+ mRNA (#6572)
321	HsapDv:0000087	EV:0100119	UBERON:0001987	Clontech human placenta polyA+ mRNA (#6518)
344	UBERON:0000104	EV:0100102	UBERON:0000473	Testis, Subtracted
345	UBERON:0000104	UBERON:0000465	UBERON:0000465	HE6W
346	HsapDv:0000087	EV:0100346	UBERON:0001775	Human ocular ciliary body cDNA library 1
347	HsapDv:0000087	EV:0100346	UBERON:0001775	Human ocular ciliary body cDNA library 2
348	HsapDv:0000001	UBERON:0000465	UBERON:0000465	Chromosome 21, K. Gardiner
352	UBERON:0000104	UBERON:0000465	UBERON:0000465	Chromosome 22 exon
353	HsapDv:0000087	EV:0100119	UBERON:0001987	21q Placenta, F. Tassone and K. Gardiner
354	UBERON:0000104	UBERON:0000465	UBERON:0000465	Human chromosome 12p cDNAs
359	HsapDv:0000081	EV:0100381	UBERON:0001013	BATM2
366	HsapDv:0000087	EV:0100138	UBERON:0002370	Human thymus NSTH II
386	HsapDv:0000087	EV:0100166	UBERON:0000956	Human cerebral cortex
387	UBERON:0000104	UBERON:0000465	UBERON:0000465	Human
198	HsapDv:0000087	EV:0100381	UBERON:0001013	WATM1
249	HsapDv:0000093	EV:0100042	UBERON:0002048	Stratagene lung (#937210)
250	HsapDv:0000087	EV:0100119	UBERON:0001987	Stratagene placenta (#937225)
252	HsapDv:0000087	EV:0100089	UBERON:0002107	Stratagene liver (#937224)
253	HsapDv:0000087	EV:0100111	UBERON:0000992	Stratagene ovary (#937217)
262	HsapDv:0000037	EV:0100000	UBERON:0000467	Soares fetal liver spleen 1NFLS
263	HsapDv:0000083	EV:0100164	UBERON:0000955	Soares infant brain 1NIB
394	HsapDv:0000037	EV:0100164	UBERON:0000955	Human fetal brain (TFujiwara)
395	UBERON:0000104	EV:0100027	UBERON:0000947	Human aorta polyA+ (TFujiwara)
396	HsapDv:0000087	EV:0100119	UBERON:0001987	Human placenta polyA+ (TFujiwara)
398	HsapDv:0000037	EV:0100164	UBERON:0000955	Human fetal brain QBoqin
406	UBERON:0000104	EV:0100167	UBERON:0001870	Human frontal cortex, Stratagene
408	UBERON:0000104	UBERON:0000465	UBERON:0000465	Human exon amplification Treacher Collins gene region
409	UBERON:0000104	UBERON:0000465	UBERON:0000465	multi-tissue normalized short-fragment
413	UBERON:0000104	EV:0100125	UBERON:0001911	normal female breast tissue
414	HsapDv:0000037	EV:0100164	UBERON:0000955	fetal brain cDNA
418	HsapDv:0000037	EV:0100164	UBERON:0000955	Human fetal brain QBoqin2
420	HsapDv:0000001	EV:0100350	UBERON:0001786	Human fovea cDNA
429	HsapDv:0000087	EV:0100064	UBERON:0001828	Human normal gingiva
432	HsapDv:0000087	EV:0100348	UBERON:0000966	Human retina cDNA Tsp509I-cleaved sublibrary
433	HsapDv:0000087	EV:0100348	UBERON:0000966	Human retina cDNA randomly primed sublibrary
276	HsapDv:0000037	EV:0100018	UBERON:0000948	Fetal heart
434	HsapDv:0000037	EV:0100164	UBERON:0000955	Human fetal brain, Stratagene
439	UBERON:0000104	UBERON:0000465	UBERON:0000465	Human PGasparini
251	HsapDv:0000037	EV:0100055	UBERON:0002106	Stratagene fetal spleen (#937205)
271	HsapDv:0000087	EV:0100119	UBERON:0001987	Soares placenta Nb2HP
278	HsapDv:0000087	EV:0100125	UBERON:0001911	Soares breast 2NbHBst
298	HsapDv:0000087	EV:0100125	UBERON:0001911	Soares breast 3NbHBst
302	HsapDv:0000087	EV:0100348	UBERON:0000966	Soares retina N2b4HR
358	HsapDv:0000087	EV:0100066	UBERON:0001728	Weizmann Olfactory Epithelium
367	UBERON:0000104	EV:0100152	UBERON:0000014	Soares melanocyte 2NbHM
371	HsapDv:0000037	EV:0100363	UBERON:0001844	Morton Fetal Cochlea
422	UBERON:0000104	EV:0100130	UBERON:0000006	Pancreatic Islet
45	HsapDv:0000087	EV:0100377	UBERON:0001134	STRATAGENE Human skeletal muscle cDNA library, cat. #936215.
205	UBERON:0000104	EV:0100381	UBERON:0001013	Human Adipose tissue
206	UBERON:0000104	EV:0100135	UBERON:0002369	Human Adrenal gland
207	UBERON:0000104	EV:0100140	UBERON:0001474	Human Bone
208	UBERON:0000104	EV:0100164	UBERON:0000955	Human Brain
209	UBERON:0000104	EV:0100125	UBERON:0001911	Human Breast
210	UBERON:0000104	EV:0100079	UBERON:0001155	Human Colon
211	HsapDv:0000002	EHDAA2:0000002	UBERON:0000922	Human Embryo
212	UBERON:0000104	EV:0100031	UBERON:0001638	Human Endothelial cells
213	UBERON:0000104	EV:0100103	UBERON:0001301	Human Epididymis
214	UBERON:0000104	EV:0100069	UBERON:0001043	Human Esophagus
215	UBERON:0000104	EV:0100336	UBERON:0000970	Human Eye
216	UBERON:0000104	EV:0100090	UBERON:0002110	Human Gall bladder
217	UBERON:0000104	EV:0100085	UBERON:0005448	Human Greater omentum
218	UBERON:0000104	EV:0100018	UBERON:0000948	Human Heart
219	UBERON:0000104	EV:0100096	UBERON:0002113	Human Kidney
220	UBERON:0000104	EV:0100089	UBERON:0002107	Human Liver
221	UBERON:0000104	EV:0100042	UBERON:0002048	Human Lung
222	UBERON:0000104	EV:0100048	UBERON:0000363	Human Lymphoid tissue
223	UBERON:0000104	EV:0100111	UBERON:0000992	Human Ovary
224	UBERON:0000104	EV:0100092	UBERON:0001264	Human Pancreas
225	UBERON:0000104	EV:0100134	UBERON:0001132	Human Parathyroid gland
226	HsapDv:0000087	EV:0100119	UBERON:0001987	Human Placenta
227	UBERON:0000104	EV:0100047	UBERON:0000178	Human Platelet
228	UBERON:0000104	EV:0100104	UBERON:0002367	Human Prostate gland
229	UBERON:0000104	EV:0100059	UBERON:0001044	Human Salivary gland
230	UBERON:0000104	EV:0100377	UBERON:0001134	Human Skeletal muscle
231	UBERON:0000104	EV:0100152	UBERON:0000014	Human Skin
232	UBERON:0000104	EV:0100072	UBERON:0002108	Human Small intestine
233	UBERON:0000104	EV:0100055	UBERON:0002106	Human Spleen
234	UBERON:0000104	EV:0100143	UBERON:0002018	Human Synovial membrane
235	UBERON:0000104	EV:0100102	UBERON:0000473	Human Testis
236	UBERON:0000104	EV:0100138	UBERON:0002370	Human Thymus gland
237	UBERON:0000104	EV:0100133	UBERON:0002046	Human Thyroid gland
238	UBERON:0000104	EV:0100113	UBERON:0000995	Human Uterus
239	UBERON:0000104	EV:0100047	UBERON:0000178	Human White blood cells
242	HsapDv:0000083	EV:0100164	UBERON:0000955	Infant Brain
244	UBERON:0000104	EV:0100180	UBERON:0001954	Hippocampus
442	UBERON:0000104	EV:0100164	UBERON:0000955	Human brain ARSanders
457	UBERON:0000104	UBERON:0000465	UBERON:0000465	Human (NSHeiss)
463	UBERON:0000104	UBERON:0000465	UBERON:0000465	Human (Fan,Wufang)
464	HsapDv:0000087	UBERON:0000465	UBERON:0000465	Human adult (K.Okubo)
303	HsapDv:0000087	EV:0100348	UBERON:0000966	Soares retina N2b5HR
469	HsapDv:0000087	EV:0100018	UBERON:0000948	Human heart cDNA (YNakamura)
472	UBERON:0000104	EV:0100047	UBERON:0000178	Human peripheral blood (Steve Elledge)
475	HsapDv:0000087	EV:0100119	UBERON:0001987	HPLA CCLee
477	HsapDv:0000037	EV:0100164	UBERON:0000955	Human fetal brain S. Meier-Ewert
495	HsapDv:0000087	EV:0100102	UBERON:0000473	Testis 5
501	HsapDv:0000037	EV:0100164	UBERON:0000955	Human brain cDNA
503	HsapDv:0000087	EV:0100042	UBERON:0002048	Clontech adult lung cDNA library (HL1158a)
507	HsapDv:0000087	EV:0100119	UBERON:0001987	Human placenta cDNA (TFujiwara)
513	HsapDv:0000037	EV:0100164	UBERON:0000955	Chromosome 7 Fetal Brain cDNA Library
514	HsapDv:0000087	EV:0100119	UBERON:0001987	Chromosome 7 Placental cDNA Library
516	UBERON:0000066	EV:0100138	UBERON:0002370	Chromosome 7 Thymus cDNA Library
533	HsapDv:0000087	EV:0100138	UBERON:0002370	Human thymus (V.L.Boyartchuk)
552	HsapDv:0000037	EV:0100348	UBERON:0000966	Stratagene fetal retina 937202
582	HsapDv:0000083	EV:0100164	UBERON:0000955	Human infant brain (J.-F.Cheng)
597	HsapDv:0000087	EV:0100119	UBERON:0001987	Soares placenta Nb2HP-B
625	HsapDv:0000037	EV:0100164	UBERON:0000955	Human fetal brain (M.Lovett)
626	UBERON:0000104	UBERON:0000465	UBERON:0000465	Human (M.Lovett)
285	HsapDv:0000037	EV:0100018	UBERON:0000948	Human fetal heart, Lambda ZAP Express
631	UBERON:0000104	EV:0100348	UBERON:0000966	Human retina (D.Swanson)
647	HsapDv:0000087	EV:0100119	UBERON:0001987	Human placental cDNA (Cheng Chi Lee)
652	UBERON:0000104	UBERON:0000465	UBERON:0000465	Human YAC-derived (I.H.Still)
243	HsapDv:0000037	EV:0100164	UBERON:0000955	Fetal brain
653	HsapDv:0000087	EV:0100018	UBERON:0000948	Heart III
654	HsapDv:0000087	EV:0100042	UBERON:0002048	Lung
655	HsapDv:0000087	EV:0100140	UBERON:0001474	Bone VII
656	HsapDv:0000087	EV:0100079	UBERON:0001155	Colon I
657	HsapDv:0000087	EV:0100089	UBERON:0002107	Liver I
659	HsapDv:0000087	EV:0100341	UBERON:0000964	Cornea I
660	HsapDv:0000087	EV:0100138	UBERON:0002370	Thymus I
661	HsapDv:0000087	EV:0100341	UBERON:0000964	Cornea II
663	HsapDv:0000037	EV:0100042	UBERON:0002048	Fetal lung I
666	HsapDv:0000087	EV:0100048	UBERON:0000363	Platelet
668	HsapDv:0000087	EV:0100138	UBERON:0002370	Thymus III
669	HsapDv:0000087	EV:0100167	UBERON:0001870	Frontal lobe
671	HsapDv:0000087	EV:0100348	UBERON:0000966	Retina I
674	HsapDv:0000037	EV:0100018	UBERON:0000948	Fetal heart I
675	HsapDv:0000037	EV:0100042	UBERON:0002048	Fetal lung III
676	HsapDv:0000037 	EV:0100055	UBERON:0002106	Fetal spleen
677	HsapDv:0000087	EV:0100102	UBERON:0000473	Testis I
678	HsapDv:0000087	EV:0100113	UBERON:0000995	Uterus
679	HsapDv:0000037	EV:0100164	UBERON:0000955	Fetal brain VI
680	HsapDv:0000037	EV:0100018	UBERON:0000948	Fetal heart II
681	HsapDv:0000037	EV:0100089	UBERON:0002107	Fetal liver IV
683	HsapDv:0000087	EV:0100111	UBERON:0000992	Ovary II
684	HsapDv:0000037	EV:0100164	UBERON:0000955	Fetal brain III
685	HsapDv:0000037	EV:0100313	UBERON:0002092	Fetal duramater
686	HsapDv:0000037	EV:0100096	UBERON:0002113	Fetal kidney I
687	HsapDv:0000037	EV:0100089	UBERON:0002107	Fetal liver III
688	HsapDv:0000083	EV:0100164	UBERON:0000955	Infant brain
690	HsapDv:0000087	EV:0100348	UBERON:0000966	Retina II
692	HsapDv:0000087	EV:0100133	UBERON:0002046	Thyroid
695	HsapDv:0000037	EV:0100096	UBERON:0002113	Fetal kidney II
697	HsapDv:0000087	EV:0100146	UBERON:0001630	Skeletal muscle
701	HsapDv:0000026	EHDAA2:0000002	UBERON:0000922	Embryo, 7 week
702	HsapDv:0000037	EV:0100000	UBERON:0000467	Embryo, 9 week
703	HsapDv:0000037	EV:0100140	UBERON:0001474	Fetal bone
704	HsapDv:0000087	EV:0100050	UBERON:0000029	Lymph node I
712	HsapDv:0000087	EV:0100089	UBERON:0002107	Liver III
713	HsapDv:0000087	EV:0100050	UBERON:0000029	Lymph node II
715	HsapDv:0000087	EV:0100103	UBERON:0001301	Epididymus
717	HsapDv:0000087	EV:0100018	UBERON:0000948	Heart I
722	HsapDv:0000024	EHDAA2:0000002	UBERON:0000922	Embryo, 6 week II
723	HsapDv:0000087	EV:0100085	UBERON:0005448	Greater omentum IV
725	HsapDv:0000087	EV:0100089	UBERON:0002107	Liver II
729	HsapDv:0000087	EV:0100131	UBERON:0001905	Pineal gland I
730	HsapDv:0000037	EV:0100016	UBERON:0000468	Embryo, 12 week I
731	HsapDv:0000037	EV:0100146	UBERON:0001630	Fetal muscle
732	HsapDv:0000093	EV:0100111	UBERON:0000992	Ovary I
734	HsapDv:0000087	EV:0100131	UBERON:0001905	Pineal gland II
735	HsapDv:0000087	EV:0100055	UBERON:0002106	Spleen I
736	HsapDv:0000087	EV:0100046	UBERON:0002371	Bone marrow
737	HsapDv:0000087	EV:0100293	UBERON:0002037	Cerebellum I
738	HsapDv:0000037	EV:0100016	UBERON:0000468	Embryo, 12 week II
739	HsapDv:0000087	EV:0100119	UBERON:0001987	Placenta II
740	HsapDv:0000087	EV:0100119	UBERON:0001987	Placenta I
741	HsapDv:0000087	EV:0100138	UBERON:0002370	Thymus II
742	HsapDv:0000087	EV:0100293	UBERON:0002037	Cerebellum II
744	HsapDv:0000087	EV:0100085	UBERON:0005448	Greater omentum I
746	HsapDv:0000087	EV:0100096	UBERON:0002113	Kidney I
747	HsapDv:0000087	EV:0100059	UBERON:0001044	Salivary gland
748	HsapDv:0000037	EV:0100042	UBERON:0002048	Fetal lung II
749	HsapDv:0000087	EV:0100085	UBERON:0005448	Greater omentum II
750	HsapDv:0000087	EV:0100096	UBERON:0002113	Kidney IX
751	HsapDv:0000024	EHDAA2:0000002	UBERON:0000922	Embryo, 6 week I
752	HsapDv:0000087	EV:0100085	UBERON:0005448	Greater omentum III
753	HsapDv:0000087	EV:0100092	UBERON:0001264	Pancreas I
754	HsapDv:0000087	EV:0100132	UBERON:0000007	Pituitary gland
758	HsapDv:0000037	EV:0100164	UBERON:0000955	Brain IV
759	HsapDv:0000087	EV:0100092	UBERON:0001264	Pancreas II
767	HsapDv:0000087	EV:0100135	UBERON:0002369	Adrenal gland
768	HsapDv:0000087	EV:0100069	UBERON:0001043	Esophagus
769	HsapDv:0000037	EV:0100164	UBERON:0000955	Fetal brain I
770	HsapDv:0000037	EV:0100089	UBERON:0002107	Fetal liver I
771	HsapDv:0000087	EV:0100050	UBERON:0000029	Lymph node, subtracted
773	HsapDv:0000087	EV:0100072	UBERON:0002108	Small intestine I
777	HsapDv:0000037	EV:0100089	UBERON:0002107	Fetal liver II
779	HsapDv:0000087	EV:0100072	UBERON:0002108	Small intestine II
782	HsapDv:0000037	EV:0100164	UBERON:0000955	Fetal brain II
783	HsapDv:0000087	EV:0100047	UBERON:0000178	Red blood cell
784	HsapDv:0000087	EV:0100018	UBERON:0000948	Heart, subtracted (total cDNA)
785	HsapDv:0000037	EV:0100096	UBERON:0002113	Fetal kidney III
786	HsapDv:0000093	EV:0100111	UBERON:0000992	Ovary, subtracted
787	HsapDv:0000087	EV:0100104	UBERON:0002367	Prostate gland I
789	HsapDv:0000087	EV:0100055	UBERON:0002106	Spleen, subtracted
790	HsapDv:0000087	EV:0100305	UBERON:0002336	Corpus callosum I
791	HsapDv:0000087	EV:0100167	UBERON:0001870	Frontal cortex II
792	HsapDv:0000086	EV:0100104	UBERON:0002367	Prostate gland V
793	HsapDv:0000087	EV:0100165	UBERON:0001893	Right hemisphere
794	HsapDv:0000087	EV:0100305	UBERON:0002336	Corpus callosum II
795	HsapDv:0000015	EHDAA2:0000002	UBERON:0000922	Embryo, 8 week I
796	HsapDv:0000037	EV:0100164	UBERON:0000955	Fetal brain VII
797	HsapDv:0000037	EV:0100152	UBERON:0000014	Fetal skin
798	HsapDv:0000087	EV:0100090	UBERON:0002110	Gall bladder I
799	HsapDv:0000037	EV:0100018	UBERON:0000948	Fetal heart, subtracted (total cDNA)
800	HsapDv:0000087	EV:0100090	UBERON:0002110	Gall bladder II
801	HsapDv:0000093	EV:0100180	UBERON:0001954	Hippocampus I
802	HsapDv:0000087	EV:0100381	UBERON:0001013	Adipose tissue, brown
804	HsapDv:0000037	EV:0100164	UBERON:0000955	Fetal brain, subtracted
806	HsapDv:0000093	EV:0100180	UBERON:0001954	Hippocampus II
807	HsapDv:0000087	EV:0100089	UBERON:0002107	Liver, subtracted (abundant clones) I
811	HsapDv:0000087	EV:0100089	UBERON:0002107	Liver, subtracted (abundant clones) II
814	HsapDv:0000087	EV:0100381	UBERON:0001013	Adipose tissue, white I
815	HsapDv:0000087	EV:0100027	UBERON:0000947	Aorta endothelial cells
816	HsapDv:0000087	EV:0100381	UBERON:0001013	Adipose tissue, white II
819	HsapDv:0000093	EV:0100143	UBERON:0002018	Synovial membrane
820	HsapDv:0000093	EV:0100165	UBERON:0001893	Left hemisphere
822	HsapDv:0000083	EV:0100135	UBERON:0002369	Infant adrenal gland I
823	HsapDv:0000024	EHDAA2:0000002	UBERON:0000922	Embryo, 6 week, subtracted (total cDNA) I
824	HsapDv:0000026	EHDAA2:0000002	UBERON:0000922	Embryo, 7 week, subtracted (total cDNA) I
825	HsapDv:0000083	EV:0100135	UBERON:0002369	Infant adrenal gland II
826	HsapDv:0000087	EV:0100119	UBERON:0001987	Placenta, subtracted (total cDNA)
827	HsapDv:0000024	EHDAA2:0000002	UBERON:0000922	Embryo, 6 week, subtracted (total cDNA) II
828	HsapDv:0000026	EHDAA2:0000002	UBERON:0000922	Embryo, 7 week, subtracted (total cDNA) II
831	HsapDv:0000087	EV:0100165	UBERON:0001893	Right hemisphere, subtracted (mitochondria)
