HOM ID	"HOM name"	entity	"entity name"	qualifier	taxon ID	"taxon name"	CIO ID	"CIO name"	ECO ID	"ECO name"	reference	"reference title"	"supporting text"	assigned by	curator	date
HOM:0000007	"historical homology"	CL:0000057	"fibroblast"		7742	"Vertebrata"	CIO:0000003	"high confidence from single evidence"	ECO:0000034	"non-traceable author statement"	ISBN:978-0072528305	"Kardong KV, Vertebrates: Comparative Anatomy, Function, Evolution (2006) p.177"	"Fibroblast is the distinctive cell of the fibrous connective tissue, the most common connective tissue in vertebrates. [curator]"	bgee	ANN	2013-07-17
HOM:0000007	"historical homology"	CL:0000057	"fibroblast"		7742	"Vertebrata"	CIO:0000003	"high confidence from single evidence"	ECO:0000034	"non-traceable author statement"	PMID:20174584	"Ingerslev HC, Ossum CG, Lindenstrom T, Nielsen ME, Fibroblasts express immune relevant genes and are important sentinel cells during tissue damage in rainbow trout (Oncorhynchus mykiss). PLoS One (2010)"	"this study provides new and important information about the role of fibroblasts in lower vertebrates in relation to inflammation, tissue damage and immune competence. (...) evolutionary fibroblasts are primitive cells, which have maintained the ability to express genes of immune functions, when stimulated."	bgee	ANN	2013-07-17
HOM:0000007	"historical homology"	CL:0000064	"ciliated cell"		7742	"Vertebrata"	CIO:0000004	"medium confidence from single evidence"	ECO:0000067	"developmental similarity evidence"	DOI:10.1016/S0070-2153(08)00806-5	"Basu B, Brueckner M, Cilia multifunctional organelles at the center of vertebrate left-right asymetry. Current topics in developmental biology (2008)"	"Cilia establish the vertebrate left-right (LR) axis and are integral to the development and function of the kidney, liver, and brain. Left-right asymmetry is established in the ciliated ventral node cells of the mouse. The chiral structure of the cilium provides a reference asymmetry to impose handed LR asymmetric development on the bilaterally symmetric vertebrate embryo. A ciliary mechanism of LR development is evolutionarily conserved, as ciliated organs essential to LR axis formation, called LR organizers, are found in other vertebrates, including rabbit, fish, and Xenopus."	bgee	ANN	2013-07-03
HOM:0000007	"historical homology"	CL:0000064	"ciliated cell"		7742	"Vertebrata"	CIO:0000004	"medium confidence from single evidence"	ECO:0000355	"phylogenetic distribution evidence"	DOI:10.1016/S0070-2153(08)00806-5	"Basu B, Brueckner M, Cilia multifunctional organelles at the center of vertebrate left-right asymetry. Current topics in developmental biology (2008)"	"Cilia establish the vertebrate left-right (LR) axis and are integral to the development and function of the kidney, liver, and brain. Left-right asymmetry is established in the ciliated ventral node cells of the mouse. The chiral structure of the cilium provides a reference asymmetry to impose handed LR asymmetric development on the bilaterally symmetric vertebrate embryo. A ciliary mechanism of LR development is evolutionarily conserved, as ciliated organs essential to LR axis formation, called LR organizers, are found in other vertebrates, including rabbit, fish, and Xenopus."	bgee	ANN	2013-07-03
HOM:0000007	"historical homology"	CL:0000066	"epithelial cell"		33208	"Metazoa"	CIO:0000003	"high confidence from single evidence"	ECO:0000063	"compositional similarity evidence"	ISBN:978-0030259821	"Ruppert EE, Fox RS, Barnes RD, Invertebrate zoology: a functional evolutionary approach (2003) p.59"	"The two basic types of metazoan tissue are epithelial and connective. The simplest metazoans, and developmental stages of many primitive invertebrates, consist solely of these two layers. Thus, epithelial and connective tissues may be the primary (original) tissues of metazoans, and both are important in the functional organization of animals."	bgee	ANN	2013-08-23
HOM:0000007	"historical homology"	CL:0000082	"epithelial cell of lung"		7776	"Gnathostomata"	CIO:0000003	"high confidence from single evidence"	ECO:0000501	"evidence used in automatic assertion"			"Annotation inferred from logical constraints using annotations to same HOM ID and: entity: CL:0000066, negated: false, taxon ID: 33208 - entity: UBERON:0002048|UBERON:0006860, negated: false, taxon ID: 7776"	bgee		
HOM:0000007	"historical homology"	CL:0000083	"epithelial cell of pancreas"		89593	"Craniata"	CIO:0000003	"high confidence from single evidence"	ECO:0000501	"evidence used in automatic assertion"			"Annotation inferred from logical constraints using annotations to same HOM ID and: entity: CL:0000066, negated: false, taxon ID: 33208 - entity: UBERON:0001264, negated: false, taxon ID: 89593"	bgee		
HOM:0000007	"historical homology"	CL:0000084	"T cell"		7776	"Gnathostomata"	CIO:0000003	"high confidence from single evidence"	ECO:0000355	"phylogenetic distribution evidence"	PMID:21046016	"Dzik JM, The ancestry and cumulative evolution of immune reactions. Acta biochimica Polonica (2010)"	"The antibody-based immune system defined by the presence of the major histocompatibility complex (MHC), T cell receptor (TCR), B cell receptor (BCR) or recombination activating genes (RAGs) is known beginning from jawed fishes."	bgee	ANN	2013-07-01
HOM:0000007	"historical homology"	CL:0000092	"osteoclast"		7742	"Vertebrata"	CIO:0000003	"high confidence from single evidence"	ECO:0000355	"phylogenetic distribution evidence"	PMID:27620531	"Mueller CG, Voisin B, Of skin and bone: did Langerhans cells and osteoclasts evolve from a common ancestor? J Anat (2016)"	"Whereas the function of osteoclasts in bone degradation has been established since the first vertebrates, Langerhans cells may have undergone a stepwise adaptation from aquatic to terrestrial life."	bgee	ANN	2018-03-27
HOM:0000007	"historical homology"	CL:0000092|CL:0000453	"osteoclast|Langerhans cell"		7742	"Vertebrata"	CIO:0000005	"low confidence from single evidence"	ECO:0000067	"developmental similarity evidence"	PMID:27620531	"Mueller CG, Voisin B, Of skin and bone: did Langerhans cells and osteoclasts evolve from a common ancestor? J Anat (2016)"	"Of skin and bone: did Langerhans cells and osteoclasts evolve from a common ancestor? Skin Langerhans cells are antigen-presenting cells of the interfollicular epidermis and the upper part of the hair follicle, whereas osteoclasts are specialized bone-resorbing macrophages. Although at first view these two cell types appear to have little in common, a closer analysis reveals shared features, and when taking into account their surrounding environment, a hypothesis can be developed that Langerhans cells and osteoclasts have evolved from a common ancestral cell type. In this mini-review, we have compared the ontogenetic features of Langerhans cells and osteoclasts from a genetic and a functional point of view, an issue that so far has been overlooked...Taken together, the features shared by LCs and OCLs raise the possibility that an ancestral cell regulating exoskeleton/skin hemostasis of early vertebrates gave rise to skin-specialized LCs and bone-specialized OCLs of higher vertebrates. Beyond its general interest in biology, investigations into this proposed model may provide unexpected answers for medically relevant issues such as osteoimmunology, autoimmunity and cancer."	bgee	ANN	2016-09-20
HOM:0000007	"historical homology"	CL:0000092|CL:0000453	"osteoclast|Langerhans cell"		7742	"Vertebrata"	CIO:0000005	"low confidence from single evidence"	ECO:0000075	"gene expression similarity evidence"	PMID:27620531	"Mueller CG, Voisin B, Of skin and bone: did Langerhans cells and osteoclasts evolve from a common ancestor? J Anat (2016)"	"Of skin and bone: did Langerhans cells and osteoclasts evolve from a common ancestor? Skin Langerhans cells are antigen-presenting cells of the interfollicular epidermis and the upper part of the hair follicle, whereas osteoclasts are specialized bone-resorbing macrophages. Although at first view these two cell types appear to have little in common, a closer analysis reveals shared features, and when taking into account their surrounding environment, a hypothesis can be developed that Langerhans cells and osteoclasts have evolved from a common ancestral cell type. In this mini-review, we have compared the ontogenetic features of Langerhans cells and osteoclasts from a genetic and a functional point of view, an issue that so far has been overlooked...Taken together, the features shared by LCs and OCLs raise the possibility that an ancestral cell regulating exoskeleton/skin hemostasis of early vertebrates gave rise to skin-specialized LCs and bone-specialized OCLs of higher vertebrates. Beyond its general interest in biology, investigations into this proposed model may provide unexpected answers for medically relevant issues such as osteoimmunology, autoimmunity and cancer."	bgee	ANN	2016-09-20
HOM:0000007	"historical homology"	CL:0000100	"motor neuron"		33213	"Bilateria"	CIO:0000003	"high confidence from single evidence"	ECO:0000355	"phylogenetic distribution evidence"	DOI:10.1038/nrg2416	"Arendt D, The evolution of cell types in animals: emerging principles from molecular studies. Nature Reviews Genetics (2008)"	"Pioneering studies revealed the homology of somatic motor neurons between vertebrates, insects (Drosophila spp.) and nematodes (Caenorhabditis spp.)."	bgee	ANN	2013-06-10
HOM:0000007	"historical homology"	CL:0000107	"autonomic neuron"		89593	"Craniata"	CIO:0000003	"high confidence from single evidence"	ECO:0000501	"evidence used in automatic assertion"			"Annotation inferred from logical constraints using annotations to same HOM ID and: entity: CL:0000540, negated: false, taxon ID: 6072 - entity: UBERON:0002410, negated: false, taxon ID: 89593"	bgee		
HOM:0000007	"historical homology"	CL:0000148	"melanocyte"		7742	"Vertebrata"	CIO:0000003	"high confidence from single evidence"	ECO:0000060	"positional similarity evidence"	ISBN:978-0030223693	"Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.210"	"The skin of all vertebrates, except albinos, contains pigments of various types within cells collectively known as chromatophores. Chromatophores are of neural crest origin. They lie in the upper part of the dermis in fishes, amphibians, and reptiles, but they penetrate or are located in the epidermis in birds and mammals. When the pigment is a dark melanin, the cells are called melanophores."	bgee	ANN	2013-07-17
HOM:0000007	"historical homology"	CL:0000148	"melanocyte"		7742	"Vertebrata"	CIO:0000003	"high confidence from single evidence"	ECO:0000063	"compositional similarity evidence"	ISBN:978-0030223693	"Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.210"	"The skin of all vertebrates, except albinos, contains pigments of various types within cells collectively known as chromatophores. Chromatophores are of neural crest origin. They lie in the upper part of the dermis in fishes, amphibians, and reptiles, but they penetrate or are located in the epidermis in birds and mammals. When the pigment is a dark melanin, the cells are called melanophores."	bgee	ANN	2013-07-17
HOM:0000007	"historical homology"	CL:0000178	"Leydig cell"		7742	"Vertebrata"	CIO:0000004	"medium confidence from single evidence"	ECO:0000067	"developmental similarity evidence"	PMID:17026980	"Sekido R, Lovell-Badge R, Mechanisms of gonadal morphogenesis are not conserved between chick and mouse. Dev Biol (2007)"	"Despite the fact that different determinants trigger testis formation amongst vertebrates, the adult testis is very similar in morphology, cellular organisation and physiology. (...) Leydig cells are the steroidogenic cells present in the interstitium between the cords along with blood vessels and other miscellaneous connective tissue cells. (...)  it has been reported, using a similar DiI labelling and technique, that Sertoli cells originate from the coelomic epithelium in the turtle (Yao et al., 2004). From these data, it seemed likely that there would be a conserved cellular origin for Sertoli cells during vertebrate evolution. (...) Male-specific cell migration from the mesonephros has also recently demonstrated to occur when chicken gonads are co-cultured with quail mesonephros at stage 29 (as described by Hamburger and Hamilton, 1951), corresponding to just after 6 days of incubation (day 6). In this experiment, the quail mesonephric cells contribute to interstitial cells in the male chicken gonads although the identity of these cells remains unknown (Smith et al., 2005). The origin of Leydig cells has therefore remained uncertain in both mouse or chick."	bgee	ANN	2013-08-30
HOM:0000007	"historical homology"	CL:0000216	"Sertoli cell"		7711	"Chordata"	CIO:0000005	"low confidence from single evidence"	ECO:0000067	"developmental similarity evidence"	http://f50006a.eos-intl.net/ELIBSQL12_F50006A_Documents/93grier.pdf	"Grier HJ, Comparative organization of Sertoli cells including the Sertoli cell barrier. The Sertoli Cell (1993)"	"In this chapter, Sertoli cells, as they form part of the germinal epithelia in all chordate taxa, are described. The germinal epithelium and germinal compartments in the chordate testis have been defined, and a nomenclature based upon phylogeny and literal definitions of terminology is proposed...It is proposed that both the phagocytic properties of Sertoli cells and the evolution of a Sertoli cell barrier argue for homology of Sertoli cells between all chordates."	bgee	ANN	2015-02-03
HOM:0000007	"historical homology"	CL:0000216	"Sertoli cell"	NOT	7711	"Chordata"	CIO:0000005	"low confidence from single evidence"	ECO:0000067	"developmental similarity evidence"	PMID:17026980	"Sekido R, Lovell-Badge R, Mechanisms of gonadal morphogenesis are not conserved between chick and mouse. Dev Biol (2007)"	"(...) nephrogenous mesenchyme contributes to both Sertoli cells and steroidogenic cells. This is the first demonstration via lineage analysis that steroidogenic cells originate from nephrogenous mesenchyme, but the revelation that Sertoli cells have different origins between chick and mouse suggests that, during evolution, mechanisms of gonad morphogenesis may diverge alongside those of sex determination."	bgee	ANN	2015-03-23
HOM:0000007	"historical homology"	CL:0000216	"Sertoli cell"		7742	"Vertebrata"	CIO:0000004	"medium confidence from single evidence"	ECO:0000067	"developmental similarity evidence"	ISBN:978-0125449045	"Pang PKT, Vertebrate Endocrinology: Fundamentals and Biomedical Implications. Reproduction (1991) p.312"	"In all vertebrates and many invertebrates, developing germ cell clones are intimately associated with Sertoli cells (Roosen-Runge, 1977). This somatic cell type was first observed in teased preparations of human testis (Sertoli, 1865) and, although it has been argued that the term should be reserved for fully differentiated Sertoli cells of the mammalian type, this view seems unduly narrow in view of the bulk of evidence supporting cross-species homologies. The term is applied here to the somatic cell of the germinal compartment, regardless of species or stage of development. Sertoli cells share a common origin with cells destined to form the collecting duct system of the testis and begin their association with germ cells early in spermatogenesis, even before definitive clone formation. However, the symbiotic relationship between germ cells and Sertoli cells shows a trend toward increased intimacy and complexity as germ cells mature in a given species and when representatives of different classes are compared through vertebrate phylogeny."	bgee	ANN	2015-02-03
HOM:0000007	"historical homology"	CL:0000216	"Sertoli cell"	NOT	7742	"Vertebrata"	CIO:0000004	"medium confidence from single evidence"	ECO:0000067	"developmental similarity evidence"	PMID:17026980	"Sekido R, Lovell-Badge R, Mechanisms of gonadal morphogenesis are not conserved between chick and mouse. Dev Biol (2007)"	"(...) nephrogenous mesenchyme contributes to both Sertoli cells and steroidogenic cells. This is the first demonstration via lineage analysis that steroidogenic cells originate from nephrogenous mesenchyme, but the revelation that Sertoli cells have different origins between chick and mouse suggests that, during evolution, mechanisms of gonad morphogenesis may diverge alongside those of sex determination."	bgee	ANN	2015-03-23
HOM:0000007	"historical homology"	CL:0000216	"Sertoli cell"		32524	"Amniota"	CIO:0000004	"medium confidence from single evidence"	ECO:0000067	"developmental similarity evidence"	DOI:10.1002/jemt.1070320602	"Pudney J, Spermatogenesis in nonmammalian vertebrates. Microscopy Research and Technique (2010)"	"Spermatogenesis appears to be a fairly conserved process throughout the vertebrate series. (...) There is, however, variation amongst the vertebrates in how germ cell development and maturation is accomplished. This difference can be broadly divided into two distinct patterns, one present in anamniotes (fish, amphibia) and the other in amniotes (reptiles, birds, mammals). For anamniotes, spermatogenesis occurs in spermatocysts (cysts) which for most species develop within seminiferous lobules. Cysts are produced when a Sertoli cell becomes associated with a primary spermatogonium. Mitotic divisions of the primary spermatogonium produce a cohort of secondary spermatogonia that are enclosed by the Sertoli cell which forms the wall of the cyst. With spermatogenic progression a clone of isogeneic spermatozoa is produced which are released, by rupture of the cyst, into the lumen of the seminiferous lobule. Following spermiation, the Sertoli cell degenerates. For anamniotes, therefore, there is no permanent germinal epithelium since spermatocysts have to be replaced during successive breeding seasons. By contrast, spermatogenesis in amniotes does not occur in cysts but in seminiferous tubules that possess a permanent population of Sertoli cells and spermatogonia which act as a germ cell reservoir for succeeding bouts of spermatogenic activity. There is, in general, a greater variation in the organization of the testis and pattern of spermatogenesis in the anamniotes compared to amniotes."	bgee	ANN	2015-02-03
HOM:0000007	"historical homology"	CL:0000216	"Sertoli cell"	NOT	32524	"Amniota"	CIO:0000004	"medium confidence from single evidence"	ECO:0000067	"developmental similarity evidence"	PMID:17026980	"Sekido R, Lovell-Badge R, Mechanisms of gonadal morphogenesis are not conserved between chick and mouse. Dev Biol (2007)"	"(...) nephrogenous mesenchyme contributes to both Sertoli cells and steroidogenic cells. This is the first demonstration via lineage analysis that steroidogenic cells originate from nephrogenous mesenchyme, but the revelation that Sertoli cells have different origins between chick and mouse suggests that, during evolution, mechanisms of gonad morphogenesis may diverge alongside those of sex determination."	bgee	ANN	2013-08-30
HOM:0000007	"historical homology"	CL:0000236	"B cell"		7776	"Gnathostomata"	CIO:0000003	"high confidence from single evidence"	ECO:0000355	"phylogenetic distribution evidence"	PMID:21046016	"Dzik JM, The ancestry and cumulative evolution of immune reactions. Acta biochimica Polonica (2010)"	"The antibody-based immune system defined by the presence of the major histocompatibility complex (MHC), T cell receptor (TCR), B cell receptor (BCR) or recombination activating genes (RAGs) is known beginning from jawed fishes."	bgee	ANN	2013-07-01
HOM:0000007	"historical homology"	CL:0000247	"Rohon-Beard neuron"		7711	"Chordata"	CIO:0000004	"medium confidence from single evidence"	ECO:0000355	"phylogenetic distribution evidence"	DOI:10.1038/nrn2703	"Holland LZ, Chordate roots of the vertebrate nervous system: expanding the molecular toolkit. Nature Reviews Neuroscience (2009)"	"Unequivocal homologues of the neural crest and placodes, other than the olfactory and adenohypophyseal placodes, are lacking in amphioxus, although intramedullary sensory cells in the dorsal portion of the amphioxus CNS are thought to be homologous to Rohon-Beard sensory neurons (Large, mechanosensory neurons in the dorsal portion of the spinal cord of larval anamniote vertebrates. They typically degenerate later in development) ."	bgee	ANN	2013-06-10
HOM:0000007	"historical homology"	CL:0000255	"eukaryotic cell"		2759	"Eukaryota"	CIO:0000003	"high confidence from single evidence"	ECO:0000033	"traceable author statement"	DOI:10.1073/pnas.032658599	"Hartman H, Fedorov A, The origin of the eukaryotic cell: A genomic investigation. PNAS (2002)"	"We have collected a set of 347 proteins that are found in eukaryotic cells but have no significant homology to proteins in Archaea and Bacteria. We call these proteins eukaryotic signature proteins (ESPs). The dominant hypothesis for the formation of the eukaryotic cell is that it is a fusion of an archaeon with a bacterium. If this hypothesis is accepted then the three cellular domains, Eukarya, Archaea, and Bacteria, would collapse into two cellular domains. We have used the existence of this set of ESPs to test this hypothesis. The evidence of the ESPs implicates a third cell (chronocyte) in the formation of the eukaryotic cell. [...] The eukaryotic cell is not a simple fusion of an archaeon and bacterium. This statement is borne out by the existence of 347 ESPs. [...] We agree with Horiike et al. that the nucleus is an endosymbiont with inputs from Bacteria and Archaea. We disagree that the host cell came from the Bacteria. The host cell or chronocyte was not a prokaryotic cell but one that had a cytoskeleton composed of actin and tubulin and an extensive membrane system."	bgee	ANN	2013-11-29
HOM:0000007	"historical homology"	CL:0000300	"gamete"		33208	"Metazoa"	CIO:0000004	"medium confidence from single evidence"	ECO:0000355	"phylogenetic distribution evidence"	ISBN:978-0198566694	"Schmidt-Rhaesa A, The evolution of organ systems (2007) p.249"	"Gametes must have been present already in the metazoan ancestor, because they are present in every metazoan taxon."	bgee	ANN	2013-08-29
HOM:0000007	"historical homology"	CL:0000307	"tracheal epithelial cell"		32523	"Tetrapoda"	CIO:0000003	"high confidence from single evidence"	ECO:0000501	"evidence used in automatic assertion"			"Annotation inferred from logical constraints using annotations to same HOM ID and: entity: CL:0000066, negated: false, taxon ID: 33208 - entity: UBERON:0003126, negated: false, taxon ID: 32523"	bgee		
HOM:0000007	"historical homology"	CL:0000342	"pigment cell (sensu Vertebrata)"		7742	"Vertebrata"	CIO:0000003	"high confidence from single evidence"	ECO:0000060	"positional similarity evidence"	ISBN:978-0030223693	"Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.210"	"The skin of all vertebrates, except albinos, contains pigments of various types within cells collectively known as chromatophores. Chromatophores are of neural crest origin. They lie in the upper part of the dermis in fishes, amphibians, and reptiles, but they penetrate or are located in the epidermis in birds and mammals. When the pigment is a dark melanin, the cells are called melanophores."	bgee	ANN	2013-07-17
HOM:0000007	"historical homology"	CL:0000342	"pigment cell (sensu Vertebrata)"		7742	"Vertebrata"	CIO:0000003	"high confidence from single evidence"	ECO:0000063	"compositional similarity evidence"	ISBN:978-0030223693	"Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.210"	"The skin of all vertebrates, except albinos, contains pigments of various types within cells collectively known as chromatophores. Chromatophores are of neural crest origin. They lie in the upper part of the dermis in fishes, amphibians, and reptiles, but they penetrate or are located in the epidermis in birds and mammals. When the pigment is a dark melanin, the cells are called melanophores."	bgee	ANN	2013-07-17
HOM:0000007	"historical homology"	CL:0000353	"blastoderm cell"		7742	"Vertebrata"	CIO:0000003	"high confidence from single evidence"	ECO:0000067	"developmental similarity evidence"	DOI:10.1016/j.ydbio.2009.05.543	"Takeuchi M, Takahashi M, Okabe M, Aizawa S, Germ layer patterning in bichir and lamprey; an insight into its evolution in vertebrates. Developmental Biology (2009) Figure 1"	"Amphibian holoblastic cleavage in which all blastomeres contribute to any one of the three primary germ layers has been widely thought to be a developmental pattern in the stem lineage of vertebrates, and meroblastic cleavage to have evolved independently in each vertebrate lineage. (...) The study raises the viewpoint that the lamprey/bichir type holoblastic development would have been ancestral to extant vertebrates and retained in their stem lineage; amphibian-type holoblastic development would have been acquired secondarily, accompanied by the exploitation of new molecular machinery such as maternal VegT"	bgee	ANN	2013-07-11
HOM:0000007	"historical homology"	CL:0000362	"epidermal cell"		33208	"Metazoa"	CIO:0000004	"medium confidence from single evidence"	ECO:0000205	"curator inference"	ISBN:978-0198566694	"Schmidt-Rhaesa A, The evolution of organ systems (2007) p.71-72"	"(...) outer epithelia in all metazoan animals are homologous. (...) The ancestor of all metazoans likely had an epidermis with a basal extracellular matrix (ECM), an apical extracellular glycocalyx, and one cilium with a striated rootlet per cell."	bgee	ANN	2013-07-17
HOM:0000007	"historical homology"	CL:0000365	"animal zygote"		33208	"Metazoa"	CIO:0000003	"high confidence from single evidence"	ECO:0000034	"non-traceable author statement"	ISBN:978-0030259821	"Ruppert EE, Fox RS, Barnes RD, Invertebrate zoology: a functional evolutionary approach (2003) p.107"	"As in all metazoans, eumetazoan development begins with a fertilized egg, or zygote."	bgee	ANN	2013-07-11
HOM:0000007	"historical homology"	CL:0000408	"male gamete"		33208	"Metazoa"	CIO:0000004	"medium confidence from single evidence"	ECO:0000205	"curator inference"	ISBN:978-0198566694	"Schmidt-Rhaesa A, The evolution of organ systems (2007) p.249"	"Gametes must have been present already in the metazoan ancestor, because they are present in every metazoan taxon."	bgee	ANN	2013-08-29
HOM:0000007	"historical homology"	CL:0000453	"Langerhans cell"		40674	"Mammalia"	CIO:0000003	"high confidence from single evidence"	ECO:0000355	"phylogenetic distribution evidence"	PMID:2148747	"Carrillo-Farga J, Castell A, Perez A, Rondan A, Langerhans-like cells in amphibian epidermis. J Anat (1990)"	"Langerhans cells have been described in epidermis and other stratified epithelia of mammals. In other vertebrates equivalent cells have not been found. Amphibians show skin graft rejection, so it is possible that these animals have epidermal cells homologous to Langerhans cells. In this work we demonstrate the existence of ATPase-positive dendritic cells in frog epidermis that are similar ultrastructurally to mammalian Langerhans cells, except for the absence of Birbeck granules."	bgee	ANN	2018-03-27
