sample_accession	experiment_id	library_id	run_accession	read_count	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	submitted_ftp	source
SAMEA9135870	ERP129698	ERX5671954	ERR6032699		7227	Drosophila melanogaster		PAIRED	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S62_L004_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S62_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S62_L004_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S62_L004_R2_001.fastq.gz	FCA
SAMEA9135870	ERP129698	ERX5671954	ERR6032700		7227	Drosophila melanogaster		PAIRED	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S65_L004_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S65_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S65_L004_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S65_L004_R2_001.fastq.gz	FCA
SAMEA9135870	ERP129698	ERX5671954	ERR6032701		7227	Drosophila melanogaster		PAIRED	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S67_L004_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S67_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S67_L004_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S67_L004_R2_001.fastq.gz	FCA
SAMEA9135870	ERP129698	ERX5671954	ERR6032702		7227	Drosophila melanogaster		PAIRED	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S68_L004_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S68_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S68_L004_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S68_L004_R2_001.fastq.gz	FCA
SAMEA9135866	ERP129698	ERX5671953	ERR6032695		7227	Drosophila melanogaster		PAIRED	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S54_L004_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S54_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S54_L004_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S54_L004_R2_001.fastq.gz	FCA
SAMEA9135866	ERP129698	ERX5671953	ERR6032696		7227	Drosophila melanogaster		PAIRED	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S58_L004_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S58_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S58_L004_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S58_L004_R2_001.fastq.gz	FCA
SAMEA9135866	ERP129698	ERX5671953	ERR6032697		7227	Drosophila melanogaster		PAIRED	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S61_L004_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S61_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S61_L004_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S61_L004_R2_001.fastq.gz	FCA
SAMEA9135866	ERP129698	ERX5671953	ERR6032698		7227	Drosophila melanogaster		PAIRED	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S69_L004_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S69_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S69_L004_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S69_L004_R2_001.fastq.gz	FCA
SAMEA9135850	ERP129698	ERX5671943	ERR6032673		7227	Drosophila melanogaster		PAIRED	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA3_Ant_S1_L001_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA3_Ant_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA3_Ant_S1_L001_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA3_Ant_S1_L001_R2_001.fastq.gz	FCA
SAMEA9135850	ERP129698	ERX5671943	ERR6032675		7227	Drosophila melanogaster		PAIRED	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA3_Ant_S1_L003_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA3_Ant_S1_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA3_Ant_S1_L003_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA3_Ant_S1_L003_R2_001.fastq.gz	FCA
SAMEA9135839	ERP129698	ERX5671932	ERR6032629		7227	Drosophila melanogaster		PAIRED	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L001_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L001_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L001_R2_001.fastq.gz	FCA
SAMEA9135839	ERP129698	ERX5671932	ERR6032630		7227	Drosophila melanogaster		PAIRED	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L002_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L002_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L002_R2_001.fastq.gz	FCA
SAMEA9135839	ERP129698	ERX5671932	ERR6032631		7227	Drosophila melanogaster		PAIRED	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L003_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L003_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L003_R2_001.fastq.gz	FCA
SAMEA9135839	ERP129698	ERX5671932	ERR6032632		7227	Drosophila melanogaster		PAIRED	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L004_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L004_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L004_R2_001.fastq.gz	FCA
SAMEA9135840	ERP129698	ERX5671933	ERR6032633		7227	Drosophila melanogaster		PAIRED	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L001_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L001_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L001_R2_001.fastq.gz	FCA
SAMEA9135840	ERP129698	ERX5671933	ERR6032634		7227	Drosophila melanogaster		PAIRED	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L002_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L002_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L002_R2_001.fastq.gz	FCA
SAMEA9135840	ERP129698	ERX5671933	ERR6032635		7227	Drosophila melanogaster		PAIRED	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L003_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L003_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L003_R2_001.fastq.gz	FCA
SAMEA9135840	ERP129698	ERX5671933	ERR6032636		7227	Drosophila melanogaster		PAIRED	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L004_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L004_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L004_R2_001.fastq.gz	FCA
SAMEA9135837	ERP129698	ERX5671930	ERR6032621		7227	Drosophila melanogaster		PAIRED	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA16_Male_body_adult_5dWT_Luo_sample1_S7_L001_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA16_Male_body_adult_5dWT_Luo_sample1_S7_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA16_Male_body_adult_5dWT_Luo_sample1_S7_L001_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA16_Male_body_adult_5dWT_Luo_sample1_S7_L001_R2_001.fastq.gz	FCA
SAMEA9135837	ERP129698	ERX5671930	ERR6032623		7227	Drosophila melanogaster		PAIRED	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA16_Male_body_adult_5dWT_Luo_sample1_S7_L003_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA16_Male_body_adult_5dWT_Luo_sample1_S7_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA16_Male_body_adult_5dWT_Luo_sample1_S7_L003_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA16_Male_body_adult_5dWT_Luo_sample1_S7_L003_R2_001.fastq.gz	FCA
SAMEA9135838	ERP129698	ERX5671931	ERR6032625		7227	Drosophila melanogaster		PAIRED	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA17_Male_body_adult_5dWT_Luo_sample2_S8_L001_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA17_Male_body_adult_5dWT_Luo_sample2_S8_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA17_Male_body_adult_5dWT_Luo_sample2_S8_L001_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA17_Male_body_adult_5dWT_Luo_sample2_S8_L001_R2_001.fastq.gz	FCA
SAMEA9135838	ERP129698	ERX5671931	ERR6032627		7227	Drosophila melanogaster		PAIRED	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA17_Male_body_adult_5dWT_Luo_sample2_S8_L003_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA17_Male_body_adult_5dWT_Luo_sample2_S8_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA17_Male_body_adult_5dWT_Luo_sample2_S8_L003_R1_001.fastq.gz;ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA17_Male_body_adult_5dWT_Luo_sample2_S8_L003_R2_001.fastq.gz	FCA
