"#experimentId"	"experimentName"	"experimentDescription"	"experimentSource"	"experimentStatus"	"comment"	
"GSE2507"	"Transcription profiling of skeletal and cardiac muscles in dysferlin-deficient SJL/J mice and wild type mice to understand the protective mechanisms against dysferlin deficiency in cardiac muscles."	"Dysferlin is expressed in skeletal and cardiac muscle. However, dysferlin deficiency, namely limb girdle muscular dystrophy 2B (LGMD2B) and Myoshi myopathy, results in skeletal muscle weakness and spares the heart. This dichotomy could be caused by differential regulation of protective mechanisms. Therefore, we compared intraindividual mRNA expression profiles between cardiac and skeletal muscle in dysferlin-deficient SJL/J mice and normal C57BL/6 mice. Experiment Overall Design: 20 chips were analyzed. They represent 4 groups of 5 replicates each. Experiment Overall Design: The 4 groups are cardiac (LV) and skeletal muscle of normal and dysferlin deficient mice. Experiment Overall Design: Tissues from normal mice are the controls in comparison to tissues of dysferlin deficient mice."	"GEO"	"partial"		
"GSE6443"	"Transcription profiling of jejunums from wild type and Klf9-/- mice to investigate the involvement of Klf9 in small intestine crypt-villus cell renewal and lineage determination."	"Kr ppel-like factor 9 (Klf9), a zinc-finger transcription factor, is implicated in the control of cell proliferation, cell differentiation and cell fate in brain and uterus. Using Klf9 null mutant mice, we have investigated the involvement of Klf9 in small intestine crypt-villus cell renewal and lineage determination. We report the predominant expression of Klf9 gene in small intestine smooth muscle (muscularis externa). Jejunums null for Klf9 have shorter villi, reduced crypt stem/transit cell proliferation, and altered lineage determination as indicated by decreased and increased numbers of Goblet and Paneth cells, respectively. A stimulatory role for Klf9 in villus cell migration was demonstrated by BrdU labeling. Results suggest that Klf9 controls the elaboration, from small intestine smooth muscle, of molecular mediator(s) of crypt cell proliferation and lineage determination, and of villus cell migration. Experiment Overall Design: Total RNA was extracted in parallel from the jejunums of five WT and five Klf9-/- male mice (PND 30) using TRIzol reagent (Invitrogen, Carlsbad, CA). Conversion of each RNA preparation to corresponding fragmented cRNA. Fifteen ug of each cRNA was hybridized for 16 hours to an Affymetrix mouse 430A GeneChip. Ten GeneChips (each corresponding to a single animal) were hybridized, washed and scanned in parallel. Following the wash, signal amplification, and signal detection steps, GeneChips were scanned (Agilent GeneArray laser scanner) and the resultant images quantified using Affymetrix MAS 5.0 software."	"GEO"	"partial"		
"GSE558"	"Transcription profiling of transgenic mice constitutively active for caPI3K and dominant-negative forms of PI3K (dnPI3K) to test if the insulin/IGF-IRS-PI3K-Akt determines organ size in vertebrates"	"The insulin/IGF-IRS-PI3K-Akt pathway is highly conserved in evolution. To test whether this signaling cascade determines organ size in vertebrates, we have recently created mouse lines transgenic for constitutively active (caPI3K) and dominant-negative forms of PI3K (dnPI3K) (Shioi et al., 2000). Transgene expression is driven by the cardiac-specific a -myosin heavy chain (MHC) promoter. Both transgenic lines are characterized by moderate but highly consistent changes in heart size, despite the fact that body weight and the size of other organs are completely normal. caPI3K transgenic animals have hearts 20% larger than those of wild type littermates, whereas dnPI3K mice have hearts that are 17% smaller. The observed changes in heart size correlate with an appropriate increase or decrease in the size of transgenic cardiomyocytes. These hearts do not have cardiomyopathic changes, since the contractile function of transgenic hearts is normal, and signs of necrosis, apoptosis, or interstitial fibrosis are absent (see Physiology). These data suggest an autonomous role for PI3K in cell size regulation. Our goal is now to determine how activation of this system translates into changes in cell size by identifying the trigger and components of this signaling cascade. Heterozygous caPI3K (constitutively active PI3K) and dnPI3K (dominant-negative PI3K) transgenic female mice (5-14 months) compared with non-transgenic littermates. Transgene expression driven by the a -myosin heavy chain (a -MHC) promoter."	"GEO"	"partial"		
"GSE2560"	"Transcription profiling of mouse embryonic autopods to identify differentially expressed genes in developing forlimb and hindlimb tissues"	"Transcriptomes of mouse embryonic autopods were generated detecting expression of approximately 26179 transcripts in the developing forelimb or hindlimb autopods, representing about 58 % of the probe sets on MOE-430 A/B GeneChip. Three biological replicate array experiments were finished for each condition and MAS5.0 signal were used to do data analysis. Forty-four transcripts with expression differences higher than 2-fold were detected(T test, P<0.05), including Tbx4, Tbx5, Hoxc10 and Pitx1 which were previously shown to be differentially expressed in developing forelimb and hindlimb bud by in situ hybridization and SAGE study (Margulies 2001). RTPCR and in situ experiments confirmed several top differentially expressed genes which were newly discovered by our experiments. Vast amount of transcripts and its family members such as Bmp, Fgf, Epha, Wnt, T-box and Hox families detected to be highly expressed or differentially expressed in developing autopods, suggesting that the complexity of transcriptomes of developing autopods and dynamic differential expression and differential combinations of gene expression signals in the developing limb tissue contributes to differences in forelimb versus hindlimb patterning. The differentially expressed genes are the essential factors for morphological diversification of developing limb structures."	"GEO"	"total"		
"GSE3327"	"Transcription profiling of different regions of mouse brain to study adult mouse gene expression patterns in common strains."	"Adult mouse gene expression patterns in common strains. Experiment Overall Design: six mouse strains and seven brain regions were analyzed"	"GEO"	"partial"		
"GSE2005"	"Transcription profiling of mouse hippocampi from transgenic mice vs their non-transgenic littermates"	"Post-transcriptional mechanisms play an important role in the control of gene expression. RNA-binding proteins are key players in the post-transcriptional control of many neural genes and they participate in multiple processes, from RNA splicing and mRNA transport to mRNA stability and translation. Our laboratory has developed the first mouse model overexpressing a RNA-binding protein, the ELAV-like protein HuD, in the CNS under the control of the CaMKinII alpha promoter. Initial behavioral characterization of the mice revealed that they had significant learning deficits together with abnormalities in prepulse inhibition (PPI). At the molecular level, we found that the expression of the growth-associated protein GAP-43, one of the targets of HuD, was increased in the hippocampus of HuD transgenic mice. To characterize these mice further and to evaluate the utility of these animals in understanding human diseases, we propose to use DNA microarray methods. To test our hypothesis we propose 2 specific aims: 1)To characterize the pattern of gene expression in the hippocampus of HuD overexpressor mice 2)To compare the pattern of gene expression in our mouse model with that in the hippocampus of rats prenatally exposed to alcohol (FAS model) and in post-mortem tissues of patients with schizophrenia; Based on the behavioral and molecular properties of our HuD transgenic mice we hypothesize that these animals may be good models for the studying the basis of learning disabilities and of diseases that show deficits in PPI such as fetal alcohol syndrome and schizophrenia. All mice are in C57BL/6 background and are male approximately 60 days old. Initial studies were performed in animals that were not subjected to any experimental manipulation. Animals were bred and sacrificed according to our approved animal protocol. The brain was rapidly dissected on ice and we isolated the hippocampus, which has the highest expression of the transgene. After dissection both hippocampi were frozen in liquid nitrogen, pooled and stored at -80 C until analysis. RNA samples were isolated using RNAeasy Qiagen columns. For our first experiment, we want to examine the pattern of gene expression in the hippocampus of 3 transgenic mice and 3 non-transgenic littermates. RNAs from the 6 hippocampi were of high quality as revealed by the integrity of the 28S and 18S rRNA. We will provide 6 samples containing 10 ug of RNA each in DEPC water at a concentration of about 0.5 ug/ul. Three of the samples (#1, #2 and #3) are from transgenic mice and three from their non-transgenic littermates (#4, #5 and #6)."	"GEO"	"partial"		
"E-MEXP-891"	"Transcription profiling of mammary glands from wild type and Akt1 knock out lactating mice at day 9 after parturition"	"A comparison of gene expression in the mammary gland of lactating mice at day 9 after parturition between Akt -/- and wildtype individuals."	"ArrayExpress"	"partial"		
"E-MEXP-839"	"Transcription profiling of liver from wild type mice of different ages to determine whether gene expression changes in naturally aged mice overlap with those from DNA repair deficient mice"	"To investigate whether and to which extent the gene expression changes in DNA repair deficient mice (i.e. Csbm/m/Xpa-/- and Ercc1-/-) overlap with those observed in a natural aged liver, we sought to compare the full mouse liver transcriptome of adult 16-, 96- and 130-week old wt C57Bl/6J mice (n=4) with that of adult 8-week old wt C57Bl/6J mice"	"ArrayExpress"	"total"	"Two samples are processed files while the rest is raw data. ArrayExpress was contacted but they cannot fix this, raw files are missing."	
"GSE3384"	"Transcription profiling of different types of skeletal muscles from wild type and alpha tropomyosin transgenic slow mice to investigate the molecular mechanisms implicated in the mouse model of nemaline myopathy."	"The aim of this study was to investigate the molecular mechanisms implicated in this mouse model of nemaline myopathy, and to further compare the molecular disease response in different skeletal muscles. For this purpose, snap frozen skeletla muscle specimens from wild type and transgenic for alpha tropomyosin slow mice were studied. Five different muscle types were used (diaphragm, plantaris, extensor digitorum longus, tibialis anterior, gastrocnemus). Mice were sacrificed between 7 and 10 months. RNA pools from 3-5 animals were created and each pool was hybridized to a U74Av2 Affymetrix GeneChip. Datasets from 36 GeneChips were included in this study. Experiment Overall Design: 36 skeletal mouse muscle RNA pools were used, from 5 different skeletal muscles, in two different conditions (wild type and transgenic)"	"GEO"	"partial"		
"GSE5429"	"Transcription profiling of hippocapus from eight different inbred mouse strains to identify substantial strain-specific variation in hippocampal gene expression"	"Mouse inbred strains differ in many aspects of their phenotypes, and it is known that gene expression does so too. This gives us an opportunity to isolate the genetic aspect of variation in expression and compare it to other phenotypic variables. We have investigated these issues using an eight-strain expression profile comparison with four replicates per strain on Affymetrix MGU74av2 GeneChips focusing on one well-defined brain tissue (the hippocampus). We identified substantial strain-specific variation in hippocampal gene expression, with more than two hundred genes showing strain differences by a very conservative criterion. Many such genetically driven differences in gene expression are likely to result in functional differences including differences in behaviour. A large panel of inbred strains could be used to identify genes functionally involved in particular phenotypes, similar to genetic correlation. The genetic correlation between expression profiles and function is potentially very powerful, especially given the current large-scale generation of phenotypic data on multiple strains (the Mouse Phenome Project). As an example, the strongest genetic correlation between more than 200 probe sets showing significant differences among our eight inbred strains and a ranking of these strains by aggression phenotype was found for Comt, a gene known to be involved in aggression. Experiment Overall Design: Total hippocampal RNA was extracted from eight inbred strains of mice and pooled within each strain (six mice/pool, one pool/strain). cDNA samples (eight) were prepared from the total hippocampal RNA and cRNA was prepared twice from cDNA. (Samples labelled 1 & 2 for each strain were from the first cRNA synthesis preparation, samples labelled 3 & 4 for each strain were from the second cRNA synthesis preparation).Each set of cRNA samples (16 in total) were then hybridized in duplicate to the Murine Genome U74Av2 Array (Chip A; Affymetrix, Santa Clara, USA). In total, 32 arrays were used; four arrays (two arrays with cRNA sample replicates in duplicate) for each of eight strains."	"GEO"	"total"		
"GSE77"	"Transcription profiling of heart ventricles from mice that have cardiac hypertrophy induced by swimming training to study the molecular mechanism of exercise induced hypertrophy."	"The Affymetrix GeneChip MgU74Av2 was used to analyze expression profiles of mice that had cardiac hypertrophy induced by swimming training. More information of this model can be obtained at http://cardiogenomics.med.harvard.edu/groups/proj1/pages/swim_home.html"	"GEO"	"partial"		
"E-TABM-195"	"Transcription profiling of skeletal muscle from amyotrophic lateral sclerosis sod1(G86R) axotomized mice and control mice to monitor denervation-dependent gene expression in an Amyotrophic lateral sclerosis (ALS) mouse model"	"Amyotrophic lateral sclerosis (ALS) is a fatal adult-onset neuromuscular disorder characterized by the selective degeneration of upper and lower motor neurons, progressive muscle wasting and paralysis. To define the full set of alterations in gene expression in skeletal muscle during the course of the disease, we performed high-density oligonucleotide microarray analysis of gene expression in hind limb skeletal muscles of sod1(G86R) mice, one of the existing transgenic models of ALS. To monitor denervation-dependent gene expression, we determined the effects of short-term acute denervation on the muscle transcriptome after sciatic nerve axotomy."	"ArrayExpress"	"partial"		
"E-MEXP-939"	"Transcription profiling of skeletal muscle from wild type and PGC-1 beta transgenic mice"	"Skeletal muscle must perform a wide range of kinds of work, and different fiber types have evolved to accommodate these different tasks. The attributes of fibers are determined in large part by the coordinated regulation of oxidative capacity, as reflected by mitochondrial content, and the specific makeup of myofibrillar proteins. Adult muscle fibers contain four myosin heavy chain isotypes: I, IIa, IIx and IIb. Type I and IIa fibers have slower twitches and are rich in mitochondria, while type IIb fibers are fast-twitch and predominantly glycolytic. The intermediate IIx fibers are less well understood. Previous work had shown that the transcriptional coactivator PGC-1 alpha could drive the formation of type I and IIa muscle fibers. We show here that mice with transgenic expression of PGC-1 beta in skeletal muscle results in marked induction of IIx fibers. The fibers in transgenic mice are rich in mitochondria and are highly oxidative. As a result, PGC-1 beta transgenic animals can perform oxidative activity for longer and at higher work loads than wild type animals. In cell culture, PGC-1 beta coactivates the MEF2 family of transcription factors to stimulate the MHC IIx promoter. Together, these data indicate that PGC-1 beta is sufficient to drive the formation in vivo of highly oxidative fibers with type IIx characteristics."	"ArrayExpress"	"partial"		
"E-MEXP-1431"	"Transcription profiling of intestine from wild type and Mdm2 knock-out mice"	"Analyzed gene expression in 3-day old mice lacking Mdm2 in the intestine"	"ArrayExpress"	"partial"		
"GSE6916"	"Transcription profiling of mouse embryonic gonads during development and differentiation"	"This SuperSeries is composed of the following subset Series:; GSE6881: Embryonic Testis Developmental Time Course; GSE6882: Embryonic Ovary Developmental Time Course Experiment Overall Design: Refer to individual Series"	"GEO"	"total"		
"GSE1482"	"Transcription profiling of mouse NF+/- and control samples to determine the molecular basis of the neurodevelopmental changes that result from the primary gene mutation"	"Neurofibromatosis 1 (NF1) is a genetic, neurocutaneous syndrome caused by a mutation in the gene encoding neurofibromin. Individuals with NF1 develop growths that define the NF1 phenotype, including Lisch nodules, cafe-au-lait spots, and neurofibromas. However, more than 50% of individuals with NF1 have cognitive deficits, such as learning disorders and attention deficit/hyperactive disorder that are neuroanatomically unrelated to the neurofibromas. The purpose of this study is to determine the molecular basis of the neurodevelopmental changes that result from the primary gene mutation using a mouse model of NF. These mice are heterozygous for the Nf1 gene (NF+/-), and develop learning and memory difficulties that mimic humans, but do not develop tumors. By applying the technique of gene expression profiling to both NF+/- and control mice, we expect get a genetic fingerprint of 12,000 RNA molecules expressed in different parts of the brain during development. Comparison of the genetic fingerprints in these mice during development may help us identify key molecular changes that eventually result in cognitive deficits. Such an understanding of the molecular changes triggered by the primary gene mutation may eventually lead to treatments that prevent the cognitive deficits in NF1."	"GEO"	"partial"		
"GSE7020"	"Transcription profiling of mouse spleens of wild type mice and mutants lacking Nix, a proapoptotic BH3-only factor that is transcriptionally induced during erythropoiesis"	"Normal erythropoiesis requires a critical balance between proapoptotic and antipaoptotic pathways. Bcl-xl, an antiapoptotic protein is induced at end-stages of differentiation of erythroid precursors in response to erythropoietin. The details of the proapoptotic pathway and the critical proapoptotic proteins inhibited by Bcl-xl in erythropoiesis are not well understood. We employed gene targeting to ablate Nix, a proapoptotic BH3-domain only Bcl2 family protein, which is known to be transcriptionally induced during erythropoiesis. Nix null mice exhibited reticulocytosis and thrombocytosis in the peripheral blood; and profound splenomegaly with erythroblastosis in the spleen and bone marrow despite normal erythropoietin levels and blood oxygen tension. In vivo apoptosis was diminished in erythroblast precursors from Nix null spleens. To define the molecular consequences of Nix ablation on apoptosis and erythropoiesis, we conducted a detailed comparative analysis of gene expression in spleens from 8 week old Nix null mice and wild type controls. Of 45,101 genes analyzed, 514 were significantly upregulated and 386 down-regulated in Nix-/- splenocytes. Functional cluster analysis delineated the ten most highly regulated gene sets, revealing increased levels of cell cycle and erythroid genes, with decreased levels of cell death and B-cell genes. Experiment Overall Design: In the study, we hybridized RNA from 8 week old spleens of wild type (WT) control and Nix null mice (Nix-/-) to Affymetrix MOE430A GeneChip arrays containing 45,101 well characterized mouse genes/ESTs."	"GEO"	"partial"		
"E-MEXP-913"	"Transcription profiling of Theiler stage 17 wild type mouse anterior vs posterior mouse sclerotome"	"This experiment was performed in order to identify transcriptional differences between the anterior- and posterior-halves of mouse sclerotome. Cells-derived from the anterior- and posterior-sclerotome-halves from maturing mouse somites were compared to identify transcripts that are differentially expressed between these two halves of the somite. c57b6-/- female mice were time-mated, and at 9.5-dpc embryos were harvested. Theiler stage 17 embryos were selected for dissection. A stripe of segmented paraxial mesoderm corresponding to somites SX-SXVIII (standard somite nomenclature) was dissected from one-side of an embryo. The most anterior-third of up to 7 sclerotomes within each sample were dissected and pooled in RNALater. RNA was isolated using RNeasy Micro RNA extraction spin columns (Qiagen). Reverse transcription and initial cDNA amplification was performed using 18 PCR cycles with the SMART cDNA system (Clontech). Amplified cDNA was then re-amplified and labeled using the GeneChip IVT Labeling Kit (Affymetrix)."	"ArrayExpress"	"total"		
"E-MEXP-731"	"Transcription profiling of hippocampus from wild type and CIC-6 knock-out mice"	"3 pairs of wt and ClC-6 knockout mice, RNA from p14 hippocampus"	"ArrayExpress"	"partial"		
"GSE1358"	"Transcription profiling of murine embryonic testis from the time of the indifferent gonad (11.5dpc) to birth (18.5dpc)"	"Time course of gene expression in the murine embryonic testis from the time of the indifferent gonad (11.5dpc) to birth (18.5dpc)"	"GEO"	"total"		
"E-MEXP-430"	"Transcription profiling of mouse otic vesicle and surrounding mesenchyme and neighboring hindbrain sample from wild type and mouse mutants for FGF3, FGF10 and FGF3/FGF10 double mutants at embryonic day E10"	"Wild-type and mouse mutants for FGF3, FGF10 and FGF3/FGF10 double mutants at embryonic day E10 were analysed by microarrays for downregulated genes. A tissue sample corresponding to an area containing the otic vesicle and surrounding mesenchyme and neighboring hindbrain were isolated from E10 embryos (See Figure 3A of manuscript). Five samples were pooled for RNA preparation. Samples were isolated from wild-type, FGF3, FGF10 and FGF3/FGF10 double mutants. Two RNA samples for each genotype were generated (corresponding to 8 tissue samples). RNA was labeled and hybridized with Affymetrix U74A V2 arrays."	"ArrayExpress"	"partial"		
"E-MEXP-1383"	"Transcription profiling of transgenic mice overexpressing human alpha-synuclein under the PDGF beta promoter to wildtype littermates at 3 months and 9 months of age."	"Microarray comparison of transgenic mice overexpressing human alpha-synuclein under the PDGF beta promoter to wildtype littermates at 3 months and 9 months of age. RNA was extracted from substantia nigral cells that were isolated by laser capture microdissection."	"ArrayExpress"	"partial"		
"GSE1912"	"Transcription profiling of mouse back skin during the hair growth cycle to identify hair cycle-associated genes"	"Identification of hair cycle-associated genes from time-course gene expression profile data by using replicate variance. Proc. Natl. Acad. Sci. USA. (2004)"	"GEO"	"total"		
"GSE4065"	"Transcription profiling of skeletal muscle in AMPK gamma3 mutant (R225Q) transgenic mice and wild type littermates"	"Analysis of AMPK gamma3-dependent transcriptional responses by analyzing global gene expression in the white portion of the gastrocnemius muscle in AMPK gamma3 mutant (R225Q) transgenic mice and corresponding wild type littermates."	"GEO"	"partial"		
"GSE2952"	"Transcription profiling of adipose tissue from wild type and ob/ob mice showing symptoms of obesity and diabetes"	"The expression of adipogenic genes is decreased in obesity and diabetes mellitus ; Samuel T. Nadler*, Jonathan P. Stoehr*, Kathryn L. Schueler*, Gene Tanimoto, Brian S. Yandell, and Alan D. Attie*, ; Departments of * Biochemistry, and Statistics and Horticulture, University of Wisconsin, Madison, WI, 53706; and Affymetrix, Inc., Santa Clara, CA 95051 ; Communicated by Neal L. First, University of Wisconsin, Madison, WI, July 13, 2000 (received for review April 3, 2000) ; Obesity is strongly correlated with type 2 diabetes mellitus, a common disorder of glucose and lipid metabolism. Although adipocytes are critical in obesity, their role in diabetes has only recently been appreciated. We conducted studies by using DNA microarrays to identify differences in gene expression in adipose tissue from lean, obese, and obese-diabetic mice. The expression level of over 11,000 transcripts was analyzed, and 214 transcripts showed significant differences between lean and obese mice. Surprisingly, the expression of genes normally associated with adipocyte differentiation were down-regulated in obesity. Not all obese individuals will become diabetic; many remain normoglycemic despite profound obesity. Understanding the transition to obesity with concomitant diabetes will provide important clues to the pathogenesis of type 2 diabetes. Therefore, we examined the levels of gene expression in adipose tissue from five groups of obese mice with varying degrees of hyperglycemia, and we identified 88 genes whose expression strongly correlated with diabetes severity. This group included many genes that are known to be involved in signal transduction and energy metabolism as well as genes not previously examined in the context of diabetes. Our data show that a decrease in expression of genes normally involved in adipogenesis is associated with obesity, and we further identify genes important for subsequent development of type 2 diabetes mellitus. Experiment Overall Design: For obesity study, lean samples include C57BL/6J lean, (C57BL/6J X BTBR) F1 and BTBR lean, obese sampples incluse C57BL/6J-ob/ob, (C57BL/6J X BTBR) F2-ob/ob and BTBR-ob/ob. All samples are subjected to Mu11K A and B arrays. Experiment Overall Design: For diabetes study, B6-ob/ob, (C57BL/6J X BTBR) F2-ob/ob low glucose, (C57BL/6J X BTBR) F2-ob/ob medium glucose, (C57BL/6J X BTBR) F2-ob/ob high glucose, and BTBR-ob/ob samples were analyzed for genes whose expression levels changes correlated with the plasma glucose levels in these mice. All samples are subjected to Mu11K A and B arrays."	"GEO"	"partial"		
"GSE2437"	"Transcription profiling of murine olfactory epithelium during neuronal death and replacement to study adult neurogenesis in the olfactory epithelium"	"Expression profiling of mRNA abundance in the adult mouse olfactory epithelium during replacement of OSNs forced by the bilateral ablation of the olfactory bulbs. The experiment was done on 6 week old male C57Bl/6 mice. Olfactory epithelium tissue samples were collected on days 1, 5, and 7 after bulbectomy. The cellular processes activated by bulbectomy include apoptosis of mature olfactory sensory neurons, infiltration of macrophages and dendritic cells, stimulation of proliferation of basal cell progenitors, and differentation of new sensory neurons."	"GEO"	"partial"		
"GSE5959"	"Transcription profiling of livers from female C57BL/6J and B6.C3H-6T mice to study differential gene expression in the two strains."	"Several studies have shown that bone mineral density (BMD), a clinically measurable predictor of osteoporotic fracture, is the sum of genetic and environmental influences. In addition, serum IGF-1 levels have been correlated to both BMD and fracture risk. We previously identified a Quantitative Trait Locus (QTL) for Bone Mineral Density (BMD) on mouse Chromosome (Chr) 6 that overlaps a QTL for serum IGF-1. The B6.C3H-6T (6T) congenic mouse is homozygous for C57BL/6J (B6) alleles across the genome except for a 30 cM region on Chr 6 that is homozygous for C3H/HeJ (C3H) alleles. This mouse was created to study biology behind both the BMD and the serum IGF-1 QTLs and to identify the gene(s) underlying these QTLs. Female 6T mice have lower BMD and lower serum IGF-1 levels at all ages measured. As the liver is the major source of serum IGF-1, we examined differential expression in the livers of fasted female B6 and 6T mice by microarray. Experiment Overall Design: The experimental design of this experiment was a simple two-factor experiment, with three biological replicates of each factor (in this case mouse strain, B6.C3H-6T vs. C57BL/6J). Each sample represented one mouse; no samples were pooled. No technical replicated were done."	"GEO"	"partial"		
