"#libraryId"	"experimentId"	"comments"	"annotatorId"	"lastModificationDate"
"SRX1456686"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456687"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456688"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456689"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456690"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456691"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456692"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456693"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456694"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456695"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456696"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456697"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456698"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456699"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456700"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456701"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456702"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456703"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456704"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456705"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456706"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456707"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456708"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456709"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456710"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456711"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456712"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456713"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456714"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456715"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456716"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456717"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456718"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456719"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456720"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456721"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456722"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456723"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456724"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456725"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456726"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456727"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456728"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456729"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456730"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456731"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456732"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456733"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456734"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456735"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456736"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456737"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456738"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456739"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456740"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456741"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456742"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456743"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456744"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456745"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456746"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456747"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456748"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456749"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456750"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456751"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456752"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456753"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456754"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456755"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456756"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456757"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456758"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456759"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456760"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456761"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456762"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456763"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456764"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456765"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456766"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456767"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456768"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456769"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456770"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456771"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456772"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456773"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456774"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456775"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456776"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456777"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456778"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456779"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456780"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456781"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456782"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456783"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456784"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456785"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456786"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456787"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456788"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456789"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456790"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456791"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456792"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456793"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456794"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456795"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456796"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456797"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456798"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456799"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456800"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456801"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456802"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456803"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456804"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456805"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456806"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456807"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456808"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456809"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456810"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456811"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456812"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456813"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456814"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456815"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456816"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456817"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456818"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456819"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456820"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456821"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456822"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456823"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456824"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456825"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456826"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456827"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456828"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456829"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456830"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456831"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456832"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456833"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456834"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456835"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456836"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456837"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456838"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456839"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456840"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456841"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456842"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456843"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456844"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456845"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456846"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456847"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456848"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456849"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456850"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456851"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456852"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456853"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456854"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456855"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456856"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456857"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456858"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456859"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456860"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456861"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456862"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456863"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456864"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456865"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456866"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456867"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456868"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456869"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456870"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456871"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456872"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456873"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456874"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456875"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456876"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456877"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
"SRX1456878"	"SRP066834"	"cells from organoids"	"ANN"	"2018-10-29"
