"#libraryId"	"experimentId"	"platform"	"organId"	"organName"	"uberonId1"	"uberonName1"	"ECO ID1"	"ECO name1"	"uberonId2"	"uberonName2"	"ECO ID2"	"ECO name2"	"genotype"	"stageId"	"stageName"	"Prior cell-type1"	"Post-sequencing cell-type2"	"infoStage"	"sampleTitle"	"sampleSource"	"sampleDescription"	"sampleCharacteristics"	"organAnnotationStatus"	"organBiologicalStatus"	"stageAnnotationStatus"	"stageBiologicalStatus"	"sex"	"strain"	"speciesId"	"comment"	"annotatorId"	"lastModificationDate"	"replicate"	"infoReplicate"	"SRSId"	"tags"	"protocol"	"protocol type"
"SRX1585624"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305332"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585623"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305333"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585622"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305334"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585621"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305335"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585620"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305336"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585619"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305337"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585618"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305338"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585617"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305339"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585616"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305340"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585615"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305341"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585614"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305342"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585613"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"D"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305343"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585612"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"P4"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305344"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585611"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"Cx2"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305345"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585610"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"MSx2"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305346"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585609"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"Ep"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305347"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585608"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"Cx1"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305348"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585607"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"Ea"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305349"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585606"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"MSx1"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305350"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585605"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"ABplx"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305351"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585604"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"ABprx"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305352"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585603"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"ABarx"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305353"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585602"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"ABplx"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305354"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585601"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"ABarx"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305355"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585600"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"ABprx"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305356"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585599"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"D"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305357"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585598"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"P4"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305358"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585597"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"Cx2"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305359"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585596"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"MSx1"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305360"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585595"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"Ea"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305361"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
