libraryId	experimentId	platform	uberonId	uberonName	cellTypeId	cellTypeName	markers	stageId	stageName	infoOrgan	infoCellType	infoStage	sampleTitle	sampleSource	sampleDescription	sampleCharacteristics	cellTypeAnnotationStatus	stageAnnotationStatus	stageBiologicalStatus	sex	strain	speciesId	comment	annotatorId	lastModificationDate	replicate	infoReplicate	SRSId	tags	protocol	protocolType	whiteList	name_sample_id
SRX259160	SRP020490	Illumina HiSeq 2000	UBERON:0019251	4-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	4-cell embryo	4-cell stage blastomere	4-cell stage blastomere	GSM1112545	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	PMID:24408435 All analyzed embryos were derived from 4  to 8  week-old  CAST/EiJ  (CAST) females mated to C57BL/6J (C57) males..Embryos  at  different  stages  of preimplantation   development   were   collected   at   defined   time   periods   after   hCG administration: 20–24 h after hCG (zygotes), 31–32 h (early 2-cell), 39-40 h (mid 2-cell), 46–48 h (late 2-cell), 54–56 h (4-cell), 68–70 h (8-cell), 76–78 h (16-cell), 86–88 h (early blastocysts),  92–94  h  (mid  blastocysts),  and  100–102  h  (late  blastocysts).  The  isolated embryos were further selected and assigned to appropriate samples based on cell numbers (up   to   16-cell   stage)   or   morphology   (blastocysts)...To isolate individual cells from embryos, we first removed the zona pellucida using acid  Tyrode’s  solution  (Sigma),  and  washed  embryos  twice  with  M 2  medium  (Sigma). We  then  used  TrypLE  (Invitrogen)  to  dissociate  embryos  into  single  cells. Incubation time  varied  from  30  seconds  to  5  minutes  depending  on  the  embryonic  stage.  For dissociation  of  blastocyst  embryos,  we  applied  an  additional  mechanical  di ssociation  by mouth pipetting, with a finely pulled glass capillary following TrypLE digestion. Single cells  were  washed  with  DMEM/F12  medium  (Invitrogen)  before  manually  picked  into hypotonic  Smart-seq  lysis  buffer.  We  either  directly  prepared  Smart-seq  cDNA  libraries or snap-froze samples on dry ice and kept at -80°C for future preparation.	ANN	2019-11-26	NA	NA	SRS406830	scRNA-seq	SMART_seq	Full-length	NA	NA
SRX259161	SRP020490	Illumina HiSeq 2000	UBERON:0019251	4-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	4-cell embryo	4-cell stage blastomere	4-cell stage blastomere	GSM1112546	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	PMID:24408435 All analyzed embryos were derived from 4  to 8  week-old  CAST/EiJ  (CAST) females mated to C57BL/6J (C57) males..Embryos  at  different  stages  of preimplantation   development   were   collected   at   defined   time   periods   after   hCG administration: 20–24 h after hCG (zygotes), 31–32 h (early 2-cell), 39-40 h (mid 2-cell), 46–48 h (late 2-cell), 54–56 h (4-cell), 68–70 h (8-cell), 76–78 h (16-cell), 86–88 h (early blastocysts),  92–94  h  (mid  blastocysts),  and  100–102  h  (late  blastocysts).  The  isolated embryos were further selected and assigned to appropriate samples based on cell numbers (up   to   16-cell   stage)   or   morphology   (blastocysts)...To isolate individual cells from embryos, we first removed the zona pellucida using acid  Tyrode’s  solution  (Sigma),  and  washed  embryos  twice  with  M 2  medium  (Sigma). We  then  used  TrypLE  (Invitrogen)  to  dissociate  embryos  into  single  cells. Incubation time  varied  from  30  seconds  to  5  minutes  depending  on  the  embryonic  stage.  For dissociation  of  blastocyst  embryos,  we  applied  an  additional  mechanical  di ssociation  by mouth pipetting, with a finely pulled glass capillary following TrypLE digestion. Single cells  were  washed  with  DMEM/F12  medium  (Invitrogen)  before  manually  picked  into hypotonic  Smart-seq  lysis  buffer.  We  either  directly  prepared  Smart-seq  cDNA  libraries or snap-froze samples on dry ice and kept at -80°C for future preparation.	ANN	2019-11-26	NA	NA	SRS406831	scRNA-seq	SMART_seq	Full-length	NA	NA
SRX259162	SRP020490	Illumina HiSeq 2000	UBERON:0019251	4-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	4-cell embryo	4-cell stage blastomere	4-cell stage blastomere	GSM1112547	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	PMID:24408435 All analyzed embryos were derived from 4  to 8  week-old  CAST/EiJ  (CAST) females mated to C57BL/6J (C57) males..Embryos  at  different  stages  of preimplantation   development   were   collected   at   defined   time   periods   after   hCG administration: 20–24 h after hCG (zygotes), 31–32 h (early 2-cell), 39-40 h (mid 2-cell), 46–48 h (late 2-cell), 54–56 h (4-cell), 68–70 h (8-cell), 76–78 h (16-cell), 86–88 h (early blastocysts),  92–94  h  (mid  blastocysts),  and  100–102  h  (late  blastocysts).  The  isolated embryos were further selected and assigned to appropriate samples based on cell numbers (up   to   16-cell   stage)   or   morphology   (blastocysts)...To isolate individual cells from embryos, we first removed the zona pellucida using acid  Tyrode’s  solution  (Sigma),  and  washed  embryos  twice  with  M 2  medium  (Sigma). We  then  used  TrypLE  (Invitrogen)  to  dissociate  embryos  into  single  cells. Incubation time  varied  from  30  seconds  to  5  minutes  depending  on  the  embryonic  stage.  For dissociation  of  blastocyst  embryos,  we  applied  an  additional  mechanical  di ssociation  by mouth pipetting, with a finely pulled glass capillary following TrypLE digestion. Single cells  were  washed  with  DMEM/F12  medium  (Invitrogen)  before  manually  picked  into hypotonic  Smart-seq  lysis  buffer.  We  either  directly  prepared  Smart-seq  cDNA  libraries or snap-froze samples on dry ice and kept at -80°C for future preparation.	ANN	2019-11-26	NA	NA	SRS406832	scRNA-seq	SMART_seq	Full-length	NA	NA
SRX259163	SRP020490	Illumina HiSeq 2000	UBERON:0019251	4-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	4-cell embryo	4-cell stage blastomere	4-cell stage blastomere	GSM1112548	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	PMID:24408435 All analyzed embryos were derived from 4  to 8  week-old  CAST/EiJ  (CAST) females mated to C57BL/6J (C57) males..Embryos  at  different  stages  of preimplantation   development   were   collected   at   defined   time   periods   after   hCG administration: 20–24 h after hCG (zygotes), 31–32 h (early 2-cell), 39-40 h (mid 2-cell), 46–48 h (late 2-cell), 54–56 h (4-cell), 68–70 h (8-cell), 76–78 h (16-cell), 86–88 h (early blastocysts),  92–94  h  (mid  blastocysts),  and  100–102  h  (late  blastocysts).  The  isolated embryos were further selected and assigned to appropriate samples based on cell numbers (up   to   16-cell   stage)   or   morphology   (blastocysts)...To isolate individual cells from embryos, we first removed the zona pellucida using acid  Tyrode’s  solution  (Sigma),  and  washed  embryos  twice  with  M 2  medium  (Sigma). We  then  used  TrypLE  (Invitrogen)  to  dissociate  embryos  into  single  cells. Incubation time  varied  from  30  seconds  to  5  minutes  depending  on  the  embryonic  stage.  For dissociation  of  blastocyst  embryos,  we  applied  an  additional  mechanical  di ssociation  by mouth pipetting, with a finely pulled glass capillary following TrypLE digestion. Single cells  were  washed  with  DMEM/F12  medium  (Invitrogen)  before  manually  picked  into hypotonic  Smart-seq  lysis  buffer.  We  either  directly  prepared  Smart-seq  cDNA  libraries or snap-froze samples on dry ice and kept at -80°C for future preparation.	ANN	2019-11-26	NA	NA	SRS406833	scRNA-seq	SMART_seq	Full-length	NA	NA
SRX259164	SRP020490	Illumina HiSeq 2000	UBERON:0019251	4-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	4-cell embryo	4-cell stage blastomere	4-cell stage blastomere	GSM1112549	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	PMID:24408435 All analyzed embryos were derived from 4  to 8  week-old  CAST/EiJ  (CAST) females mated to C57BL/6J (C57) males..Embryos  at  different  stages  of preimplantation   development   were   collected   at   defined   time   periods   after   hCG administration: 20–24 h after hCG (zygotes), 31–32 h (early 2-cell), 39-40 h (mid 2-cell), 46–48 h (late 2-cell), 54–56 h (4-cell), 68–70 h (8-cell), 76–78 h (16-cell), 86–88 h (early blastocysts),  92–94  h  (mid  blastocysts),  and  100–102  h  (late  blastocysts).  The  isolated embryos were further selected and assigned to appropriate samples based on cell numbers (up   to   16-cell   stage)   or   morphology   (blastocysts)...To isolate individual cells from embryos, we first removed the zona pellucida using acid  Tyrode’s  solution  (Sigma),  and  washed  embryos  twice  with  M 2  medium  (Sigma). We  then  used  TrypLE  (Invitrogen)  to  dissociate  embryos  into  single  cells. Incubation time  varied  from  30  seconds  to  5  minutes  depending  on  the  embryonic  stage.  For dissociation  of  blastocyst  embryos,  we  applied  an  additional  mechanical  di ssociation  by mouth pipetting, with a finely pulled glass capillary following TrypLE digestion. Single cells  were  washed  with  DMEM/F12  medium  (Invitrogen)  before  manually  picked  into hypotonic  Smart-seq  lysis  buffer.  We  either  directly  prepared  Smart-seq  cDNA  libraries or snap-froze samples on dry ice and kept at -80°C for future preparation.	ANN	2019-11-26	NA	NA	SRS406834	scRNA-seq	SMART_seq	Full-length	NA	NA
SRX259165	SRP020490	Illumina HiSeq 2000	UBERON:0019251	4-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	4-cell embryo	4-cell stage blastomere	4-cell stage blastomere	GSM1112550	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	PMID:24408435 All analyzed embryos were derived from 4  to 8  week-old  CAST/EiJ  (CAST) females mated to C57BL/6J (C57) males..Embryos  at  different  stages  of preimplantation   development   were   collected   at   defined   time   periods   after   hCG administration: 20–24 h after hCG (zygotes), 31–32 h (early 2-cell), 39-40 h (mid 2-cell), 46–48 h (late 2-cell), 54–56 h (4-cell), 68–70 h (8-cell), 76–78 h (16-cell), 86–88 h (early blastocysts),  92–94  h  (mid  blastocysts),  and  100–102  h  (late  blastocysts).  The  isolated embryos were further selected and assigned to appropriate samples based on cell numbers (up   to   16-cell   stage)   or   morphology   (blastocysts)...To isolate individual cells from embryos, we first removed the zona pellucida using acid  Tyrode’s  solution  (Sigma),  and  washed  embryos  twice  with  M 2  medium  (Sigma). We  then  used  TrypLE  (Invitrogen)  to  dissociate  embryos  into  single  cells. Incubation time  varied  from  30  seconds  to  5  minutes  depending  on  the  embryonic  stage.  For dissociation  of  blastocyst  embryos,  we  applied  an  additional  mechanical  di ssociation  by mouth pipetting, with a finely pulled glass capillary following TrypLE digestion. Single cells  were  washed  with  DMEM/F12  medium  (Invitrogen)  before  manually  picked  into hypotonic  Smart-seq  lysis  buffer.  We  either  directly  prepared  Smart-seq  cDNA  libraries or snap-froze samples on dry ice and kept at -80°C for future preparation.	ANN	2019-11-26	NA	NA	SRS406835	scRNA-seq	SMART_seq	Full-length	NA	NA
SRX259166	SRP020490	Illumina HiSeq 2000	UBERON:0019251	4-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	4-cell embryo	4-cell stage blastomere	4-cell stage blastomere	GSM1112551	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	PMID:24408435 All analyzed embryos were derived from 4  to 8  week-old  CAST/EiJ  (CAST) females mated to C57BL/6J (C57) males..Embryos  at  different  stages  of preimplantation   development   were   collected   at   defined   time   periods   after   hCG administration: 20–24 h after hCG (zygotes), 31–32 h (early 2-cell), 39-40 h (mid 2-cell), 46–48 h (late 2-cell), 54–56 h (4-cell), 68–70 h (8-cell), 76–78 h (16-cell), 86–88 h (early blastocysts),  92–94  h  (mid  blastocysts),  and  100–102  h  (late  blastocysts).  The  isolated embryos were further selected and assigned to appropriate samples based on cell numbers (up   to   16-cell   stage)   or   morphology   (blastocysts)...To isolate individual cells from embryos, we first removed the zona pellucida using acid  Tyrode’s  solution  (Sigma),  and  washed  embryos  twice  with  M 2  medium  (Sigma). We  then  used  TrypLE  (Invitrogen)  to  dissociate  embryos  into  single  cells. Incubation time  varied  from  30  seconds  to  5  minutes  depending  on  the  embryonic  stage.  For dissociation  of  blastocyst  embryos,  we  applied  an  additional  mechanical  di ssociation  by mouth pipetting, with a finely pulled glass capillary following TrypLE digestion. Single cells  were  washed  with  DMEM/F12  medium  (Invitrogen)  before  manually  picked  into hypotonic  Smart-seq  lysis  buffer.  We  either  directly  prepared  Smart-seq  cDNA  libraries or snap-froze samples on dry ice and kept at -80°C for future preparation.	ANN	2019-11-26	NA	NA	SRS406836	scRNA-seq	SMART_seq	Full-length	NA	NA
SRX259167	SRP020490	Illumina HiSeq 2000	UBERON:0019251	4-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	4-cell embryo	4-cell stage blastomere	4-cell stage blastomere	GSM1112552	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	PMID:24408435 All analyzed embryos were derived from 4  to 8  week-old  CAST/EiJ  (CAST) females mated to C57BL/6J (C57) males..Embryos  at  different  stages  of preimplantation   development   were   collected   at   defined   time   periods   after   hCG administration: 20–24 h after hCG (zygotes), 31–32 h (early 2-cell), 39-40 h (mid 2-cell), 46–48 h (late 2-cell), 54–56 h (4-cell), 68–70 h (8-cell), 76–78 h (16-cell), 86–88 h (early blastocysts),  92–94  h  (mid  blastocysts),  and  100–102  h  (late  blastocysts).  The  isolated embryos were further selected and assigned to appropriate samples based on cell numbers (up   to   16-cell   stage)   or   morphology   (blastocysts)...To isolate individual cells from embryos, we first removed the zona pellucida using acid  Tyrode’s  solution  (Sigma),  and  washed  embryos  twice  with  M 2  medium  (Sigma). We  then  used  TrypLE  (Invitrogen)  to  dissociate  embryos  into  single  cells. Incubation time  varied  from  30  seconds  to  5  minutes  depending  on  the  embryonic  stage.  For dissociation  of  blastocyst  embryos,  we  applied  an  additional  mechanical  di ssociation  by mouth pipetting, with a finely pulled glass capillary following TrypLE digestion. Single cells  were  washed  with  DMEM/F12  medium  (Invitrogen)  before  manually  picked  into hypotonic  Smart-seq  lysis  buffer.  We  either  directly  prepared  Smart-seq  cDNA  libraries or snap-froze samples on dry ice and kept at -80°C for future preparation.	ANN	2019-11-26	NA	NA	SRS406837	scRNA-seq	SMART_seq	Full-length	NA	NA
SRX259168	SRP020490	Illumina HiSeq 2000	UBERON:0019251	4-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	4-cell embryo	4-cell stage blastomere	4-cell stage blastomere	GSM1112553	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	PMID:24408435 All analyzed embryos were derived from 4  to 8  week-old  CAST/EiJ  (CAST) females mated to C57BL/6J (C57) males..Embryos  at  different  stages  of preimplantation   development   were   collected   at   defined   time   periods   after   hCG administration: 20–24 h after hCG (zygotes), 31–32 h (early 2-cell), 39-40 h (mid 2-cell), 46–48 h (late 2-cell), 54–56 h (4-cell), 68–70 h (8-cell), 76–78 h (16-cell), 86–88 h (early blastocysts),  92–94  h  (mid  blastocysts),  and  100–102  h  (late  blastocysts).  The  isolated embryos were further selected and assigned to appropriate samples based on cell numbers (up   to   16-cell   stage)   or   morphology   (blastocysts)...To isolate individual cells from embryos, we first removed the zona pellucida using acid  Tyrode’s  solution  (Sigma),  and  washed  embryos  twice  with  M 2  medium  (Sigma). We  then  used  TrypLE  (Invitrogen)  to  dissociate  embryos  into  single  cells. Incubation time  varied  from  30  seconds  to  5  minutes  depending  on  the  embryonic  stage.  For dissociation  of  blastocyst  embryos,  we  applied  an  additional  mechanical  di ssociation  by mouth pipetting, with a finely pulled glass capillary following TrypLE digestion. Single cells  were  washed  with  DMEM/F12  medium  (Invitrogen)  before  manually  picked  into hypotonic  Smart-seq  lysis  buffer.  We  either  directly  prepared  Smart-seq  cDNA  libraries or snap-froze samples on dry ice and kept at -80°C for future preparation.	ANN	2019-11-26	NA	NA	SRS406838	scRNA-seq	SMART_seq	Full-length	NA	NA
SRX259218	SRP020490	Illumina HiSeq 2000	UBERON:0019249	2-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	early 2-cell embryo	Early 2-cell stage blastomere (31-32h post-fertilization)	Early 2-cell stage blastomere (31-32h post-fertilization)	GSM1112603	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	Paper PMID:29126398 dataset of mouse embryos (GEO accession: GSE45719), in which 42 F1 embryos of two mouse strains, CAST/Ei and C57BL/6, at 10 stages, including zygote, early 2-cell, middle 2-cell, later 2-cell, 4-cell, 8-cell, 16-cell, early blast, middle blast and later blast stages, were used to determine the expression of maternal and paternal alleles	ANN	2019-11-26	NA	NA	SRS406888	scRNA-seq	SMART_seq	Full-length	NA	NA
SRX259219	SRP020490	Illumina HiSeq 2000	UBERON:0019249	2-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	early 2-cell embryo	Early 2-cell stage blastomere (31-32h post-fertilization)	Early 2-cell stage blastomere (31-32h post-fertilization)	GSM1112604	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	Paper PMID:29126398 dataset of mouse embryos (GEO accession: GSE45719), in which 42 F1 embryos of two mouse strains, CAST/Ei and C57BL/6, at 10 stages, including zygote, early 2-cell, middle 2-cell, later 2-cell, 4-cell, 8-cell, 16-cell, early blast, middle blast and later blast stages, were used to determine the expression of maternal and paternal alleles	ANN	2019-11-26	NA	NA	SRS406889	scRNA-seq	SMART_seq	Full-length	NA	NA
SRX259220	SRP020490	Illumina HiSeq 2000	UBERON:0019249	2-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	early 2-cell embryo	Early 2-cell stage blastomere (31-32h post-fertilization)	Early 2-cell stage blastomere (31-32h post-fertilization)	GSM1112605	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	Paper PMID:29126398 dataset of mouse embryos (GEO accession: GSE45719), in which 42 F1 embryos of two mouse strains, CAST/Ei and C57BL/6, at 10 stages, including zygote, early 2-cell, middle 2-cell, later 2-cell, 4-cell, 8-cell, 16-cell, early blast, middle blast and later blast stages, were used to determine the expression of maternal and paternal alleles	ANN	2019-11-26	NA	NA	SRS406890	scRNA-seq	SMART_seq	Full-length	NA	NA
SRX259221	SRP020490	Illumina HiSeq 2000	UBERON:0019249	2-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	early 2-cell embryo	Early 2-cell stage blastomere (31-32h post-fertilization)	Early 2-cell stage blastomere (31-32h post-fertilization)	GSM1112606	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	Paper PMID:29126398 dataset of mouse embryos (GEO accession: GSE45719), in which 42 F1 embryos of two mouse strains, CAST/Ei and C57BL/6, at 10 stages, including zygote, early 2-cell, middle 2-cell, later 2-cell, 4-cell, 8-cell, 16-cell, early blast, middle blast and later blast stages, were used to determine the expression of maternal and paternal alleles	ANN	2019-11-26	NA	NA	SRS406891	scRNA-seq	SMART_seq	Full-length	NA	NA
SRX259222	SRP020490	Illumina HiSeq 2000	UBERON:0019249	2-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	early 2-cell embryo	Early 2-cell stage blastomere (31-32h post-fertilization)	Early 2-cell stage blastomere (31-32h post-fertilization)	GSM1112607	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	Paper PMID:29126398 dataset of mouse embryos (GEO accession: GSE45719), in which 42 F1 embryos of two mouse strains, CAST/Ei and C57BL/6, at 10 stages, including zygote, early 2-cell, middle 2-cell, later 2-cell, 4-cell, 8-cell, 16-cell, early blast, middle blast and later blast stages, were used to determine the expression of maternal and paternal alleles	ANN	2019-11-26	NA	NA	SRS406892	scRNA-seq	SMART_seq	Full-length	NA	NA
SRX259223	SRP020490	Illumina HiSeq 2000	UBERON:0019249	2-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	early 2-cell embryo	Early 2-cell stage blastomere (31-32h post-fertilization)	Early 2-cell stage blastomere (31-32h post-fertilization)	GSM1112608	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	Paper PMID:29126398 dataset of mouse embryos (GEO accession: GSE45719), in which 42 F1 embryos of two mouse strains, CAST/Ei and C57BL/6, at 10 stages, including zygote, early 2-cell, middle 2-cell, later 2-cell, 4-cell, 8-cell, 16-cell, early blast, middle blast and later blast stages, were used to determine the expression of maternal and paternal alleles	ANN	2019-11-26	NA	NA	SRS406893	scRNA-seq	SMART_seq	Full-length	NA	NA
SRX259224	SRP020490	Illumina HiSeq 2000	UBERON:0019249	2-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	early 2-cell embryo	Early 2-cell stage blastomere (31-32h post-fertilization)	Early 2-cell stage blastomere (31-32h post-fertilization)	GSM1112609	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	Paper PMID:29126398 dataset of mouse embryos (GEO accession: GSE45719), in which 42 F1 embryos of two mouse strains, CAST/Ei and C57BL/6, at 10 stages, including zygote, early 2-cell, middle 2-cell, later 2-cell, 4-cell, 8-cell, 16-cell, early blast, middle blast and later blast stages, were used to determine the expression of maternal and paternal alleles	ANN	2019-11-26	NA	NA	SRS406894	scRNA-seq	SMART_seq	Full-length	NA	NA
SRX259225	SRP020490	Illumina HiSeq 2000	UBERON:0019249	2-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	early 2-cell embryo	Early 2-cell stage blastomere (31-32h post-fertilization)	Early 2-cell stage blastomere (31-32h post-fertilization)	GSM1112610	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	Paper PMID:29126398 dataset of mouse embryos (GEO accession: GSE45719), in which 42 F1 embryos of two mouse strains, CAST/Ei and C57BL/6, at 10 stages, including zygote, early 2-cell, middle 2-cell, later 2-cell, 4-cell, 8-cell, 16-cell, early blast, middle blast and later blast stages, were used to determine the expression of maternal and paternal alleles	ANN	2019-11-26	NA	NA	SRS406895	scRNA-seq	SMART_seq	Full-length	NA	NA
SRX259269	SRP020490	Illumina HiSeq 2000	UBERON:0019249	2-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	late 2-cell embryo	Late 2-cell stage blastomere (46-48h post-fertilization)	Late 2-cell stage blastomere (46-48h post-fertilization)	GSM1112654	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	Paper PMID:29126398 dataset of mouse embryos (GEO accession: GSE45719), in which 42 F1 embryos of two mouse strains, CAST/Ei and C57BL/6, at 10 stages, including zygote, early 2-cell, middle 2-cell, later 2-cell, 4-cell, 8-cell, 16-cell, early blast, middle blast and later blast stages, were used to determine the expression of maternal and paternal alleles	ANN	2019-11-26	NA	NA	SRS406939	scRNA-seq	SMART_seq	Full-length	NA	NA
SRX259270	SRP020490	Illumina HiSeq 2000	UBERON:0019249	2-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	late 2-cell embryo	Late 2-cell stage blastomere (46-48h post-fertilization)	Late 2-cell stage blastomere (46-48h post-fertilization)	GSM1112655	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	Paper PMID:29126398 dataset of mouse embryos (GEO accession: GSE45719), in which 42 F1 embryos of two mouse strains, CAST/Ei and C57BL/6, at 10 stages, including zygote, early 2-cell, middle 2-cell, later 2-cell, 4-cell, 8-cell, 16-cell, early blast, middle blast and later blast stages, were used to determine the expression of maternal and paternal alleles	ANN	2019-11-26	NA	NA	SRS406940	scRNA-seq	SMART_seq	Full-length	NA	NA
SRX259271	SRP020490	Illumina HiSeq 2000	UBERON:0019249	2-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	late 2-cell embryo	Late 2-cell stage blastomere (46-48h post-fertilization)	Late 2-cell stage blastomere (46-48h post-fertilization)	GSM1112656	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	Paper PMID:29126398 dataset of mouse embryos (GEO accession: GSE45719), in which 42 F1 embryos of two mouse strains, CAST/Ei and C57BL/6, at 10 stages, including zygote, early 2-cell, middle 2-cell, later 2-cell, 4-cell, 8-cell, 16-cell, early blast, middle blast and later blast stages, were used to determine the expression of maternal and paternal alleles	ANN	2019-11-26	NA	NA	SRS406941	scRNA-seq	SMART_seq	Full-length	NA	NA
SRX259272	SRP020490	Illumina HiSeq 2000	UBERON:0019249	2-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	late 2-cell embryo	Late 2-cell stage blastomere (46-48h post-fertilization)	Late 2-cell stage blastomere (46-48h post-fertilization)	GSM1112657	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	Paper PMID:29126398 dataset of mouse embryos (GEO accession: GSE45719), in which 42 F1 embryos of two mouse strains, CAST/Ei and C57BL/6, at 10 stages, including zygote, early 2-cell, middle 2-cell, later 2-cell, 4-cell, 8-cell, 16-cell, early blast, middle blast and later blast stages, were used to determine the expression of maternal and paternal alleles	ANN	2019-11-26	NA	NA	SRS406942	scRNA-seq	SMART_seq	Full-length	NA	NA
SRX259273	SRP020490	Illumina HiSeq 2000	UBERON:0019249	2-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	late 2-cell embryo	Late 2-cell stage blastomere (46-48h post-fertilization)	Late 2-cell stage blastomere (46-48h post-fertilization)	GSM1112658	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	Paper PMID:29126398 dataset of mouse embryos (GEO accession: GSE45719), in which 42 F1 embryos of two mouse strains, CAST/Ei and C57BL/6, at 10 stages, including zygote, early 2-cell, middle 2-cell, later 2-cell, 4-cell, 8-cell, 16-cell, early blast, middle blast and later blast stages, were used to determine the expression of maternal and paternal alleles	ANN	2019-11-26	NA	NA	SRS406943	scRNA-seq	SMART_seq	Full-length	NA	NA
SRX259274	SRP020490	Illumina HiSeq 2000	UBERON:0019249	2-cell stage embryo	CL:0000353	blastoderm cell		MmusDv:0000005	Theiler stage 02	late 2-cell embryo	Late 2-cell stage blastomere (46-48h post-fertilization)	Late 2-cell stage blastomere (46-48h post-fertilization)	GSM1112659	NA	NA	NA	perfect match	missing child term	not documented	(Missing)	CAST/EiJ(mother) x C57BL/6J(father)	10090	Paper PMID:29126398 dataset of mouse embryos (GEO accession: GSE45719), in which 42 F1 embryos of two mouse strains, CAST/Ei and C57BL/6, at 10 stages, including zygote, early 2-cell, middle 2-cell, later 2-cell, 4-cell, 8-cell, 16-cell, early blast, middle blast and later blast stages, were used to determine the expression of maternal and paternal alleles	ANN	2019-11-26	NA	NA	SRS406944	scRNA-seq	SMART_seq	Full-length	NA	NA
