libraryId	experimentId	platform	uberonId	uberonName	cellTypeId	cellTypeName	markers	stageId	stageName	infoOrgan	infoCellType	infoStage	sampleTitle	sampleSource	sampleDescription	sampleCharacteristics	cellTypeAnnotationStatus	stageAnnotationStatus	stageBiologicalStatus	sex	strain	speciesId	comment	annotatorId	lastModificationDate	replicate	infoReplicate	SRSId	tags	protocol	protocolType	whiteList	name_sample_id
SRX2416250	SRP094958	Illumina HiSeq 2500	UBERON:0000473	testis	CL:0000020	spermatogonium	KIT+	UBERON:0000104	life cycle	testes	Spermatogonia	NA	GSM2425058	NA	NA	NA	perfect match	other	not documented	M	(Missing)	9606	PMID:28985528 Multiple lines of evidence support SSEA4 as a marker of hSSCs, and c-KIT as a marker of spermatogonia committing/committed to differentiation (Izadyar et al., 2011, Valli et al., 2014a) (Figure 1A). Both SSEA4+ hSSCs and subsequent c-KIT+ spermatogonia reside within an intermediate compartment formed between the basal lamina and cell junctions formed by Sertoli cells, which allow migrating spermatocytes to pass to the adluminal compartment (Figure 1A). We isolated SSEA4+ hSSCs and c-KIT+ spermatogonia from whole adult human testis, from five patients experiencing idiopathic pain, not involving cancer or major inflammation.	ANN	2019-11-26	NA	NA	SRS1853829	scRNA-seq	Fluidigm C1 instrument and Nextera XT protocol	Full-length	NA	NA
SRX2416251	SRP094958	Illumina HiSeq 2500	UBERON:0000473	testis	CL:0000020	spermatogonium	KIT+	UBERON:0000104	life cycle	testes	Spermatogonia	NA	GSM2425059	NA	NA	NA	perfect match	other	not documented	M	(Missing)	9606	PMID:28985528 Multiple lines of evidence support SSEA4 as a marker of hSSCs, and c-KIT as a marker of spermatogonia committing/committed to differentiation (Izadyar et al., 2011, Valli et al., 2014a) (Figure 1A). Both SSEA4+ hSSCs and subsequent c-KIT+ spermatogonia reside within an intermediate compartment formed between the basal lamina and cell junctions formed by Sertoli cells, which allow migrating spermatocytes to pass to the adluminal compartment (Figure 1A). We isolated SSEA4+ hSSCs and c-KIT+ spermatogonia from whole adult human testis, from five patients experiencing idiopathic pain, not involving cancer or major inflammation.	ANN	2019-11-26	NA	NA	SRS1853831	scRNA-seq	Fluidigm C1 instrument and Nextera XT protocol	Full-length	NA	NA
SRX2416252	SRP094958	Illumina HiSeq 2500	UBERON:0000473	testis	CL:0000020	spermatogonium	KIT+	UBERON:0000104	life cycle	testes	Spermatogonia	NA	GSM2425060	NA	NA	NA	perfect match	other	not documented	M	(Missing)	9606	PMID:28985528 Multiple lines of evidence support SSEA4 as a marker of hSSCs, and c-KIT as a marker of spermatogonia committing/committed to differentiation (Izadyar et al., 2011, Valli et al., 2014a) (Figure 1A). Both SSEA4+ hSSCs and subsequent c-KIT+ spermatogonia reside within an intermediate compartment formed between the basal lamina and cell junctions formed by Sertoli cells, which allow migrating spermatocytes to pass to the adluminal compartment (Figure 1A). We isolated SSEA4+ hSSCs and c-KIT+ spermatogonia from whole adult human testis, from five patients experiencing idiopathic pain, not involving cancer or major inflammation.	ANN	2019-11-26	NA	NA	SRS1853830	scRNA-seq	Fluidigm C1 instrument and Nextera XT protocol	Full-length	NA	NA
SRX2416253	SRP094958	Illumina HiSeq 2500	UBERON:0000473	testis	CL:0000020	spermatogonium	KIT+	UBERON:0000104	life cycle	testes	Spermatogonia	NA	GSM2425061	NA	NA	NA	perfect match	other	not documented	M	(Missing)	9606	PMID:28985528 Multiple lines of evidence support SSEA4 as a marker of hSSCs, and c-KIT as a marker of spermatogonia committing/committed to differentiation (Izadyar et al., 2011, Valli et al., 2014a) (Figure 1A). Both SSEA4+ hSSCs and subsequent c-KIT+ spermatogonia reside within an intermediate compartment formed between the basal lamina and cell junctions formed by Sertoli cells, which allow migrating spermatocytes to pass to the adluminal compartment (Figure 1A). We isolated SSEA4+ hSSCs and c-KIT+ spermatogonia from whole adult human testis, from five patients experiencing idiopathic pain, not involving cancer or major inflammation.	ANN	2019-11-26	NA	NA	SRS1853832	scRNA-seq	Fluidigm C1 instrument and Nextera XT protocol	Full-length	NA	NA
SRX2416254	SRP094958	Illumina HiSeq 2500	UBERON:0000473	testis	CL:0000020	spermatogonium	KIT+	UBERON:0000104	life cycle	testes	Spermatogonia	NA	GSM2425062	NA	NA	NA	perfect match	other	not documented	M	(Missing)	9606	PMID:28985528 Multiple lines of evidence support SSEA4 as a marker of hSSCs, and c-KIT as a marker of spermatogonia committing/committed to differentiation (Izadyar et al., 2011, Valli et al., 2014a) (Figure 1A). Both SSEA4+ hSSCs and subsequent c-KIT+ spermatogonia reside within an intermediate compartment formed between the basal lamina and cell junctions formed by Sertoli cells, which allow migrating spermatocytes to pass to the adluminal compartment (Figure 1A). We isolated SSEA4+ hSSCs and c-KIT+ spermatogonia from whole adult human testis, from five patients experiencing idiopathic pain, not involving cancer or major inflammation.	ANN	2019-11-26	NA	NA	SRS1853833	scRNA-seq	Fluidigm C1 instrument and Nextera XT protocol	Full-length	NA	NA
SRX2416255	SRP094958	Illumina HiSeq 2500	UBERON:0000473	testis	CL:0000020	spermatogonium	KIT+	UBERON:0000104	life cycle	testes	Spermatogonia	NA	GSM2425063	NA	NA	NA	perfect match	other	not documented	M	(Missing)	9606	PMID:28985528 Multiple lines of evidence support SSEA4 as a marker of hSSCs, and c-KIT as a marker of spermatogonia committing/committed to differentiation (Izadyar et al., 2011, Valli et al., 2014a) (Figure 1A). Both SSEA4+ hSSCs and subsequent c-KIT+ spermatogonia reside within an intermediate compartment formed between the basal lamina and cell junctions formed by Sertoli cells, which allow migrating spermatocytes to pass to the adluminal compartment (Figure 1A). We isolated SSEA4+ hSSCs and c-KIT+ spermatogonia from whole adult human testis, from five patients experiencing idiopathic pain, not involving cancer or major inflammation.	ANN	2019-11-26	NA	NA	SRS1853834	scRNA-seq	Fluidigm C1 instrument and Nextera XT protocol	Full-length	NA	NA
SRX2416256	SRP094958	Illumina HiSeq 2500	UBERON:0000473	testis	CL:0000020	spermatogonium	KIT+	UBERON:0000104	life cycle	testes	Spermatogonia	NA	GSM2425064	NA	NA	NA	perfect match	other	not documented	M	(Missing)	9606	PMID:28985528 Multiple lines of evidence support SSEA4 as a marker of hSSCs, and c-KIT as a marker of spermatogonia committing/committed to differentiation (Izadyar et al., 2011, Valli et al., 2014a) (Figure 1A). Both SSEA4+ hSSCs and subsequent c-KIT+ spermatogonia reside within an intermediate compartment formed between the basal lamina and cell junctions formed by Sertoli cells, which allow migrating spermatocytes to pass to the adluminal compartment (Figure 1A). We isolated SSEA4+ hSSCs and c-KIT+ spermatogonia from whole adult human testis, from five patients experiencing idiopathic pain, not involving cancer or major inflammation.	ANN	2019-11-26	NA	NA	SRS1853835	scRNA-seq	Fluidigm C1 instrument and Nextera XT protocol	Full-length	NA	NA
SRX2416257	SRP094958	Illumina HiSeq 2500	UBERON:0000473	testis	CL:0000020	spermatogonium	KIT+	UBERON:0000104	life cycle	testes	Spermatogonia	NA	GSM2425065	NA	NA	NA	perfect match	other	not documented	M	(Missing)	9606	PMID:28985528 Multiple lines of evidence support SSEA4 as a marker of hSSCs, and c-KIT as a marker of spermatogonia committing/committed to differentiation (Izadyar et al., 2011, Valli et al., 2014a) (Figure 1A). Both SSEA4+ hSSCs and subsequent c-KIT+ spermatogonia reside within an intermediate compartment formed between the basal lamina and cell junctions formed by Sertoli cells, which allow migrating spermatocytes to pass to the adluminal compartment (Figure 1A). We isolated SSEA4+ hSSCs and c-KIT+ spermatogonia from whole adult human testis, from five patients experiencing idiopathic pain, not involving cancer or major inflammation.	ANN	2019-11-26	NA	NA	SRS1853836	scRNA-seq	Fluidigm C1 instrument and Nextera XT protocol	Full-length	NA	NA
SRX2416258	SRP094958	Illumina HiSeq 2500	UBERON:0000473	testis	CL:0000020	spermatogonium	KIT+	UBERON:0000104	life cycle	testes	Spermatogonia	NA	GSM2425066	NA	NA	NA	perfect match	other	not documented	M	(Missing)	9606	PMID:28985528 Multiple lines of evidence support SSEA4 as a marker of hSSCs, and c-KIT as a marker of spermatogonia committing/committed to differentiation (Izadyar et al., 2011, Valli et al., 2014a) (Figure 1A). Both SSEA4+ hSSCs and subsequent c-KIT+ spermatogonia reside within an intermediate compartment formed between the basal lamina and cell junctions formed by Sertoli cells, which allow migrating spermatocytes to pass to the adluminal compartment (Figure 1A). We isolated SSEA4+ hSSCs and c-KIT+ spermatogonia from whole adult human testis, from five patients experiencing idiopathic pain, not involving cancer or major inflammation.	ANN	2019-11-26	NA	NA	SRS1853837	scRNA-seq	Fluidigm C1 instrument and Nextera XT protocol	Full-length	NA	NA
SRX2416259	SRP094958	Illumina HiSeq 2500	UBERON:0000473	testis	CL:0000020	spermatogonium	KIT+	UBERON:0000104	life cycle	testes	Spermatogonia	NA	GSM2425067	NA	NA	NA	perfect match	other	not documented	M	(Missing)	9606	PMID:28985528 Multiple lines of evidence support SSEA4 as a marker of hSSCs, and c-KIT as a marker of spermatogonia committing/committed to differentiation (Izadyar et al., 2011, Valli et al., 2014a) (Figure 1A). Both SSEA4+ hSSCs and subsequent c-KIT+ spermatogonia reside within an intermediate compartment formed between the basal lamina and cell junctions formed by Sertoli cells, which allow migrating spermatocytes to pass to the adluminal compartment (Figure 1A). We isolated SSEA4+ hSSCs and c-KIT+ spermatogonia from whole adult human testis, from five patients experiencing idiopathic pain, not involving cancer or major inflammation.	ANN	2019-11-26	NA	NA	SRS1853838	scRNA-seq	Fluidigm C1 instrument and Nextera XT protocol	Full-length	NA	NA
SRX2416260	SRP094958	Illumina HiSeq 2500	UBERON:0000473	testis	CL:0000020	spermatogonium	KIT+	UBERON:0000104	life cycle	testes	Spermatogonia	NA	GSM2425068	NA	NA	NA	perfect match	other	not documented	M	(Missing)	9606	PMID:28985528 Multiple lines of evidence support SSEA4 as a marker of hSSCs, and c-KIT as a marker of spermatogonia committing/committed to differentiation (Izadyar et al., 2011, Valli et al., 2014a) (Figure 1A). Both SSEA4+ hSSCs and subsequent c-KIT+ spermatogonia reside within an intermediate compartment formed between the basal lamina and cell junctions formed by Sertoli cells, which allow migrating spermatocytes to pass to the adluminal compartment (Figure 1A). We isolated SSEA4+ hSSCs and c-KIT+ spermatogonia from whole adult human testis, from five patients experiencing idiopathic pain, not involving cancer or major inflammation.	ANN	2019-11-26	NA	NA	SRS1853839	scRNA-seq	Fluidigm C1 instrument and Nextera XT protocol	Full-length	NA	NA
SRX2416261	SRP094958	Illumina HiSeq 2500	UBERON:0000473	testis	CL:0000020	spermatogonium	KIT+	UBERON:0000104	life cycle	testes	Spermatogonia	NA	GSM2425069	NA	NA	NA	perfect match	other	not documented	M	(Missing)	9606	PMID:28985528 Multiple lines of evidence support SSEA4 as a marker of hSSCs, and c-KIT as a marker of spermatogonia committing/committed to differentiation (Izadyar et al., 2011, Valli et al., 2014a) (Figure 1A). Both SSEA4+ hSSCs and subsequent c-KIT+ spermatogonia reside within an intermediate compartment formed between the basal lamina and cell junctions formed by Sertoli cells, which allow migrating spermatocytes to pass to the adluminal compartment (Figure 1A). We isolated SSEA4+ hSSCs and c-KIT+ spermatogonia from whole adult human testis, from five patients experiencing idiopathic pain, not involving cancer or major inflammation.	ANN	2019-11-26	NA	NA	SRS1853840	scRNA-seq	Fluidigm C1 instrument and Nextera XT protocol	Full-length	NA	NA
SRX2416262	SRP094958	Illumina HiSeq 2500	UBERON:0000473	testis	CL:0000020	spermatogonium	KIT+	UBERON:0000104	life cycle	testes	Spermatogonia	NA	GSM2425070	NA	NA	NA	perfect match	other	not documented	M	(Missing)	9606	PMID:28985528 Multiple lines of evidence support SSEA4 as a marker of hSSCs, and c-KIT as a marker of spermatogonia committing/committed to differentiation (Izadyar et al., 2011, Valli et al., 2014a) (Figure 1A). Both SSEA4+ hSSCs and subsequent c-KIT+ spermatogonia reside within an intermediate compartment formed between the basal lamina and cell junctions formed by Sertoli cells, which allow migrating spermatocytes to pass to the adluminal compartment (Figure 1A). We isolated SSEA4+ hSSCs and c-KIT+ spermatogonia from whole adult human testis, from five patients experiencing idiopathic pain, not involving cancer or major inflammation.	ANN	2019-11-26	NA	NA	SRS1853841	scRNA-seq	Fluidigm C1 instrument and Nextera XT protocol	Full-length	NA	NA
SRX2416263	SRP094958	Illumina HiSeq 2500	UBERON:0000473	testis	CL:0000020	spermatogonium	KIT+	UBERON:0000104	life cycle	testes	Spermatogonia	NA	GSM2425071	NA	NA	NA	perfect match	other	not documented	M	(Missing)	9606	PMID:28985528 Multiple lines of evidence support SSEA4 as a marker of hSSCs, and c-KIT as a marker of spermatogonia committing/committed to differentiation (Izadyar et al., 2011, Valli et al., 2014a) (Figure 1A). Both SSEA4+ hSSCs and subsequent c-KIT+ spermatogonia reside within an intermediate compartment formed between the basal lamina and cell junctions formed by Sertoli cells, which allow migrating spermatocytes to pass to the adluminal compartment (Figure 1A). We isolated SSEA4+ hSSCs and c-KIT+ spermatogonia from whole adult human testis, from five patients experiencing idiopathic pain, not involving cancer or major inflammation.	ANN	2019-11-26	NA	NA	SRS1853842	scRNA-seq	Fluidigm C1 instrument and Nextera XT protocol	Full-length	NA	NA
SRX2416264	SRP094958	Illumina HiSeq 2500	UBERON:0000473	testis	CL:0000020	spermatogonium	KIT+	UBERON:0000104	life cycle	testes	Spermatogonia	NA	GSM2425072	NA	NA	NA	perfect match	other	not documented	M	(Missing)	9606	PMID:28985528 Multiple lines of evidence support SSEA4 as a marker of hSSCs, and c-KIT as a marker of spermatogonia committing/committed to differentiation (Izadyar et al., 2011, Valli et al., 2014a) (Figure 1A). Both SSEA4+ hSSCs and subsequent c-KIT+ spermatogonia reside within an intermediate compartment formed between the basal lamina and cell junctions formed by Sertoli cells, which allow migrating spermatocytes to pass to the adluminal compartment (Figure 1A). We isolated SSEA4+ hSSCs and c-KIT+ spermatogonia from whole adult human testis, from five patients experiencing idiopathic pain, not involving cancer or major inflammation.	ANN	2019-11-26	NA	NA	SRS1853843	scRNA-seq	Fluidigm C1 instrument and Nextera XT protocol	Full-length	NA	NA
SRX2416265	SRP094958	Illumina HiSeq 2500	UBERON:0000473	testis	CL:0000020	spermatogonium	KIT+	UBERON:0000104	life cycle	testes	Spermatogonia	NA	GSM2425073	NA	NA	NA	perfect match	other	not documented	M	(Missing)	9606	PMID:28985528 Multiple lines of evidence support SSEA4 as a marker of hSSCs, and c-KIT as a marker of spermatogonia committing/committed to differentiation (Izadyar et al., 2011, Valli et al., 2014a) (Figure 1A). Both SSEA4+ hSSCs and subsequent c-KIT+ spermatogonia reside within an intermediate compartment formed between the basal lamina and cell junctions formed by Sertoli cells, which allow migrating spermatocytes to pass to the adluminal compartment (Figure 1A). We isolated SSEA4+ hSSCs and c-KIT+ spermatogonia from whole adult human testis, from five patients experiencing idiopathic pain, not involving cancer or major inflammation.	ANN	2019-11-26	NA	NA	SRS1853844	scRNA-seq	Fluidigm C1 instrument and Nextera XT protocol	Full-length	NA	NA
SRX995920	SRP057196	NextSeq 500	UBERON:0000956	cerebral cortex	CL:0002609	neuron of cerebral cortex		HsapDv:0000131	37-year-old human stage	cortex	neurons	postnatal 37 years	AB_S11	NA	NA	NA	perfect match	perfect match	not documented	(Missing)	(Missing)	9606	PMID:26060301 We used single cell RNA sequencing to interrogate the heterogeneity of the adult human cortex in an approach that combines transcriptome-wide analysis with single cell resolution. Brain tissue was obtained from living subjects who underwent temporal lobectomy for medically refractory seizures and mesial temporal sclerosis (MTS). In these patients, a small piece (0.5–3 g) of anterior temporal lobe was resected during the surgical approach to deeper areas of the brain and was considered normal by all detectable means including electroencephalogram (EEG) and pathological examination. We also performed a set of experiments with cortex from prenatal brain at the age of 16–18 weeks postgestation.	ANN	2019-11-26	NA	NA	SRS910582	scRNA-seq	SMARTer Ultra Low	Full-length	NA	NA
SRX995921	SRP057196	NextSeq 500	UBERON:0000956	cerebral cortex	CL:0002609	neuron of cerebral cortex		HsapDv:0000131	37-year-old human stage	cortex	neurons	postnatal 37 years	AB_S11	NA	NA	NA	perfect match	perfect match	not documented	(Missing)	(Missing)	9606	PMID:26060301 We used single cell RNA sequencing to interrogate the heterogeneity of the adult human cortex in an approach that combines transcriptome-wide analysis with single cell resolution. Brain tissue was obtained from living subjects who underwent temporal lobectomy for medically refractory seizures and mesial temporal sclerosis (MTS). In these patients, a small piece (0.5–3 g) of anterior temporal lobe was resected during the surgical approach to deeper areas of the brain and was considered normal by all detectable means including electroencephalogram (EEG) and pathological examination. We also performed a set of experiments with cortex from prenatal brain at the age of 16–18 weeks postgestation.	ANN	2019-11-26	NA	NA	SRS910581	scRNA-seq	SMARTer Ultra Low	Full-length	NA	NA
SRX995923	SRP057196	NextSeq 500	UBERON:0000956	cerebral cortex	CL:0002609	neuron of cerebral cortex		HsapDv:0000131	37-year-old human stage	cortex	neurons	postnatal 37 years	AB_S11	NA	NA	NA	perfect match	perfect match	not documented	(Missing)	(Missing)	9606	PMID:26060301 We used single cell RNA sequencing to interrogate the heterogeneity of the adult human cortex in an approach that combines transcriptome-wide analysis with single cell resolution. Brain tissue was obtained from living subjects who underwent temporal lobectomy for medically refractory seizures and mesial temporal sclerosis (MTS). In these patients, a small piece (0.5–3 g) of anterior temporal lobe was resected during the surgical approach to deeper areas of the brain and was considered normal by all detectable means including electroencephalogram (EEG) and pathological examination. We also performed a set of experiments with cortex from prenatal brain at the age of 16–18 weeks postgestation.	ANN	2019-11-26	NA	NA	SRS910579	scRNA-seq	SMARTer Ultra Low	Full-length	NA	NA
SRX995925	SRP057196	NextSeq 500	UBERON:0000956	cerebral cortex	CL:0002609	neuron of cerebral cortex		HsapDv:0000131	37-year-old human stage	cortex	neurons	postnatal 37 years	AB_S11	NA	NA	NA	perfect match	perfect match	not documented	(Missing)	(Missing)	9606	PMID:26060301 We used single cell RNA sequencing to interrogate the heterogeneity of the adult human cortex in an approach that combines transcriptome-wide analysis with single cell resolution. Brain tissue was obtained from living subjects who underwent temporal lobectomy for medically refractory seizures and mesial temporal sclerosis (MTS). In these patients, a small piece (0.5–3 g) of anterior temporal lobe was resected during the surgical approach to deeper areas of the brain and was considered normal by all detectable means including electroencephalogram (EEG) and pathological examination. We also performed a set of experiments with cortex from prenatal brain at the age of 16–18 weeks postgestation.	ANN	2019-11-26	NA	NA	SRS910577	scRNA-seq	SMARTer Ultra Low	Full-length	NA	NA
SRX995927	SRP057196	NextSeq 500	UBERON:0000956	cerebral cortex	CL:0002609	neuron of cerebral cortex		HsapDv:0000131	37-year-old human stage	cortex	neurons	postnatal 37 years	AB_S11	NA	NA	NA	perfect match	perfect match	not documented	(Missing)	(Missing)	9606	PMID:26060301 We used single cell RNA sequencing to interrogate the heterogeneity of the adult human cortex in an approach that combines transcriptome-wide analysis with single cell resolution. Brain tissue was obtained from living subjects who underwent temporal lobectomy for medically refractory seizures and mesial temporal sclerosis (MTS). In these patients, a small piece (0.5–3 g) of anterior temporal lobe was resected during the surgical approach to deeper areas of the brain and was considered normal by all detectable means including electroencephalogram (EEG) and pathological examination. We also performed a set of experiments with cortex from prenatal brain at the age of 16–18 weeks postgestation.	ANN	2019-11-26	NA	NA	SRS910575	scRNA-seq	SMARTer Ultra Low	Full-length	NA	NA
SRX995929	SRP057196	NextSeq 500	UBERON:0000956	cerebral cortex	CL:0002609	neuron of cerebral cortex		HsapDv:0000131	37-year-old human stage	cortex	neurons	postnatal 37 years	AB_S11	NA	NA	NA	perfect match	perfect match	not documented	(Missing)	(Missing)	9606	PMID:26060301 We used single cell RNA sequencing to interrogate the heterogeneity of the adult human cortex in an approach that combines transcriptome-wide analysis with single cell resolution. Brain tissue was obtained from living subjects who underwent temporal lobectomy for medically refractory seizures and mesial temporal sclerosis (MTS). In these patients, a small piece (0.5–3 g) of anterior temporal lobe was resected during the surgical approach to deeper areas of the brain and was considered normal by all detectable means including electroencephalogram (EEG) and pathological examination. We also performed a set of experiments with cortex from prenatal brain at the age of 16–18 weeks postgestation.	ANN	2019-11-26	NA	NA	SRS910573	scRNA-seq	SMARTer Ultra Low	Full-length	NA	NA
SRX995930	SRP057196	NextSeq 500	UBERON:0000956	cerebral cortex	CL:0002609	neuron of cerebral cortex		HsapDv:0000131	37-year-old human stage	cortex	neurons	postnatal 37 years	AB_S11	NA	NA	NA	perfect match	perfect match	not documented	(Missing)	(Missing)	9606	PMID:26060301 We used single cell RNA sequencing to interrogate the heterogeneity of the adult human cortex in an approach that combines transcriptome-wide analysis with single cell resolution. Brain tissue was obtained from living subjects who underwent temporal lobectomy for medically refractory seizures and mesial temporal sclerosis (MTS). In these patients, a small piece (0.5–3 g) of anterior temporal lobe was resected during the surgical approach to deeper areas of the brain and was considered normal by all detectable means including electroencephalogram (EEG) and pathological examination. We also performed a set of experiments with cortex from prenatal brain at the age of 16–18 weeks postgestation.	ANN	2019-11-26	NA	NA	SRS910572	scRNA-seq	SMARTer Ultra Low	Full-length	NA	NA
SRX995931	SRP057196	NextSeq 500	UBERON:0000956	cerebral cortex	CL:0002609	neuron of cerebral cortex		HsapDv:0000131	37-year-old human stage	cortex	neurons	postnatal 37 years	AB_S11	NA	NA	NA	perfect match	perfect match	not documented	(Missing)	(Missing)	9606	PMID:26060301 We used single cell RNA sequencing to interrogate the heterogeneity of the adult human cortex in an approach that combines transcriptome-wide analysis with single cell resolution. Brain tissue was obtained from living subjects who underwent temporal lobectomy for medically refractory seizures and mesial temporal sclerosis (MTS). In these patients, a small piece (0.5–3 g) of anterior temporal lobe was resected during the surgical approach to deeper areas of the brain and was considered normal by all detectable means including electroencephalogram (EEG) and pathological examination. We also performed a set of experiments with cortex from prenatal brain at the age of 16–18 weeks postgestation.	ANN	2019-11-26	NA	NA	SRS910571	scRNA-seq	SMARTer Ultra Low	Full-length	NA	NA
SRX995932	SRP057196	NextSeq 500	UBERON:0000956	cerebral cortex	CL:0002609	neuron of cerebral cortex		HsapDv:0000131	37-year-old human stage	cortex	neurons	postnatal 37 years	AB_S11	NA	NA	NA	perfect match	perfect match	not documented	(Missing)	(Missing)	9606	PMID:26060301 We used single cell RNA sequencing to interrogate the heterogeneity of the adult human cortex in an approach that combines transcriptome-wide analysis with single cell resolution. Brain tissue was obtained from living subjects who underwent temporal lobectomy for medically refractory seizures and mesial temporal sclerosis (MTS). In these patients, a small piece (0.5–3 g) of anterior temporal lobe was resected during the surgical approach to deeper areas of the brain and was considered normal by all detectable means including electroencephalogram (EEG) and pathological examination. We also performed a set of experiments with cortex from prenatal brain at the age of 16–18 weeks postgestation.	ANN	2019-11-26	NA	NA	SRS910570	scRNA-seq	SMARTer Ultra Low	Full-length	NA	NA
SRX995933	SRP057196	NextSeq 500	UBERON:0000956	cerebral cortex	CL:0002609	neuron of cerebral cortex		HsapDv:0000131	37-year-old human stage	cortex	neurons	postnatal 37 years	AB_S11	NA	NA	NA	perfect match	perfect match	not documented	(Missing)	(Missing)	9606	PMID:26060301 We used single cell RNA sequencing to interrogate the heterogeneity of the adult human cortex in an approach that combines transcriptome-wide analysis with single cell resolution. Brain tissue was obtained from living subjects who underwent temporal lobectomy for medically refractory seizures and mesial temporal sclerosis (MTS). In these patients, a small piece (0.5–3 g) of anterior temporal lobe was resected during the surgical approach to deeper areas of the brain and was considered normal by all detectable means including electroencephalogram (EEG) and pathological examination. We also performed a set of experiments with cortex from prenatal brain at the age of 16–18 weeks postgestation.	ANN	2019-11-26	NA	NA	SRS910568	scRNA-seq	SMARTer Ultra Low	Full-length	NA	NA
SRX995935	SRP057196	NextSeq 500	UBERON:0000956	cerebral cortex	CL:0002609	neuron of cerebral cortex		HsapDv:0000131	37-year-old human stage	cortex	neurons	postnatal 37 years	AB_S11	NA	NA	NA	perfect match	perfect match	not documented	(Missing)	(Missing)	9606	PMID:26060301 We used single cell RNA sequencing to interrogate the heterogeneity of the adult human cortex in an approach that combines transcriptome-wide analysis with single cell resolution. Brain tissue was obtained from living subjects who underwent temporal lobectomy for medically refractory seizures and mesial temporal sclerosis (MTS). In these patients, a small piece (0.5–3 g) of anterior temporal lobe was resected during the surgical approach to deeper areas of the brain and was considered normal by all detectable means including electroencephalogram (EEG) and pathological examination. We also performed a set of experiments with cortex from prenatal brain at the age of 16–18 weeks postgestation.	ANN	2019-11-26	NA	NA	SRS910566	scRNA-seq	SMARTer Ultra Low	Full-length	NA	NA
SRX995936	SRP057196	NextSeq 500	UBERON:0000956	cerebral cortex	CL:0002609	neuron of cerebral cortex		HsapDv:0000131	37-year-old human stage	cortex	neurons	postnatal 37 years	AB_S11	NA	NA	NA	perfect match	perfect match	not documented	(Missing)	(Missing)	9606	PMID:26060301 We used single cell RNA sequencing to interrogate the heterogeneity of the adult human cortex in an approach that combines transcriptome-wide analysis with single cell resolution. Brain tissue was obtained from living subjects who underwent temporal lobectomy for medically refractory seizures and mesial temporal sclerosis (MTS). In these patients, a small piece (0.5–3 g) of anterior temporal lobe was resected during the surgical approach to deeper areas of the brain and was considered normal by all detectable means including electroencephalogram (EEG) and pathological examination. We also performed a set of experiments with cortex from prenatal brain at the age of 16–18 weeks postgestation.	ANN	2019-11-26	NA	NA	SRS910569	scRNA-seq	SMARTer Ultra Low	Full-length	NA	NA
SRX995938	SRP057196	NextSeq 500	UBERON:0000956	cerebral cortex	CL:0002609	neuron of cerebral cortex		HsapDv:0000131	37-year-old human stage	cortex	neurons	postnatal 37 years	AB_S11	NA	NA	NA	perfect match	perfect match	not documented	(Missing)	(Missing)	9606	PMID:26060301 We used single cell RNA sequencing to interrogate the heterogeneity of the adult human cortex in an approach that combines transcriptome-wide analysis with single cell resolution. Brain tissue was obtained from living subjects who underwent temporal lobectomy for medically refractory seizures and mesial temporal sclerosis (MTS). In these patients, a small piece (0.5–3 g) of anterior temporal lobe was resected during the surgical approach to deeper areas of the brain and was considered normal by all detectable means including electroencephalogram (EEG) and pathological examination. We also performed a set of experiments with cortex from prenatal brain at the age of 16–18 weeks postgestation.	ANN	2019-11-26	NA	NA	SRS910563	scRNA-seq	SMARTer Ultra Low	Full-length	NA	NA
SRX995939	SRP057196	NextSeq 500	UBERON:0000956	cerebral cortex	CL:0002609	neuron of cerebral cortex		HsapDv:0000131	37-year-old human stage	cortex	neurons	postnatal 37 years	AB_S11	NA	NA	NA	perfect match	perfect match	not documented	(Missing)	(Missing)	9606	PMID:26060301 We used single cell RNA sequencing to interrogate the heterogeneity of the adult human cortex in an approach that combines transcriptome-wide analysis with single cell resolution. Brain tissue was obtained from living subjects who underwent temporal lobectomy for medically refractory seizures and mesial temporal sclerosis (MTS). In these patients, a small piece (0.5–3 g) of anterior temporal lobe was resected during the surgical approach to deeper areas of the brain and was considered normal by all detectable means including electroencephalogram (EEG) and pathological examination. We also performed a set of experiments with cortex from prenatal brain at the age of 16–18 weeks postgestation.	ANN	2019-11-26	NA	NA	SRS910565	scRNA-seq	SMARTer Ultra Low	Full-length	NA	NA
SRX995940	SRP057196	NextSeq 500	UBERON:0000956	cerebral cortex	CL:0002609	neuron of cerebral cortex		HsapDv:0000131	37-year-old human stage	cortex	neurons	postnatal 37 years	AB_S11	NA	NA	NA	perfect match	perfect match	not documented	(Missing)	(Missing)	9606	PMID:26060301 We used single cell RNA sequencing to interrogate the heterogeneity of the adult human cortex in an approach that combines transcriptome-wide analysis with single cell resolution. Brain tissue was obtained from living subjects who underwent temporal lobectomy for medically refractory seizures and mesial temporal sclerosis (MTS). In these patients, a small piece (0.5–3 g) of anterior temporal lobe was resected during the surgical approach to deeper areas of the brain and was considered normal by all detectable means including electroencephalogram (EEG) and pathological examination. We also performed a set of experiments with cortex from prenatal brain at the age of 16–18 weeks postgestation.	ANN	2019-11-26	NA	NA	SRS910562	scRNA-seq	SMARTer Ultra Low	Full-length	NA	NA
