Gene stable ID	Transcript stable ID	AFFY HG U95B probe
ENSG00000276856	ENST00000630135	42788_at
ENSG00000280716	ENST00000626186	57432_at
ENSG00000280716	ENST00000626507	57432_at
ENSG00000277429	ENST00000621283	51220_at
ENSG00000277429	ENST00000628126	51220_at
ENSG00000277429	ENST00000627673	51220_at
ENSG00000261846	ENST00000576369	49872_at
ENSG00000261846	ENST00000570799	49872_at
ENSG00000277033	ENST00000632023	42436_at
ENSG00000277033	ENST00000632413	42436_at
ENSG00000263160	ENST00000571778	57721_at
ENSG00000263160	ENST00000570948	57721_at
ENSG00000263160	ENST00000573907	57721_at
ENSG00000263160	ENST00000573374	57721_at
ENSG00000273793	ENST00000625578	46483_at
ENSG00000273793	ENST00000617829	46483_at
ENSG00000262788	ENST00000575702	53874_at
ENSG00000262788	ENST00000633692	53874_at
ENSG00000262788	ENST00000632079	53874_at
ENSG00000262788	ENST00000634106	53874_at
ENSG00000278728	ENST00000633607	47467_r_at
ENSG00000278728	ENST00000633607	47466_i_at
ENSG00000278728	ENST00000613345	47467_r_at
ENSG00000278728	ENST00000613345	47466_i_at
ENSG00000278165	ENST00000629053	46483_at
ENSG00000278165	ENST00000610856	46483_at
ENSG00000262911	ENST00000615701	42792_r_at
ENSG00000262911	ENST00000615701	42791_i_at
ENSG00000262473	ENST00000574289	50801_at
ENSG00000262473	ENST00000575239	50801_at
ENSG00000275581	ENST00000627372	51220_at
ENSG00000275581	ENST00000630603	51220_at
ENSG00000275581	ENST00000614310	51220_at
ENSG00000273831	ENST00000611111	42925_at
ENSG00000274296	ENST00000613476	54623_at
ENSG00000274296	ENST00000631856	54623_at
ENSG00000274296	ENST00000633143	54623_at
ENSG00000274296	ENST00000633559	54623_at
ENSG00000274296	ENST00000632042	54623_at
ENSG00000274296	ENST00000632607	54623_at
ENSG00000274296	ENST00000632810	54623_at
ENSG00000274296	ENST00000632074	54623_at
ENSG00000272835	ENST00000625945	57173_at
ENSG00000272835	ENST00000607293	57173_at
ENSG00000272835	ENST00000628951	57173_at
ENSG00000274112	ENST00000630819	57173_at
ENSG00000274112	ENST00000615504	57173_at
ENSG00000274112	ENST00000630775	57173_at
ENSG00000280613	ENST00000628060	42976_g_at
ENSG00000280613	ENST00000628060	42975_at
ENSG00000280613	ENST00000628060	42977_at
ENSG00000280613	ENST00000625765	42975_at
ENSG00000280613	ENST00000629320	42976_g_at
ENSG00000280613	ENST00000629320	42975_at
ENSG00000280613	ENST00000629186	42976_g_at
ENSG00000280613	ENST00000629186	42975_at
ENSG00000280613	ENST00000628365	42976_g_at
ENSG00000280613	ENST00000628365	42975_at
ENSG00000280613	ENST00000628284	42976_g_at
ENSG00000280613	ENST00000628284	42975_at
ENSG00000280613	ENST00000627053	42976_g_at
ENSG00000280613	ENST00000625400	42976_g_at
ENSG00000280613	ENST00000630947	42976_g_at
ENSG00000280613	ENST00000630947	42977_at
ENSG00000280613	ENST00000626045	42976_g_at
ENSG00000280613	ENST00000630474	42976_g_at
ENSG00000280613	ENST00000628314	42976_g_at
ENSG00000276016	ENST00000613981	58660_s_at
ENSG00000276016	ENST00000620170	58660_s_at
ENSG00000280811	ENST00000627751	42976_g_at
ENSG00000280811	ENST00000627751	42975_at
ENSG00000280811	ENST00000627751	42977_at
ENSG00000280811	ENST00000630060	42976_g_at
ENSG00000280811	ENST00000630060	42975_at
ENSG00000280811	ENST00000630060	42977_at
ENSG00000280811	ENST00000625506	42975_at
ENSG00000280811	ENST00000626132	42976_g_at
ENSG00000280811	ENST00000626132	42975_at
ENSG00000280811	ENST00000626120	42976_g_at
ENSG00000280811	ENST00000626120	42975_at
ENSG00000280811	ENST00000629715	42976_g_at
ENSG00000280811	ENST00000629715	42975_at
ENSG00000280811	ENST00000627199	42976_g_at
ENSG00000280811	ENST00000627199	42975_at
ENSG00000280811	ENST00000629422	42976_g_at
ENSG00000280811	ENST00000630051	42976_g_at
ENSG00000280811	ENST00000630051	42977_at
ENSG00000280811	ENST00000627124	42976_g_at
ENSG00000280811	ENST00000627124	42977_at
ENSG00000280811	ENST00000628993	42976_g_at
ENSG00000280811	ENST00000628394	42976_g_at
ENSG00000280811	ENST00000629636	42976_g_at
ENSG00000280811	ENST00000630326	42976_g_at
ENSG00000275272	ENST00000615500	46050_r_at
ENSG00000276482	ENST00000611005	44744_at
ENSG00000275333	ENST00000617082	45629_at
ENSG00000272901	ENST00000608773	57173_at
ENSG00000272901	ENST00000571525	57173_at
ENSG00000272901	ENST00000606595	42976_g_at
ENSG00000272901	ENST00000606595	42977_at
ENSG00000272901	ENST00000616421	42976_g_at
ENSG00000272901	ENST00000616421	42977_at
ENSG00000273616	ENST00000614321	42976_g_at
ENSG00000273616	ENST00000614321	42975_at
ENSG00000273616	ENST00000614321	42977_at
ENSG00000273616	ENST00000613829	42976_g_at
ENSG00000273616	ENST00000613829	42975_at
ENSG00000273616	ENST00000613829	42977_at
ENSG00000273616	ENST00000610797	42976_g_at
ENSG00000273616	ENST00000610797	42975_at
ENSG00000281216	ENST00000629409	52478_at
ENSG00000273494	ENST00000615291	43960_at
ENSG00000273494	ENST00000630982	43960_at
ENSG00000273494	ENST00000626423	43960_at
ENSG00000273529	ENST00000612705	46007_at
ENSG00000273529	ENST00000627397	46007_at
ENSG00000276561	ENST00000631879	43350_f_at
ENSG00000276561	ENST00000633943	43350_f_at
ENSG00000276561	ENST00000621391	43350_f_at
ENSG00000276561	ENST00000633274	43350_f_at
ENSG00000276561	ENST00000632753	43350_f_at
ENSG00000276561	ENST00000634105	43350_f_at
ENSG00000276561	ENST00000633006	43350_f_at
ENSG00000276561	ENST00000632827	43350_f_at
ENSG00000276561	ENST00000632194	43350_f_at
ENSG00000276561	ENST00000632853	43350_f_at
ENSG00000276561	ENST00000633855	43350_f_at
ENSG00000276561	ENST00000612534	43350_f_at
ENSG00000276561	ENST00000617397	43350_f_at
ENSG00000263231	ENST00000575568	43836_s_at
ENSG00000262446	ENST00000572338	43836_s_at
ENSG00000262446	ENST00000574670	43836_s_at
ENSG00000262446	ENST00000574935	43836_s_at
ENSG00000262446	ENST00000576421	43836_s_at
ENSG00000262446	ENST00000571863	43836_s_at
ENSG00000262446	ENST00000613861	43836_s_at
ENSG00000262446	ENST00000618489	43836_s_at
ENSG00000277996	ENST00000613354	46109_at
ENSG00000275125	ENST00000629512	50251_at
ENSG00000275125	ENST00000626354	50251_at
ENSG00000275125	ENST00000628389	50251_at
ENSG00000275125	ENST00000629558	50251_at
ENSG00000275125	ENST00000630249	50251_at
ENSG00000275125	ENST00000616280	50251_at
ENSG00000275125	ENST00000617400	50251_at
ENSG00000275165	ENST00000617902	44707_at
ENSG00000275165	ENST00000619994	44707_at
ENSG00000231041	ENST00000421470	51504_at
ENSG00000263238	ENST00000573499	45500_at
ENSG00000263238	ENST00000573499	48760_s_at
ENSG00000274392	ENST00000630394	49785_at
ENSG00000277789	ENST00000612564	46109_at
ENSG00000277789	ENST00000621539	46109_at
ENSG00000277789	ENST00000620038	46109_at
ENSG00000277789	ENST00000617036	46109_at
ENSG00000277789	ENST00000620380	46109_at
ENSG00000277789	ENST00000611201	46109_at
ENSG00000225426	ENST00000431265	56072_at
ENSG00000206526	ENST00000383656	51504_at
ENSG00000276260	ENST00000619470	46109_at
ENSG00000276935	ENST00000610862	56120_at
ENSG00000274796	ENST00000611560	44707_at
ENSG00000274796	ENST00000622538	44707_at
ENSG00000274384	ENST00000621593	46109_at
ENSG00000274384	ENST00000616797	46109_at
ENSG00000274384	ENST00000616977	46109_at
ENSG00000274384	ENST00000615807	46109_at
ENSG00000274384	ENST00000621826	46109_at
ENSG00000274384	ENST00000618660	46109_at
ENSG00000275474	ENST00000615688	57866_at
ENSG00000237313	ENST00000434916	51504_at
ENSG00000233566	ENST00000438403	51504_at
ENSG00000226687	ENST00000437693	56072_at
ENSG00000278622	ENST00000615975	44707_at
ENSG00000278622	ENST00000614948	44707_at
ENSG00000278622	ENST00000612393	44707_at
ENSG00000278622	ENST00000613589	44707_at
ENSG00000278622	ENST00000617559	44707_at
ENSG00000278622	ENST00000621740	44707_at
ENSG00000278550	ENST00000634102	55601_at
ENSG00000278550	ENST00000612931	55601_at
ENSG00000278550	ENST00000613070	55601_at
ENSG00000233857	ENST00000448853	56072_at
ENSG00000273592	ENST00000618899	56120_at
ENSG00000278461	ENST00000613100	45185_at
ENSG00000278461	ENST00000620855	45185_at
ENSG00000278461	ENST00000618428	45185_at
ENSG00000278461	ENST00000618341	45185_at
ENSG00000229383	ENST00000444360	56072_at
ENSG00000237634	ENST00000438996	51504_at
ENSG00000224446	ENST00000457219	56072_at
ENSG00000274129	ENST00000622076	44707_at
ENSG00000274129	ENST00000612236	44707_at
ENSG00000274129	ENST00000617739	44707_at
ENSG00000274129	ENST00000614265	44707_at
ENSG00000274129	ENST00000616063	44707_at
ENSG00000274129	ENST00000618135	44707_at
ENSG00000235788	ENST00000453238	56072_at
ENSG00000230674	ENST00000438483	56072_at
ENSG00000278363	ENST00000620520	46109_at
ENSG00000278712	ENST00000613888	44707_at
ENSG00000278712	ENST00000614984	44707_at
ENSG00000229698	ENST00000444891	49203_f_at
ENSG00000229698	ENST00000471304	49203_f_at
ENSG00000229698	ENST00000376848	49203_f_at
ENSG00000229698	ENST00000454779	49203_f_at
ENSG00000229698	ENST00000476710	49203_f_at
ENSG00000229698	ENST00000463731	55400_at
ENSG00000229698	ENST00000549422	49203_f_at
ENSG00000273722	ENST00000612109	46109_at
ENSG00000273722	ENST00000619510	46109_at
ENSG00000273722	ENST00000616162	46109_at
ENSG00000273722	ENST00000621671	46109_at
ENSG00000273722	ENST00000618950	46109_at
ENSG00000262327	ENST00000575872	52142_at
ENSG00000262327	ENST00000575540	52142_at
ENSG00000276021	ENST00000611758	56293_at
ENSG00000276021	ENST00000615141	56293_at
ENSG00000276021	ENST00000613381	56293_at
ENSG00000276021	ENST00000632244	56293_at
ENSG00000276021	ENST00000634145	56293_at
ENSG00000276021	ENST00000613616	56293_at
ENSG00000275118	ENST00000619670	56120_at
ENSG00000262671	ENST00000570339	53745_at
ENSG00000262599	ENST00000575464	58324_at
ENSG00000262599	ENST00000575464	53745_at
ENSG00000281787	ENST00000629800	57432_at
ENSG00000281787	ENST00000629754	57432_at
ENSG00000237508	ENST00000435058	49203_f_at
ENSG00000237508	ENST00000474636	49203_f_at
ENSG00000237508	ENST00000440590	49203_f_at
ENSG00000237508	ENST00000426675	49203_f_at
ENSG00000237508	ENST00000480742	49203_f_at
ENSG00000237508	ENST00000490259	55400_at
ENSG00000237508	ENST00000551780	49203_f_at
ENSG00000278605	ENST00000615482	44707_at
ENSG00000278605	ENST00000622661	44707_at
ENSG00000278605	ENST00000611798	44707_at
ENSG00000278605	ENST00000615000	44707_at
ENSG00000278605	ENST00000615079	44707_at
ENSG00000273607	ENST00000631145	57210_at
ENSG00000273607	ENST00000620558	57210_at
ENSG00000273607	ENST00000629095	57210_at
ENSG00000273607	ENST00000626885	57210_at
ENSG00000273607	ENST00000626041	57210_at
ENSG00000276537	ENST00000620298	48513_at
ENSG00000276537	ENST00000619453	48513_at
ENSG00000276537	ENST00000616929	48513_at
ENSG00000276537	ENST00000617134	48513_at
ENSG00000276537	ENST00000613088	48513_at
ENSG00000276537	ENST00000614418	48513_at
ENSG00000276537	ENST00000618901	48513_at
ENSG00000276537	ENST00000615687	48513_at
ENSG00000276537	ENST00000622771	48513_at
ENSG00000206509	ENST00000383626	49203_f_at
ENSG00000206509	ENST00000485463	49203_f_at
ENSG00000206509	ENST00000359076	49203_f_at
ENSG00000206509	ENST00000433515	49203_f_at
ENSG00000206509	ENST00000483860	49203_f_at
ENSG00000206509	ENST00000489167	55400_at
ENSG00000206509	ENST00000550932	49203_f_at
ENSG00000274671	ENST00000622835	42522_at
ENSG00000274671	ENST00000614617	57617_at
ENSG00000274671	ENST00000614617	42522_at
ENSG00000274671	ENST00000622563	42522_at
ENSG00000274671	ENST00000611064	42522_at
ENSG00000274671	ENST00000612528	42522_at
ENSG00000276826	ENST00000616348	57866_at
ENSG00000235220	ENST00000422711	49203_f_at
ENSG00000235220	ENST00000490333	49203_f_at
ENSG00000235220	ENST00000420067	49203_f_at
ENSG00000235220	ENST00000420923	49203_f_at
ENSG00000235220	ENST00000489795	49203_f_at
ENSG00000235220	ENST00000485297	55400_at
ENSG00000235220	ENST00000551832	49203_f_at
ENSG00000273814	ENST00000615870	43530_at
ENSG00000276907	ENST00000631499	57870_at
ENSG00000276907	ENST00000631499	53925_at
ENSG00000276907	ENST00000616021	57870_at
ENSG00000276907	ENST00000616021	53925_at
ENSG00000276907	ENST00000631711	57870_at
ENSG00000276907	ENST00000631711	53925_at
ENSG00000276907	ENST00000632376	53925_at
ENSG00000276907	ENST00000634139	53925_at
ENSG00000276907	ENST00000633116	53925_at
ENSG00000276907	ENST00000632017	53925_at
ENSG00000276907	ENST00000632838	53925_at
ENSG00000276907	ENST00000610792	57870_at
ENSG00000276907	ENST00000610792	53925_at
ENSG00000137403	ENST00000342322	49203_f_at
ENSG00000137403	ENST00000470816	49203_f_at
ENSG00000137403	ENST00000383515	49203_f_at
ENSG00000137403	ENST00000454646	49203_f_at
ENSG00000137403	ENST00000488237	49203_f_at
ENSG00000137403	ENST00000496199	55400_at
ENSG00000137403	ENST00000552082	49203_f_at
ENSG00000274905	ENST00000612712	46109_at
ENSG00000233795	ENST00000481680	43442_s_at
ENSG00000233795	ENST00000417275	43442_s_at
ENSG00000233795	ENST00000444794	43442_s_at
ENSG00000233795	ENST00000442585	43442_s_at
ENSG00000233795	ENST00000412396	43442_s_at
ENSG00000233795	ENST00000484119	43442_s_at
ENSG00000274078	ENST00000613310	44707_at
ENSG00000274078	ENST00000615900	44707_at
ENSG00000276887	ENST00000611711	48513_at
ENSG00000276887	ENST00000611133	48513_at
ENSG00000276887	ENST00000613709	48513_at
ENSG00000276887	ENST00000614458	48513_at
ENSG00000276887	ENST00000621937	48513_at
ENSG00000276887	ENST00000621633	48513_at
ENSG00000276887	ENST00000613620	48513_at
ENSG00000276887	ENST00000611778	48513_at
ENSG00000276887	ENST00000614387	48513_at
ENSG00000236808	ENST00000466296	43442_s_at
ENSG00000236808	ENST00000432904	43442_s_at
ENSG00000236808	ENST00000420100	43442_s_at
ENSG00000236808	ENST00000432227	43442_s_at
ENSG00000236808	ENST00000444027	43442_s_at
ENSG00000236808	ENST00000476397	43442_s_at
ENSG00000275544	ENST00000612690	47920_at
ENSG00000275544	ENST00000617317	47920_at
ENSG00000274161	ENST00000620101	47470_at
ENSG00000274161	ENST00000620226	47470_at
ENSG00000282171	ENST00000633823	53612_at
ENSG00000282171	ENST00000633119	53612_at
ENSG00000282171	ENST00000632655	53612_at
ENSG00000282171	ENST00000632912	53612_at
ENSG00000282171	ENST00000633111	53612_at
ENSG00000235176	ENST00000466305	43442_s_at
ENSG00000235176	ENST00000417738	43442_s_at
ENSG00000235176	ENST00000429558	43442_s_at
ENSG00000235176	ENST00000441251	43442_s_at
ENSG00000235176	ENST00000431416	43442_s_at
ENSG00000235176	ENST00000477956	43442_s_at
ENSG00000224619	ENST00000422065	58942_at
ENSG00000224619	ENST00000422065	54006_at
ENSG00000224619	ENST00000451842	58739_at
ENSG00000224619	ENST00000451842	58942_at
ENSG00000224619	ENST00000451842	54006_at
ENSG00000224619	ENST00000447211	58739_at
ENSG00000224619	ENST00000447211	58942_at
ENSG00000224619	ENST00000447211	54006_at
ENSG00000224619	ENST00000440939	58739_at
ENSG00000224619	ENST00000440939	58942_at
ENSG00000224619	ENST00000440939	54006_at
ENSG00000224619	ENST00000446219	58942_at
ENSG00000224619	ENST00000446219	54006_at
ENSG00000224619	ENST00000443463	58942_at
ENSG00000224619	ENST00000443463	54006_at
ENSG00000224619	ENST00000437023	58739_at
ENSG00000224619	ENST00000437023	58942_at
ENSG00000224619	ENST00000437023	54006_at
ENSG00000224619	ENST00000432895	58739_at
ENSG00000224619	ENST00000432895	58942_at
ENSG00000224619	ENST00000432895	54006_at
ENSG00000235443	ENST00000465992	43442_s_at
ENSG00000235443	ENST00000443494	43442_s_at
ENSG00000235443	ENST00000437507	43442_s_at
ENSG00000235443	ENST00000443142	43442_s_at
ENSG00000235443	ENST00000453694	43442_s_at
ENSG00000235443	ENST00000471263	43442_s_at
ENSG00000276341	ENST00000613257	57866_at
ENSG00000229929	ENST00000443109	46182_at
ENSG00000229929	ENST00000426469	46182_at
ENSG00000229929	ENST00000419790	46182_at
ENSG00000229929	ENST00000452705	46182_at
ENSG00000229929	ENST00000552520	46182_at
ENSG00000278839	ENST00000611616	51220_at
ENSG00000278839	ENST00000611277	51220_at
ENSG00000278839	ENST00000622047	51220_at
ENSG00000236949	ENST00000485907	43442_s_at
ENSG00000236949	ENST00000437373	43442_s_at
ENSG00000236949	ENST00000431032	43442_s_at
ENSG00000236949	ENST00000433264	43442_s_at
ENSG00000236949	ENST00000432545	43442_s_at
ENSG00000236949	ENST00000459984	43442_s_at
ENSG00000239927	ENST00000376642	48591_at
ENSG00000239927	ENST00000415583	48591_at
ENSG00000239927	ENST00000430900	48591_at
ENSG00000239927	ENST00000488929	48591_at
ENSG00000239927	ENST00000472882	48591_at
ENSG00000239927	ENST00000425575	48591_at
ENSG00000239927	ENST00000489296	48591_at
ENSG00000239927	ENST00000470122	48591_at
ENSG00000239927	ENST00000552257	48591_at
ENSG00000233564	ENST00000487302	47516_at
ENSG00000276836	ENST00000626761	57870_at
ENSG00000276836	ENST00000626761	53925_at
ENSG00000276836	ENST00000612916	57870_at
ENSG00000276836	ENST00000612916	53925_at
ENSG00000276836	ENST00000626860	57870_at
ENSG00000276836	ENST00000626860	53925_at
ENSG00000276836	ENST00000630963	53925_at
ENSG00000276836	ENST00000628991	53925_at
ENSG00000276836	ENST00000628260	53925_at
ENSG00000276836	ENST00000627233	53925_at
ENSG00000276836	ENST00000627402	53925_at
ENSG00000276836	ENST00000618949	57870_at
ENSG00000276836	ENST00000618949	53925_at
ENSG00000230660	ENST00000426671	58942_at
ENSG00000230660	ENST00000426671	54006_at
ENSG00000230660	ENST00000431304	58739_at
ENSG00000230660	ENST00000431304	58942_at
ENSG00000230660	ENST00000431304	54006_at
ENSG00000230660	ENST00000425304	58739_at
ENSG00000230660	ENST00000425304	58942_at
ENSG00000230660	ENST00000425304	54006_at
ENSG00000230660	ENST00000445913	58739_at
ENSG00000230660	ENST00000445913	58942_at
ENSG00000230660	ENST00000445913	54006_at
ENSG00000230660	ENST00000413527	58942_at
ENSG00000230660	ENST00000413527	54006_at
ENSG00000230660	ENST00000414930	58942_at
ENSG00000230660	ENST00000414930	54006_at
ENSG00000230660	ENST00000442807	58739_at
ENSG00000230660	ENST00000442807	58942_at
ENSG00000230660	ENST00000442807	54006_at
ENSG00000230660	ENST00000443079	58739_at
ENSG00000230660	ENST00000443079	58942_at
ENSG00000230660	ENST00000443079	54006_at
ENSG00000278149	ENST00000620423	57866_at
ENSG00000206502	ENST00000484199	43442_s_at
ENSG00000206502	ENST00000400662	43442_s_at
ENSG00000206502	ENST00000383613	43442_s_at
ENSG00000206502	ENST00000400660	43442_s_at
ENSG00000206502	ENST00000400659	43442_s_at
ENSG00000206502	ENST00000476699	43442_s_at
ENSG00000224859	ENST00000446493	43442_s_at
ENSG00000224859	ENST00000455948	43442_s_at
ENSG00000224859	ENST00000481657	43442_s_at
ENSG00000224859	ENST00000472459	43442_s_at
ENSG00000224859	ENST00000428913	43442_s_at
ENSG00000224859	ENST00000451875	43442_s_at
ENSG00000262145	ENST00000571490	53933_at
ENSG00000262145	ENST00000570321	53933_at
ENSG00000262145	ENST00000574747	53933_at
ENSG00000226437	ENST00000438859	46182_at
ENSG00000226437	ENST00000451132	46182_at
ENSG00000226437	ENST00000450778	46182_at
ENSG00000226437	ENST00000445206	46182_at
ENSG00000226437	ENST00000552337	46182_at
ENSG00000278284	ENST00000622572	57866_at
ENSG00000229202	ENST00000480241	47516_at
ENSG00000239865	ENST00000411515	48591_at
ENSG00000239865	ENST00000473319	48591_at
ENSG00000239865	ENST00000468883	48591_at
ENSG00000239865	ENST00000465470	48591_at
ENSG00000239865	ENST00000490988	48591_at
ENSG00000239865	ENST00000418043	48591_at
ENSG00000239865	ENST00000413228	48591_at
ENSG00000239865	ENST00000435318	48591_at
ENSG00000239865	ENST00000552136	48591_at
ENSG00000278458	ENST00000633819	44791_at
ENSG00000278458	ENST00000633346	44791_at
ENSG00000278458	ENST00000622036	44791_at
ENSG00000278458	ENST00000610328	44791_at
ENSG00000278458	ENST00000633521	44791_at
ENSG00000278458	ENST00000633463	44791_at
ENSG00000278458	ENST00000632215	44791_at
ENSG00000278458	ENST00000633540	44791_at
ENSG00000278458	ENST00000613150	44791_at
ENSG00000235727	ENST00000453219	58942_at
ENSG00000235727	ENST00000453219	54006_at
ENSG00000235727	ENST00000417148	58942_at
ENSG00000235727	ENST00000417148	54006_at
ENSG00000235727	ENST00000423157	58739_at
ENSG00000235727	ENST00000423157	58942_at
ENSG00000235727	ENST00000423157	54006_at
ENSG00000235727	ENST00000429862	58739_at
ENSG00000235727	ENST00000429862	58942_at
ENSG00000235727	ENST00000429862	54006_at
ENSG00000235727	ENST00000438668	58739_at
ENSG00000235727	ENST00000438668	58942_at
ENSG00000235727	ENST00000438668	54006_at
ENSG00000235727	ENST00000414569	58739_at
ENSG00000235727	ENST00000414569	58942_at
ENSG00000235727	ENST00000414569	54006_at
ENSG00000235727	ENST00000448291	58942_at
ENSG00000235727	ENST00000448291	54006_at
ENSG00000235727	ENST00000421520	58739_at
ENSG00000235727	ENST00000421520	58942_at
ENSG00000235727	ENST00000421520	54006_at
ENSG00000274332	ENST00000614665	51900_g_at
ENSG00000274332	ENST00000629060	51900_g_at
ENSG00000230308	ENST00000458607	46182_at
ENSG00000230308	ENST00000446397	46182_at
ENSG00000230308	ENST00000431272	46182_at
ENSG00000230308	ENST00000424575	46182_at
ENSG00000230308	ENST00000549841	46182_at
ENSG00000275650	ENST00000619591	48513_at
ENSG00000275650	ENST00000619450	48513_at
ENSG00000275650	ENST00000617153	48513_at
ENSG00000275650	ENST00000619108	48513_at
ENSG00000275650	ENST00000611471	48513_at
ENSG00000275650	ENST00000621163	48513_at
ENSG00000231257	ENST00000417183	56149_at
ENSG00000231257	ENST00000418248	56149_at
ENSG00000231257	ENST00000445973	56149_at
ENSG00000231257	ENST00000450220	56149_at
ENSG00000241779	ENST00000412659	48591_at
ENSG00000241779	ENST00000463825	48591_at
ENSG00000241779	ENST00000476358	48591_at
ENSG00000241779	ENST00000471153	48591_at
ENSG00000241779	ENST00000460847	48591_at
ENSG00000241779	ENST00000416977	48591_at
ENSG00000241779	ENST00000439624	48591_at
ENSG00000241779	ENST00000427637	48591_at
ENSG00000241779	ENST00000550581	48591_at
ENSG00000277221	ENST00000631492	51900_g_at
ENSG00000277221	ENST00000633100	51900_g_at
ENSG00000277221	ENST00000611862	51900_g_at
ENSG00000278742	ENST00000611823	51900_g_at
ENSG00000278742	ENST00000629032	51900_g_at
ENSG00000223766	ENST00000483423	47516_at
ENSG00000224705	ENST00000429688	58942_at
ENSG00000224705	ENST00000429688	54006_at
ENSG00000224705	ENST00000412668	58739_at
ENSG00000224705	ENST00000412668	58942_at
ENSG00000224705	ENST00000412668	54006_at
ENSG00000224705	ENST00000445302	58739_at
ENSG00000224705	ENST00000445302	58942_at
ENSG00000224705	ENST00000445302	54006_at
ENSG00000224705	ENST00000436512	58739_at
ENSG00000224705	ENST00000436512	58942_at
ENSG00000224705	ENST00000436512	54006_at
ENSG00000224705	ENST00000421772	58942_at
ENSG00000224705	ENST00000421772	54006_at
ENSG00000224705	ENST00000436536	58942_at
ENSG00000224705	ENST00000436536	54006_at
ENSG00000224705	ENST00000444625	58739_at
ENSG00000224705	ENST00000444625	58942_at
ENSG00000224705	ENST00000444625	54006_at
ENSG00000224705	ENST00000458584	58739_at
ENSG00000224705	ENST00000458584	58942_at
ENSG00000224705	ENST00000458584	54006_at
ENSG00000275867	ENST00000626557	44791_at
ENSG00000275867	ENST00000627698	44791_at
ENSG00000275867	ENST00000629079	44791_at
ENSG00000275867	ENST00000629551	44791_at
ENSG00000275867	ENST00000626533	44791_at
ENSG00000275867	ENST00000630200	44791_at
ENSG00000275867	ENST00000625473	44791_at
ENSG00000275867	ENST00000630234	44791_at
ENSG00000275867	ENST00000611596	44791_at
ENSG00000276497	ENST00000617471	58428_at
ENSG00000276497	ENST00000610785	58428_at
ENSG00000234893	ENST00000448343	58942_at
ENSG00000234893	ENST00000448343	54006_at
ENSG00000234893	ENST00000443909	58739_at
ENSG00000234893	ENST00000443909	58942_at
ENSG00000234893	ENST00000443909	54006_at
ENSG00000234893	ENST00000433236	58942_at
ENSG00000234893	ENST00000433236	54006_at
ENSG00000234893	ENST00000418806	58942_at
ENSG00000234893	ENST00000418806	54006_at
ENSG00000234893	ENST00000443641	58739_at
ENSG00000234893	ENST00000443641	58942_at
ENSG00000234893	ENST00000443641	54006_at
ENSG00000234893	ENST00000432631	58739_at
